prefecture_num,prefecture,year,month,bankruptcy
11,埼玉県,2015,10,28
12,千葉県,2015,10,26
13,東京都,2015,10,154
14,神奈川県,2015,10,42
15,新潟県,2015,10,8
19,山梨県,2015,10,8
20,長野県,2015,10,7
21,岐阜県,2015,10,8
22,静岡県,2015,10,18
23,愛知県,2015,10,51
24,三重県,2015,10,5
16,富山県,2015,10,6
17,石川県,2015,10,5
18,福井県,2015,10,5
25,滋賀県,2015,10,3
26,京都府,2015,10,20
27,大阪府,2015,10,102
28,兵庫県,2015,10,38
29,奈良県,2015,10,8
30,和歌山県,2015,10,9
31,鳥取県,2015,10,3
32,島根県,2015,10,4
33,岡山県,2015,10,7
34,広島県,2015,10,14
35,山口県,2015,10,3
36,徳島県,2015,10,5
37,香川県,2015,10,5
38,愛媛県,2015,10,8
39,高知県,2015,10,3
40,福岡県,2015,10,22
41,佐賀県,2015,10,7
42,長崎県,2015,10,3
43,熊本県,2015,10,7
44,大分県,2015,10,6
45,宮崎県,2015,10,5
46,鹿児島県,2015,10,2
47,沖縄県,2015,10,3
1,北海道,2015,11,15
2,青森県,2015,11,4
3,岩手県,2015,11,3
4,宮城県,2015,11,9
5,秋田県,2015,11,3
6,山形県,2015,11,4
7,福島県,2015,11,5
8,茨城県,2015,11,13
9,栃木県,2015,11,10
10,群馬県,2015,11,5
11,埼玉県,2015,11,31
12,千葉県,2015,11,19
13,東京都,2015,11,160
14,神奈川県,2015,11,40
15,新潟県,2015,11,3
19,山梨県,2015,11,6
20,長野県,2015,11,5
21,岐阜県,2015,11,9
22,静岡県,2015,11,24
23,愛知県,2015,11,41
24,三重県,2015,11,3
16,富山県,2015,11,7
17,石川県,2015,11,6
18,福井県,2015,11,5
25,滋賀県,2015,11,2
26,京都府,2015,11,17
27,大阪府,2015,11,99
28,兵庫県,2015,11,46
29,奈良県,2015,11,7
30,和歌山県,2015,11,13
31,鳥取県,2015,11,0
32,島根県,2015,11,1
33,岡山県,2015,11,7
34,広島県,2015,11,15
35,山口県,2015,11,2
36,徳島県,2015,11,1
37,香川県,2015,11,3
38,愛媛県,2015,11,7
39,高知県,2015,11,2
40,福岡県,2015,11,30
41,佐賀県,2015,11,5
42,長崎県,2015,11,2
43,熊本県,2015,11,4
44,大分県,2015,11,5
45,宮崎県,2015,11,3
46,鹿児島県,2015,11,4
47,沖縄県,2015,11,6
1,北海道,2015,12,22
2,青森県,2015,12,2
3,岩手県,2015,12,4
4,宮城県,2015,12,8
5,秋田県,2015,12,4
6,山形県,2015,12,3
7,福島県,2015,12,0
8,茨城県,2015,12,6
9,栃木県,2015,12,10
10,群馬県,2015,12,10
11,埼玉県,2015,12,28
12,千葉県,2015,12,23
13,東京都,2015,12,187
14,神奈川県,2015,12,35
15,新潟県,2015,12,13
19,山梨県,2015,12,2
20,長野県,2015,12,8
21,岐阜県,2015,12,7
22,静岡県,2015,12,19
23,愛知県,2015,12,25
24,三重県,2015,12,5
16,富山県,2015,12,8
17,石川県,2015,12,7
18,福井県,2015,12,5
25,滋賀県,2015,12,6
26,京都府,2015,12,15
27,大阪府,2015,12,96
28,兵庫県,2015,12,34
29,奈良県,2015,12,8
30,和歌山県,2015,12,8
31,鳥取県,2015,12,1
32,島根県,2015,12,3
33,岡山県,2015,12,11
34,広島県,2015,12,11
35,山口県,2015,12,3
36,徳島県,2015,12,2
37,香川県,2015,12,6
38,愛媛県,2015,12,3
39,高知県,2015,12,2
40,福岡県,2015,12,24
41,佐賀県,2015,12,1
42,長崎県,2015,12,3
43,熊本県,2015,12,3
44,大分県,2015,12,2
45,宮崎県,2015,12,5
46,鹿児島県,2015,12,4
47,沖縄県,2015,12,7
1,北海道,2016,1,19
2,青森県,2016,1,5
3,岩手県,2016,1,2
4,宮城県,2016,1,6
5,秋田県,2016,1,5
6,山形県,2016,1,4
7,福島県,2016,1,2
8,茨城県,2016,1,20
9,栃木県,2016,1,8
10,群馬県,2016,1,9
11,埼玉県,2016,1,25
12,千葉県,2016,1,26
13,東京都,2016,1,143
14,神奈川県,2016,1,31
15,新潟県,2016,1,11
19,山梨県,2016,1,4
20,長野県,2016,1,7
21,岐阜県,2016,1,5
22,静岡県,2016,1,19
23,愛知県,2016,1,30
24,三重県,2016,1,10
16,富山県,2016,1,7
17,石川県,2016,1,7
18,福井県,2016,1,5
25,滋賀県,2016,1,9
26,京都府,2016,1,16
27,大阪府,2016,1,92
28,兵庫県,2016,1,31
29,奈良県,2016,1,13
30,和歌山県,2016,1,1
31,鳥取県,2016,1,7
32,島根県,2016,1,4
33,岡山県,2016,1,3
34,広島県,2016,1,7
35,山口県,2016,1,5
36,徳島県,2016,1,5
37,香川県,2016,1,4
38,愛媛県,2016,1,4
39,高知県,2016,1,2
40,福岡県,2016,1,32
41,佐賀県,2016,1,2
42,長崎県,2016,1,4
43,熊本県,2016,1,5
44,大分県,2016,1,5
45,宮崎県,2016,1,2
46,鹿児島県,2016,1,7
47,沖縄県,2016,1,5
1,北海道,2016,2,22
2,青森県,2016,2,8
3,岩手県,2016,2,2
4,宮城県,2016,2,9
5,秋田県,2016,2,4
6,山形県,2016,2,4
7,福島県,2016,2,2
8,茨城県,2016,2,11
9,栃木県,2016,2,9
10,群馬県,2016,2,11
11,埼玉県,2016,2,31
12,千葉県,2016,2,21
13,東京都,2016,2,138
14,神奈川県,2016,2,35
15,新潟県,2016,2,12
19,山梨県,2016,2,5
20,長野県,2016,2,9
21,岐阜県,2016,2,14
22,静岡県,2016,2,27
23,愛知県,2016,2,35
24,三重県,2016,2,6
16,富山県,2016,2,6
17,石川県,2016,2,8
18,福井県,2016,2,7
25,滋賀県,2016,2,8
26,京都府,2016,2,13
27,大阪府,2016,2,108
28,兵庫県,2016,2,38
29,奈良県,2016,2,11
30,和歌山県,2016,2,9
31,鳥取県,2016,2,1
32,島根県,2016,2,4
33,岡山県,2016,2,6
34,広島県,2016,2,14
35,山口県,2016,2,6
36,徳島県,2016,2,3
37,香川県,2016,2,5
38,愛媛県,2016,2,2
39,高知県,2016,2,3
40,福岡県,2016,2,27
41,佐賀県,2016,2,2
42,長崎県,2016,2,1
43,熊本県,2016,2,10
44,大分県,2016,2,3
45,宮崎県,2016,2,1
46,鹿児島県,2016,2,7
47,沖縄県,2016,2,5
1,北海道,2016,3,27
2,青森県,2016,3,4
3,岩手県,2016,3,5
4,宮城県,2016,3,7
5,秋田県,2016,3,4
6,山形県,2016,3,9
7,福島県,2016,3,5
8,茨城県,2016,3,8
9,栃木県,2016,3,8
10,群馬県,2016,3,14
11,埼玉県,2016,3,17
12,千葉県,2016,3,25
13,東京都,2016,3,160
14,神奈川県,2016,3,41
15,新潟県,2016,3,8
19,山梨県,2016,3,3
20,長野県,2016,3,10
21,岐阜県,2016,3,11
22,静岡県,2016,3,25
23,愛知県,2016,3,50
24,三重県,2016,3,12
16,富山県,2016,3,4
17,石川県,2016,3,10
18,福井県,2016,3,3
25,滋賀県,2016,3,6
26,京都府,2016,3,15
27,大阪府,2016,3,102
28,兵庫県,2016,3,39
29,奈良県,2016,3,6
30,和歌山県,2016,3,10
31,鳥取県,2016,3,4
32,島根県,2016,3,5
33,岡山県,2016,3,11
34,広島県,2016,3,11
35,山口県,2016,3,3
36,徳島県,2016,3,5
37,香川県,2016,3,4
38,愛媛県,2016,3,5
39,高知県,2016,3,2
40,福岡県,2016,3,25
41,佐賀県,2016,3,2
42,長崎県,2016,3,2
43,熊本県,2016,3,2
44,大分県,2016,3,5
45,宮崎県,2016,3,1
46,鹿児島県,2016,3,6
47,沖縄県,2016,3,5
1,北海道,2016,4,23
2,青森県,2016,4,3
3,岩手県,2016,4,4
4,宮城県,2016,4,8
5,秋田県,2016,4,4
6,山形県,2016,4,4
7,福島県,2016,4,2
8,茨城県,2016,4,13
9,栃木県,2016,4,11
10,群馬県,2016,4,8
11,埼玉県,2016,4,26
12,千葉県,2016,4,22
13,東京都,2016,4,130
14,神奈川県,2016,4,52
15,新潟県,2016,4,6
19,山梨県,2016,4,7
20,長野県,2016,4,7
21,岐阜県,2016,4,12
22,静岡県,2016,4,12
23,愛知県,2016,4,41
24,三重県,2016,4,3
16,富山県,2016,4,7
17,石川県,2016,4,14
18,福井県,2016,4,4
25,滋賀県,2016,4,7
26,京都府,2016,4,15
27,大阪府,2016,4,98
28,兵庫県,2016,4,45
29,奈良県,2016,4,6
30,和歌山県,2016,4,8
31,鳥取県,2016,4,2
32,島根県,2016,4,4
33,岡山県,2016,4,2
34,広島県,2016,4,10
35,山口県,2016,4,4
36,徳島県,2016,4,2
37,香川県,2016,4,5
38,愛媛県,2016,4,2
39,高知県,2016,4,6
40,福岡県,2016,4,27
41,佐賀県,2016,4,4
42,長崎県,2016,4,4
43,熊本県,2016,4,3
44,大分県,2016,4,6
45,宮崎県,2016,4,3
46,鹿児島県,2016,4,4
47,沖縄県,2016,4,5
1,北海道,2016,5,18
2,青森県,2016,5,4
3,岩手県,2016,5,3
4,宮城県,2016,5,5
5,秋田県,2016,5,7
6,山形県,2016,5,6
7,福島県,2016,5,10
8,茨城県,2016,5,13
9,栃木県,2016,5,8
10,群馬県,2016,5,5
11,埼玉県,2016,5,28
12,千葉県,2016,5,26
13,東京都,2016,5,128
14,神奈川県,2016,5,41
15,新潟県,2016,5,11
19,山梨県,2016,5,3
20,長野県,2016,5,5
21,岐阜県,2016,5,13
22,静岡県,2016,5,35
23,愛知県,2016,5,34
24,三重県,2016,5,11
16,富山県,2016,5,5
17,石川県,2016,5,7
18,福井県,2016,5,4
25,滋賀県,2016,5,4
26,京都府,2016,5,15
27,大阪府,2016,5,88
28,兵庫県,2016,5,25
29,奈良県,2016,5,8
30,和歌山県,2016,5,7
31,鳥取県,2016,5,3
32,島根県,2016,5,3
33,岡山県,2016,5,4
34,広島県,2016,5,15
35,山口県,2016,5,8
36,徳島県,2016,5,1
37,香川県,2016,5,2
38,愛媛県,2016,5,8
39,高知県,2016,5,2
40,福岡県,2016,5,27
41,佐賀県,2016,5,4
42,長崎県,2016,5,4
43,熊本県,2016,5,3
44,大分県,2016,5,2
45,宮崎県,2016,5,1
46,鹿児島県,2016,5,4
47,沖縄県,2016,5,3
1,北海道,2016,6,22
2,青森県,2016,6,5
3,岩手県,2016,6,7
4,宮城県,2016,6,4
5,秋田県,2016,6,4
6,山形県,2016,6,4
7,福島県,2016,6,8
8,茨城県,2016,6,12
9,栃木県,2016,6,17
10,群馬県,2016,6,6
11,埼玉県,2016,6,30
12,千葉県,2016,6,26
13,東京都,2016,6,122
14,神奈川県,2016,6,46
15,新潟県,2016,6,6
19,山梨県,2016,6,2
20,長野県,2016,6,6
21,岐阜県,2016,6,13
22,静岡県,2016,6,31
23,愛知県,2016,6,64
24,三重県,2016,6,2
16,富山県,2016,6,10
17,石川県,2016,6,7
18,福井県,2016,6,5
25,滋賀県,2016,6,9
26,京都府,2016,6,26
27,大阪府,2016,6,103
28,兵庫県,2016,6,55
29,奈良県,2016,6,7
30,和歌山県,2016,6,6
31,鳥取県,2016,6,4
32,島根県,2016,6,3
33,岡山県,2016,6,6
34,広島県,2016,6,19
35,山口県,2016,6,3
36,徳島県,2016,6,2
37,香川県,2016,6,1
38,愛媛県,2016,6,5
39,高知県,2016,6,1
40,福岡県,2016,6,26
41,佐賀県,2016,6,7
42,長崎県,2016,6,1
43,熊本県,2016,6,3
44,大分県,2016,6,2
45,宮崎県,2016,6,5
46,鹿児島県,2016,6,6
47,沖縄県,2016,6,4
1,北海道,2016,7,30
2,青森県,2016,7,2
3,岩手県,2016,7,3
4,宮城県,2016,7,9
5,秋田県,2016,7,5
6,山形県,2016,7,2
7,福島県,2016,7,5
8,茨城県,2016,7,7
9,栃木県,2016,7,9
10,群馬県,2016,7,10
11,埼玉県,2016,7,38
12,千葉県,2016,7,21
13,東京都,2016,7,142
14,神奈川県,2016,7,40
15,新潟県,2016,7,10
19,山梨県,2016,7,3
20,長野県,2016,7,9
21,岐阜県,2016,7,9
22,静岡県,2016,7,36
23,愛知県,2016,7,37
24,三重県,2016,7,6
16,富山県,2016,7,5
17,石川県,2016,7,4
18,福井県,2016,7,5
25,滋賀県,2016,7,5
26,京都府,2016,7,19
27,大阪府,2016,7,86
28,兵庫県,2016,7,30
29,奈良県,2016,7,6
30,和歌山県,2016,7,8
31,鳥取県,2016,7,3
32,島根県,2016,7,6
33,岡山県,2016,7,5
34,広島県,2016,7,12
35,山口県,2016,7,10
36,徳島県,2016,7,1
37,香川県,2016,7,3
38,愛媛県,2016,7,4
39,高知県,2016,7,3
40,福岡県,2016,7,33
41,佐賀県,2016,7,5
42,長崎県,2016,7,6
43,熊本県,2016,7,3
44,大分県,2016,7,8
45,宮崎県,2016,7,2
46,鹿児島県,2016,7,7
47,沖縄県,2016,7,0
1,北海道,2016,8,22
2,青森県,2016,8,2
3,岩手県,2016,8,4
4,宮城県,2016,8,5
5,秋田県,2016,8,4
6,山形県,2016,8,5
7,福島県,2016,8,5
8,茨城県,2016,8,10
9,栃木県,2016,8,15
10,群馬県,2016,8,6
11,埼玉県,2016,8,38
12,千葉県,2016,8,23
13,東京都,2016,8,152
14,神奈川県,2016,8,54
15,新潟県,2016,8,5
19,山梨県,2016,8,1
20,長野県,2016,8,8
21,岐阜県,2016,8,18
22,静岡県,2016,8,19
23,愛知県,2016,8,45
24,三重県,2016,8,3
16,富山県,2016,8,8
17,石川県,2016,8,6
18,福井県,2016,8,5
25,滋賀県,2016,8,11
26,京都府,2016,8,21
27,大阪府,2016,8,99
28,兵庫県,2016,8,31
29,奈良県,2016,8,8
30,和歌山県,2016,8,6
31,鳥取県,2016,8,1
32,島根県,2016,8,5
33,岡山県,2016,8,6
34,広島県,2016,8,5
35,山口県,2016,8,6
36,徳島県,2016,8,7
37,香川県,2016,8,4
38,愛媛県,2016,8,2
39,高知県,2016,8,4
40,福岡県,2016,8,24
41,佐賀県,2016,8,3
42,長崎県,2016,8,3
43,熊本県,2016,8,3
44,大分県,2016,8,2
45,宮崎県,2016,8,2
46,鹿児島県,2016,8,6
47,沖縄県,2016,8,4
1,北海道,2016,9,22
2,青森県,2016,9,9
3,岩手県,2016,9,3
4,宮城県,2016,9,6
5,秋田県,2016,9,3
6,山形県,2016,9,5
7,福島県,2016,9,2
8,茨城県,2016,9,7
9,栃木県,2016,9,6
10,群馬県,2016,9,7
11,埼玉県,2016,9,29
12,千葉県,2016,9,28
13,東京都,2016,9,103
14,神奈川県,2016,9,42
15,新潟県,2016,9,7
19,山梨県,2016,9,0
20,長野県,2016,9,6
21,岐阜県,2016,9,10
22,静岡県,2016,9,22
23,愛知県,2016,9,45
24,三重県,2016,9,2
16,富山県,2016,9,5
17,石川県,2016,9,8
18,福井県,2016,9,0
25,滋賀県,2016,9,6
26,京都府,2016,9,25
27,大阪府,2016,9,100
28,兵庫県,2016,9,34
29,奈良県,2016,9,6
30,和歌山県,2016,9,11
31,鳥取県,2016,9,2
32,島根県,2016,9,3
33,岡山県,2016,9,13
34,広島県,2016,9,11
35,山口県,2016,9,5
36,徳島県,2016,9,2
37,香川県,2016,9,3
38,愛媛県,2016,9,2
39,高知県,2016,9,3
40,福岡県,2016,9,17
41,佐賀県,2016,9,3
42,長崎県,2016,9,5
43,熊本県,2016,9,4
44,大分県,2016,9,2
45,宮崎県,2016,9,5
46,鹿児島県,2016,9,8
47,沖縄県,2016,9,2
1,北海道,2016,10,22
2,青森県,2016,10,3
3,岩手県,2016,10,5
4,宮城県,2016,10,13
5,秋田県,2016,10,3
6,山形県,2016,10,6
7,福島県,2016,10,5
8,茨城県,2016,10,9
9,栃木県,2016,10,16
10,群馬県,2016,10,6
11,埼玉県,2016,10,27
12,千葉県,2016,10,23
13,東京都,2016,10,130
14,神奈川県,2016,10,58
15,新潟県,2016,10,8
19,山梨県,2016,10,3
20,長野県,2016,10,7
21,岐阜県,2016,10,13
22,静岡県,2016,10,13
23,愛知県,2016,10,44
24,三重県,2016,10,10
16,富山県,2016,10,7
17,石川県,2016,10,3
18,福井県,2016,10,1
25,滋賀県,2016,10,2
26,京都府,2016,10,16
27,大阪府,2016,10,88
28,兵庫県,2016,10,39
29,奈良県,2016,10,7
30,和歌山県,2016,10,11
31,鳥取県,2016,10,2
32,島根県,2016,10,2
33,岡山県,2016,10,3
34,広島県,2016,10,9
35,山口県,2016,10,5
36,徳島県,2016,10,2
37,香川県,2016,10,2
38,愛媛県,2016,10,3
39,高知県,2016,10,1
40,福岡県,2016,10,37
41,佐賀県,2016,10,3
42,長崎県,2016,10,4
43,熊本県,2016,10,2
44,大分県,2016,10,0
45,宮崎県,2016,10,4
46,鹿児島県,2016,10,4
47,沖縄県,2016,10,2
1,北海道,2016,11,21
2,青森県,2016,11,2
3,岩手県,2016,11,3
4,宮城県,2016,11,12
5,秋田県,2016,11,7
6,山形県,2016,11,2
7,福島県,2016,11,3
8,茨城県,2016,11,7
9,栃木県,2016,11,16
10,群馬県,2016,11,6
11,埼玉県,2016,11,27
12,千葉県,2016,11,18
13,東京都,2016,11,161
14,神奈川県,2016,11,48
15,新潟県,2016,11,5
19,山梨県,2016,11,2
20,長野県,2016,11,9
21,岐阜県,2016,11,6
22,静岡県,2016,11,19
23,愛知県,2016,11,49
24,三重県,2016,11,5
16,富山県,2016,11,4
17,石川県,2016,11,6
18,福井県,2016,11,3
25,滋賀県,2016,11,5
26,京都府,2016,11,21
27,大阪府,2016,11,94
28,兵庫県,2016,11,29
29,奈良県,2016,11,8
30,和歌山県,2016,11,9
31,鳥取県,2016,11,0
32,島根県,2016,11,2
33,岡山県,2016,11,6
34,広島県,2016,11,14
35,山口県,2016,11,3
36,徳島県,2016,11,1
37,香川県,2016,11,3
38,愛媛県,2016,11,3
39,高知県,2016,11,3
40,福岡県,2016,11,25
41,佐賀県,2016,11,5
42,長崎県,2016,11,2
43,熊本県,2016,11,3
44,大分県,2016,11,3
45,宮崎県,2016,11,4
46,鹿児島県,2016,11,5
47,沖縄県,2016,11,4
1,北海道,2016,12,20
2,青森県,2016,12,2
3,岩手県,2016,12,4
4,宮城県,2016,12,11
5,秋田県,2016,12,6
6,山形県,2016,12,2
7,福島県,2016,12,1
8,茨城県,2016,12,15
9,栃木県,2016,12,14
10,群馬県,2016,12,6
11,埼玉県,2016,12,38
12,千葉県,2016,12,19
13,東京都,2016,12,145
14,神奈川県,2016,12,36
15,新潟県,2016,12,10
19,山梨県,2016,12,5
20,長野県,2016,12,5
21,岐阜県,2016,12,14
22,静岡県,2016,12,35
23,愛知県,2016,12,48
24,三重県,2016,12,6
16,富山県,2016,12,9
17,石川県,2016,12,5
18,福井県,2016,12,4
25,滋賀県,2016,12,14
26,京都府,2016,12,25
27,大阪府,2016,12,88
28,兵庫県,2016,12,38
29,奈良県,2016,12,6
30,和歌山県,2016,12,7
31,鳥取県,2016,12,4
32,島根県,2016,12,3
33,岡山県,2016,12,2
34,広島県,2016,12,13
35,山口県,2016,12,6
36,徳島県,2016,12,1
37,香川県,2016,12,4
38,愛媛県,2016,12,3
39,高知県,2016,12,1
40,福岡県,2016,12,21
41,佐賀県,2016,12,0
42,長崎県,2016,12,3
43,熊本県,2016,12,1
44,大分県,2016,12,1
45,宮崎県,2016,12,1
46,鹿児島県,2016,12,5
47,沖縄県,2016,12,3
1,北海道,2017,1,17
2,青森県,2017,1,4
3,岩手県,2017,1,5
4,宮城県,2017,1,5
5,秋田県,2017,1,9
6,山形県,2017,1,1
7,福島県,2017,1,3
8,茨城県,2017,1,13
9,栃木県,2017,1,11
10,群馬県,2017,1,9
11,埼玉県,2017,1,22
12,千葉県,2017,1,14
13,東京都,2017,1,123
14,神奈川県,2017,1,40
15,新潟県,2017,1,5
19,山梨県,2017,1,3
20,長野県,2017,1,6
21,岐阜県,2017,1,5
22,静岡県,2017,1,16
23,愛知県,2017,1,37
24,三重県,2017,1,4
16,富山県,2017,1,4
17,石川県,2017,1,6
18,福井県,2017,1,4
25,滋賀県,2017,1,10
26,京都府,2017,1,18
27,大阪府,2017,1,81
28,兵庫県,2017,1,28
29,奈良県,2017,1,6
30,和歌山県,2017,1,7
31,鳥取県,2017,1,2
32,島根県,2017,1,0
33,岡山県,2017,1,10
34,広島県,2017,1,15
35,山口県,2017,1,6
36,徳島県,2017,1,1
37,香川県,2017,1,3
38,愛媛県,2017,1,1
39,高知県,2017,1,1
40,福岡県,2017,1,28
41,佐賀県,2017,1,2
42,長崎県,2017,1,4
43,熊本県,2017,1,3
44,大分県,2017,1,4
45,宮崎県,2017,1,2
46,鹿児島県,2017,1,3
47,沖縄県,2017,1,4
1,北海道,2017,2,26
2,青森県,2017,2,4
3,岩手県,2017,2,1
4,宮城県,2017,2,5
5,秋田県,2017,2,2
6,山形県,2017,2,2
7,福島県,2017,2,2
8,茨城県,2017,2,11
9,栃木県,2017,2,10
10,群馬県,2017,2,4
11,埼玉県,2017,2,30
12,千葉県,2017,2,19
13,東京都,2017,2,167
14,神奈川県,2017,2,41
15,新潟県,2017,2,10
19,山梨県,2017,2,2
20,長野県,2017,2,4
21,岐阜県,2017,2,13
22,静岡県,2017,2,18
23,愛知県,2017,2,43
24,三重県,2017,2,3
16,富山県,2017,2,5
17,石川県,2017,2,9
18,福井県,2017,2,6
25,滋賀県,2017,2,12
26,京都府,2017,2,10
27,大阪府,2017,2,96
28,兵庫県,2017,2,30
29,奈良県,2017,2,6
30,和歌山県,2017,2,5
31,鳥取県,2017,2,4
32,島根県,2017,2,5
33,岡山県,2017,2,7
34,広島県,2017,2,12
35,山口県,2017,2,5
36,徳島県,2017,2,1
37,香川県,2017,2,2
38,愛媛県,2017,2,2
39,高知県,2017,2,2
40,福岡県,2017,2,26
41,佐賀県,2017,2,2
42,長崎県,2017,2,1
43,熊本県,2017,2,4
44,大分県,2017,2,1
45,宮崎県,2017,2,3
46,鹿児島県,2017,2,7
47,沖縄県,2017,2,8
1,北海道,2017,3,36
2,青森県,2017,3,5
3,岩手県,2017,3,1
4,宮城県,2017,3,5
5,秋田県,2017,3,6
6,山形県,2017,3,4
7,福島県,2017,3,5
8,茨城県,2017,3,9
9,栃木県,2017,3,11
10,群馬県,2017,3,12
11,埼玉県,2017,3,30
12,千葉県,2017,3,17
13,東京都,2017,3,158
14,神奈川県,2017,3,60
15,新潟県,2017,3,9
19,山梨県,2017,3,4
20,長野県,2017,3,8
21,岐阜県,2017,3,12
22,静岡県,2017,3,31
23,愛知県,2017,3,48
24,三重県,2017,3,8
16,富山県,2017,3,5
17,石川県,2017,3,12
18,福井県,2017,3,3
25,滋賀県,2017,3,5
26,京都府,2017,3,26
27,大阪府,2017,3,119
28,兵庫県,2017,3,33
29,奈良県,2017,3,8
30,和歌山県,2017,3,6
31,鳥取県,2017,3,2
32,島根県,2017,3,3
33,岡山県,2017,3,6
34,広島県,2017,3,8
35,山口県,2017,3,8
36,徳島県,2017,3,4
37,香川県,2017,3,3
38,愛媛県,2017,3,5
39,高知県,2017,3,5
40,福岡県,2017,3,21
41,佐賀県,2017,3,1
42,長崎県,2017,3,3
43,熊本県,2017,3,3
44,大分県,2017,3,3
45,宮崎県,2017,3,2
46,鹿児島県,2017,3,5
47,沖縄県,2017,3,8
1,北海道,2017,4,22
2,青森県,2017,4,5
3,岩手県,2017,4,3
4,宮城県,2017,4,3
5,秋田県,2017,4,4
6,山形県,2017,4,1
7,福島県,2017,4,3
8,茨城県,2017,4,6
9,栃木県,2017,4,6
10,群馬県,2017,4,7
11,埼玉県,2017,4,31
12,千葉県,2017,4,21
13,東京都,2017,4,172
14,神奈川県,2017,4,32
15,新潟県,2017,4,12
19,山梨県,2017,4,4
20,長野県,2017,4,10
21,岐阜県,2017,4,10
22,静岡県,2017,4,23
23,愛知県,2017,4,44
24,三重県,2017,4,8
16,富山県,2017,4,5
17,石川県,2017,4,6
18,福井県,2017,4,4
25,滋賀県,2017,4,4
26,京都府,2017,4,25
27,大阪府,2017,4,88
28,兵庫県,2017,4,34
29,奈良県,2017,4,7
30,和歌山県,2017,4,5
31,鳥取県,2017,4,2
32,島根県,2017,4,1
33,岡山県,2017,4,4
34,広島県,2017,4,12
35,山口県,2017,4,5
36,徳島県,2017,4,1
37,香川県,2017,4,1
38,愛媛県,2017,4,5
39,高知県,2017,4,4
40,福岡県,2017,4,21
41,佐賀県,2017,4,3
42,長崎県,2017,4,2
43,熊本県,2017,4,2
44,大分県,2017,4,2
45,宮崎県,2017,4,2
46,鹿児島県,2017,4,5
47,沖縄県,2017,4,3
1,北海道,2017,5,29
2,青森県,2017,5,6
3,岩手県,2017,5,3
4,宮城県,2017,5,6
5,秋田県,2017,5,5
6,山形県,2017,5,5
7,福島県,2017,5,6
8,茨城県,2017,5,18
9,栃木県,2017,5,6
10,群馬県,2017,5,10
11,埼玉県,2017,5,40
12,千葉県,2017,5,26
13,東京都,2017,5,160
14,神奈川県,2017,5,53
15,新潟県,2017,5,9
19,山梨県,2017,5,5
20,長野県,2017,5,9
21,岐阜県,2017,5,13
22,静岡県,2017,5,18
23,愛知県,2017,5,42
24,三重県,2017,5,8
16,富山県,2017,5,3
17,石川県,2017,5,6
18,福井県,2017,5,6
25,滋賀県,2017,5,11
26,京都府,2017,5,27
27,大阪府,2017,5,118
28,兵庫県,2017,5,43
29,奈良県,2017,5,5
30,和歌山県,2017,5,8
31,鳥取県,2017,5,0
32,島根県,2017,5,4
33,岡山県,2017,5,3
34,広島県,2017,5,11
35,山口県,2017,5,5
36,徳島県,2017,5,6
37,香川県,2017,5,6
38,愛媛県,2017,5,6
39,高知県,2017,5,2
40,福岡県,2017,5,34
41,佐賀県,2017,5,2
42,長崎県,2017,5,3
43,熊本県,2017,5,3
44,大分県,2017,5,1
45,宮崎県,2017,5,3
46,鹿児島県,2017,5,6
47,沖縄県,2017,5,3
1,北海道,2017,6,23
2,青森県,2017,6,2
3,岩手県,2017,6,6
4,宮城県,2017,6,10
5,秋田県,2017,6,5
6,山形県,2017,6,1
7,福島県,2017,6,8
8,茨城県,2017,6,14
9,栃木県,2017,6,6
10,群馬県,2017,6,10
11,埼玉県,2017,6,32
12,千葉県,2017,6,23
13,東京都,2017,6,124
14,神奈川県,2017,6,37
15,新潟県,2017,6,6
19,山梨県,2017,6,6
20,長野県,2017,6,9
21,岐阜県,2017,6,18
22,静岡県,2017,6,23
23,愛知県,2017,6,50
24,三重県,2017,6,7
16,富山県,2017,6,6
17,石川県,2017,6,4
18,福井県,2017,6,3
25,滋賀県,2017,6,6
26,京都府,2017,6,19
27,大阪府,2017,6,101
28,兵庫県,2017,6,50
29,奈良県,2017,6,2
30,和歌山県,2017,6,10
31,鳥取県,2017,6,2
32,島根県,2017,6,5
33,岡山県,2017,6,3
34,広島県,2017,6,17
35,山口県,2017,6,6
36,徳島県,2017,6,1
37,香川県,2017,6,5
38,愛媛県,2017,6,3
39,高知県,2017,6,2
40,福岡県,2017,6,16
41,佐賀県,2017,6,2
42,長崎県,2017,6,3
43,熊本県,2017,6,4
44,大分県,2017,6,2
45,宮崎県,2017,6,2
46,鹿児島県,2017,6,10
47,沖縄県,2017,6,2
1,北海道,2017,7,23
2,青森県,2017,7,2
3,岩手県,2017,7,5
4,宮城県,2017,7,7
5,秋田県,2017,7,6
6,山形県,2017,7,5
7,福島県,2017,7,6
8,茨城県,2017,7,4
9,栃木県,2017,7,16
10,群馬県,2017,7,9
11,埼玉県,2017,7,36
12,千葉県,2017,7,22
13,東京都,2017,7,152
14,神奈川県,2017,7,37
15,新潟県,2017,7,10
19,山梨県,2017,7,4
20,長野県,2017,7,7
21,岐阜県,2017,7,12
22,静岡県,2017,7,27
23,愛知県,2017,7,43
24,三重県,2017,7,4
16,富山県,2017,7,6
17,石川県,2017,7,8
18,福井県,2017,7,3
25,滋賀県,2017,7,9
26,京都府,2017,7,19
27,大阪府,2017,7,101
