prefecture_num,prefecture,year,month,bankruptcy
45,宮崎県,2019,4,2
46,鹿児島県,2019,4,6
47,沖縄県,2019,4,5
1,北海道,2019,5,23
2,青森県,2019,5,10
3,岩手県,2019,5,4
4,宮城県,2019,5,14
5,秋田県,2019,5,6
6,山形県,2019,5,4
7,福島県,2019,5,5
8,茨城県,2019,5,6
9,栃木県,2019,5,7
10,群馬県,2019,5,11
11,埼玉県,2019,5,21
12,千葉県,2019,5,21
13,東京都,2019,5,115
14,神奈川県,2019,5,49
15,新潟県,2019,5,4
19,山梨県,2019,5,2
20,長野県,2019,5,4
21,岐阜県,2019,5,8
22,静岡県,2019,5,17
23,愛知県,2019,5,45
24,三重県,2019,5,6
16,富山県,2019,5,13
17,石川県,2019,5,7
18,福井県,2019,5,5
25,滋賀県,2019,5,8
26,京都府,2019,5,16
27,大阪府,2019,5,110
28,兵庫県,2019,5,34
29,奈良県,2019,5,8
30,和歌山県,2019,5,5
31,鳥取県,2019,5,0
32,島根県,2019,5,9
33,岡山県,2019,5,7
34,広島県,2019,5,9
35,山口県,2019,5,10
36,徳島県,2019,5,4
37,香川県,2019,5,5
38,愛媛県,2019,5,3
39,高知県,2019,5,1
40,福岡県,2019,5,32
41,佐賀県,2019,5,1
42,長崎県,2019,5,3
43,熊本県,2019,5,7
44,大分県,2019,5,5
45,宮崎県,2019,5,1
46,鹿児島県,2019,5,3
47,沖縄県,2019,5,7
1,北海道,2019,6,25
2,青森県,2019,6,6
3,岩手県,2019,6,3
4,宮城県,2019,6,11
5,秋田県,2019,6,2
6,山形県,2019,6,5
7,福島県,2019,6,6
8,茨城県,2019,6,12
9,栃木県,2019,6,7
10,群馬県,2019,6,9
11,埼玉県,2019,6,26
12,千葉県,2019,6,21
13,東京都,2019,6,147
14,神奈川県,2019,6,43
15,新潟県,2019,6,11
19,山梨県,2019,6,2
20,長野県,2019,6,3
21,岐阜県,2019,6,9
22,静岡県,2019,6,14
23,愛知県,2019,6,56
24,三重県,2019,6,7
16,富山県,2019,6,8
17,石川県,2019,6,7
18,福井県,2019,6,7
25,滋賀県,2019,6,7
26,京都府,2019,6,17
27,大阪府,2019,6,86
28,兵庫県,2019,6,49
29,奈良県,2019,6,7
30,和歌山県,2019,6,8
31,鳥取県,2019,6,4
32,島根県,2019,6,7
33,岡山県,2019,6,5
34,広島県,2019,6,11
35,山口県,2019,6,7
36,徳島県,2019,6,2
37,香川県,2019,6,9
38,愛媛県,2019,6,7
39,高知県,2019,6,2
40,福岡県,2019,6,29
41,佐賀県,2019,6,1
42,長崎県,2019,6,2
43,熊本県,2019,6,5
44,大分県,2019,6,6
45,宮崎県,2019,6,5
46,鹿児島県,2019,6,6
47,沖縄県,2019,6,5
1,北海道,2019,7,15
2,青森県,2019,7,14
3,岩手県,2019,7,3
4,宮城県,2019,7,17
5,秋田県,2019,7,3
6,山形県,2019,7,4
7,福島県,2019,7,8
8,茨城県,2019,7,14
9,栃木県,2019,7,10
10,群馬県,2019,7,7
11,埼玉県,2019,7,24
12,千葉県,2019,7,19
13,東京都,2019,7,158
14,神奈川県,2019,7,56
15,新潟県,2019,7,10
19,山梨県,2019,7,2
20,長野県,2019,7,5
21,岐阜県,2019,7,9
22,静岡県,2019,7,29
23,愛知県,2019,7,66
24,三重県,2019,7,6
16,富山県,2019,7,10
17,石川県,2019,7,9
18,福井県,2019,7,4
25,滋賀県,2019,7,9
26,京都府,2019,7,23
27,大阪府,2019,7,98
28,兵庫県,2019,7,37
29,奈良県,2019,7,9
30,和歌山県,2019,7,6
31,鳥取県,2019,7,2
32,島根県,2019,7,4
33,岡山県,2019,7,8
34,広島県,2019,7,14
35,山口県,2019,7,5
36,徳島県,2019,7,1
37,香川県,2019,7,7
38,愛媛県,2019,7,4
39,高知県,2019,7,4
40,福岡県,2019,7,38
41,佐賀県,2019,7,4
42,長崎県,2019,7,4
43,熊本県,2019,7,6
44,大分県,2019,7,1
45,宮崎県,2019,7,4
46,鹿児島県,2019,7,8
47,沖縄県,2019,7,4
1,北海道,2019,8,21
2,青森県,2019,8,5
3,岩手県,2019,8,2
4,宮城県,2019,8,14
5,秋田県,2019,8,5
6,山形県,2019,8,4
7,福島県,2019,8,5
8,茨城県,2019,8,13
9,栃木県,2019,8,10
10,群馬県,2019,8,3
11,埼玉県,2019,8,36
12,千葉県,2019,8,29
13,東京都,2019,8,116
14,神奈川県,2019,8,40
15,新潟県,2019,8,6
19,山梨県,2019,8,6
20,長野県,2019,8,5
21,岐阜県,2019,8,11
22,静岡県,2019,8,12
23,愛知県,2019,8,42
24,三重県,2019,8,3
16,富山県,2019,8,10
17,石川県,2019,8,6
18,福井県,2019,8,3
25,滋賀県,2019,8,7
26,京都府,2019,8,22
27,大阪府,2019,8,112
28,兵庫県,2019,8,39
29,奈良県,2019,8,5
30,和歌山県,2019,8,5
31,鳥取県,2019,8,0
32,島根県,2019,8,4
33,岡山県,2019,8,6
34,広島県,2019,8,10
35,山口県,2019,8,3
36,徳島県,2019,8,2
37,香川県,2019,8,1
38,愛媛県,2019,8,2
39,高知県,2019,8,4
40,福岡県,2019,8,26
41,佐賀県,2019,8,3
42,長崎県,2019,8,4
43,熊本県,2019,8,5
44,大分県,2019,8,3
45,宮崎県,2019,8,4
46,鹿児島県,2019,8,4
47,沖縄県,2019,8,0
1,北海道,2019,9,11
2,青森県,2019,9,2
3,岩手県,2019,9,4
4,宮城県,2019,9,19
5,秋田県,2019,9,4
6,山形県,2019,9,6
7,福島県,2019,9,8
8,茨城県,2019,9,10
9,栃木県,2019,9,6
10,群馬県,2019,9,3
11,埼玉県,2019,9,36
12,千葉県,2019,9,17
13,東京都,2019,9,142
14,神奈川県,2019,9,49
15,新潟県,2019,9,4
19,山梨県,2019,9,1
20,長野県,2019,9,7
21,岐阜県,2019,9,12
22,静岡県,2019,9,20
23,愛知県,2019,9,49
24,三重県,2019,9,3
16,富山県,2019,9,2
17,石川県,2019,9,8
18,福井県,2019,9,5
25,滋賀県,2019,9,5
26,京都府,2019,9,16
27,大阪府,2019,9,95
28,兵庫県,2019,9,41
29,奈良県,2019,9,10
30,和歌山県,2019,9,3
31,鳥取県,2019,9,0
32,島根県,2019,9,2
33,岡山県,2019,9,8
34,広島県,2019,9,13
35,山口県,2019,9,4
36,徳島県,2019,9,5
37,香川県,2019,9,4
38,愛媛県,2019,9,3
39,高知県,2019,9,3
40,福岡県,2019,9,32
41,佐賀県,2019,9,3
42,長崎県,2019,9,1
43,熊本県,2019,9,5
44,大分県,2019,9,3
45,宮崎県,2019,9,3
46,鹿児島県,2019,9,6
47,沖縄県,2019,9,9
1,北海道,2019,10,12
2,青森県,2019,10,7
3,岩手県,2019,10,4
4,宮城県,2019,10,9
5,秋田県,2019,10,2
6,山形県,2019,10,2
7,福島県,2019,10,13
8,茨城県,2019,10,16
9,栃木県,2019,10,4
10,群馬県,2019,10,7
11,埼玉県,2019,10,33
12,千葉県,2019,10,19
13,東京都,2019,10,133
14,神奈川県,2019,10,44
15,新潟県,2019,10,10
19,山梨県,2019,10,7
20,長野県,2019,10,7
21,岐阜県,2019,10,17
22,静岡県,2019,10,15
23,愛知県,2019,10,51
24,三重県,2019,10,9
16,富山県,2019,10,3
17,石川県,2019,10,5
18,福井県,2019,10,6
25,滋賀県,2019,10,9
26,京都府,2019,10,22
27,大阪府,2019,10,125
28,兵庫県,2019,10,41
29,奈良県,2019,10,10
30,和歌山県,2019,10,15
31,鳥取県,2019,10,1
32,島根県,2019,10,3
33,岡山県,2019,10,9
34,広島県,2019,10,29
35,山口県,2019,10,7
36,徳島県,2019,10,2
37,香川県,2019,10,10
38,愛媛県,2019,10,4
39,高知県,2019,10,3
40,福岡県,2019,10,31
41,佐賀県,2019,10,4
42,長崎県,2019,10,2
43,熊本県,2019,10,10
44,大分県,2019,10,2
45,宮崎県,2019,10,2
46,鹿児島県,2019,10,1
47,沖縄県,2019,10,3
1,北海道,2019,11,14
2,青森県,2019,11,2
3,岩手県,2019,11,2
4,宮城県,2019,11,7
5,秋田県,2019,11,5
6,山形県,2019,11,3
7,福島県,2019,11,3
8,茨城県,2019,11,12
9,栃木県,2019,11,7
10,群馬県,2019,11,5
11,埼玉県,2019,11,34
12,千葉県,2019,11,26
13,東京都,2019,11,135
14,神奈川県,2019,11,41
15,新潟県,2019,11,6
19,山梨県,2019,11,3
20,長野県,2019,11,7
21,岐阜県,2019,11,11
22,静岡県,2019,11,23
23,愛知県,2019,11,45
24,三重県,2019,11,6
16,富山県,2019,11,4
17,石川県,2019,11,5
18,福井県,2019,11,5
25,滋賀県,2019,11,12
26,京都府,2019,11,28
27,大阪府,2019,11,107
28,兵庫県,2019,11,43
29,奈良県,2019,11,7
30,和歌山県,2019,11,11
31,鳥取県,2019,11,3
32,島根県,2019,11,2
33,岡山県,2019,11,5
34,広島県,2019,11,11
35,山口県,2019,11,8
36,徳島県,2019,11,3
37,香川県,2019,11,5
38,愛媛県,2019,11,6
39,高知県,2019,11,7
40,福岡県,2019,11,29
41,佐賀県,2019,11,3
42,長崎県,2019,11,6
43,熊本県,2019,11,6
44,大分県,2019,11,5
45,宮崎県,2019,11,1
46,鹿児島県,2019,11,5
47,沖縄県,2019,11,3
1,北海道,2019,12,17
2,青森県,2019,12,6
3,岩手県,2019,12,5
4,宮城県,2019,12,9
5,秋田県,2019,12,2
6,山形県,2019,12,6
7,福島県,2019,12,9
8,茨城県,2019,12,7
9,栃木県,2019,12,9
10,群馬県,2019,12,5
11,埼玉県,2019,12,26
12,千葉県,2019,12,24
13,東京都,2019,12,149
14,神奈川県,2019,12,36
15,新潟県,2019,12,3
19,山梨県,2019,12,5
20,長野県,2019,12,10
21,岐阜県,2019,12,10
22,静岡県,2019,12,12
23,愛知県,2019,12,48
24,三重県,2019,12,8
16,富山県,2019,12,9
17,石川県,2019,12,3
18,福井県,2019,12,2
25,滋賀県,2019,12,3
26,京都府,2019,12,20
27,大阪府,2019,12,94
28,兵庫県,2019,12,48
29,奈良県,2019,12,5
30,和歌山県,2019,12,6
31,鳥取県,2019,12,0
32,島根県,2019,12,6
33,岡山県,2019,12,7
34,広島県,2019,12,12
35,山口県,2019,12,2
36,徳島県,2019,12,5
37,香川県,2019,12,4
38,愛媛県,2019,12,2
39,高知県,2019,12,4
40,福岡県,2019,12,42
41,佐賀県,2019,12,1
42,長崎県,2019,12,2
43,熊本県,2019,12,7
44,大分県,2019,12,4
45,宮崎県,2019,12,0
46,鹿児島県,2019,12,7
47,沖縄県,2019,12,3
1,北海道,2020,1,21
2,青森県,2020,1,5
3,岩手県,2020,1,3
4,宮城県,2020,1,10
5,秋田県,2020,1,9
6,山形県,2020,1,10
7,福島県,2020,1,10
8,茨城県,2020,1,13
9,栃木県,2020,1,10
10,群馬県,2020,1,9
11,埼玉県,2020,1,27
12,千葉県,2020,1,28
13,東京都,2020,1,116
14,神奈川県,2020,1,53
15,新潟県,2020,1,6
19,山梨県,2020,1,5
20,長野県,2020,1,8
21,岐阜県,2020,1,17
22,静岡県,2020,1,18
23,愛知県,2020,1,53
24,三重県,2020,1,11
16,富山県,2020,1,9
17,石川県,2020,1,8
18,福井県,2020,1,5
25,滋賀県,2020,1,6
26,京都府,2020,1,27
27,大阪府,2020,1,112
28,兵庫県,2020,1,35
29,奈良県,2020,1,7
30,和歌山県,2020,1,9
31,鳥取県,2020,1,2
32,島根県,2020,1,3
33,岡山県,2020,1,10
34,広島県,2020,1,11
35,山口県,2020,1,6
36,徳島県,2020,1,4
37,香川県,2020,1,3
38,愛媛県,2020,1,2
39,高知県,2020,1,5
40,福岡県,2020,1,37
41,佐賀県,2020,1,4
42,長崎県,2020,1,4
43,熊本県,2020,1,6
44,大分県,2020,1,4
45,宮崎県,2020,1,4
46,鹿児島県,2020,1,7
47,沖縄県,2020,1,1
1,北海道,2020,2,16
2,青森県,2020,2,4
3,岩手県,2020,2,5
4,宮城県,2020,2,9
5,秋田県,2020,2,3
6,山形県,2020,2,2
7,福島県,2020,2,3
8,茨城県,2020,2,10
9,栃木県,2020,2,6
10,群馬県,2020,2,7
11,埼玉県,2020,2,30
12,千葉県,2020,2,28
13,東京都,2020,2,128
14,神奈川県,2020,2,29
15,新潟県,2020,2,6
19,山梨県,2020,2,3
20,長野県,2020,2,6
21,岐阜県,2020,2,7
22,静岡県,2020,2,11
23,愛知県,2020,2,36
24,三重県,2020,2,9
16,富山県,2020,2,4
17,石川県,2020,2,8
18,福井県,2020,2,8
25,滋賀県,2020,2,5
26,京都府,2020,2,17
27,大阪府,2020,2,96
28,兵庫県,2020,2,32
29,奈良県,2020,2,7
30,和歌山県,2020,2,12
31,鳥取県,2020,2,1
32,島根県,2020,2,2
33,岡山県,2020,2,5
34,広島県,2020,2,22
35,山口県,2020,2,7
36,徳島県,2020,2,2
37,香川県,2020,2,7
38,愛媛県,2020,2,5
39,高知県,2020,2,3
40,福岡県,2020,2,22
41,佐賀県,2020,2,2
42,長崎県,2020,2,6
43,熊本県,2020,2,2
44,大分県,2020,2,4
45,宮崎県,2020,2,6
46,鹿児島県,2020,2,4
47,沖縄県,2020,2,4
1,北海道,2020,3,16
2,青森県,2020,3,10
3,岩手県,2020,3,7
4,宮城県,2020,3,10
5,秋田県,2020,3,4
6,山形県,2020,3,1
7,福島県,2020,3,9
8,茨城県,2020,3,16
9,栃木県,2020,3,7
10,群馬県,2020,3,6
11,埼玉県,2020,3,45
12,千葉県,2020,3,22
13,東京都,2020,3,146
14,神奈川県,2020,3,34
15,新潟県,2020,3,12
19,山梨県,2020,3,3
20,長野県,2020,3,3
21,岐阜県,2020,3,14
22,静岡県,2020,3,18
23,愛知県,2020,3,50
24,三重県,2020,3,4
16,富山県,2020,3,10
17,石川県,2020,3,4
18,福井県,2020,3,4
25,滋賀県,2020,3,3
26,京都府,2020,3,19
27,大阪府,2020,3,92
28,兵庫県,2020,3,35
29,奈良県,2020,3,15
30,和歌山県,2020,3,6
31,鳥取県,2020,3,1
32,島根県,2020,3,1
33,岡山県,2020,3,7
34,広島県,2020,3,18
35,山口県,2020,3,4
36,徳島県,2020,3,11
37,香川県,2020,3,6
38,愛媛県,2020,3,3
39,高知県,2020,3,2
40,福岡県,2020,3,26
41,佐賀県,2020,3,5
42,長崎県,2020,3,2
43,熊本県,2020,3,8
44,大分県,2020,3,4
45,宮崎県,2020,3,2
46,鹿児島県,2020,3,10
47,沖縄県,2020,3,5
1,北海道,2020,4,25
2,青森県,2020,4,7
3,岩手県,2020,4,3
4,宮城県,2020,4,16
5,秋田県,2020,4,5
6,山形県,2020,4,2
7,福島県,2020,4,9
8,茨城県,2020,4,9
9,栃木県,2020,4,9
10,群馬県,2020,4,13
11,埼玉県,2020,4,31
12,千葉県,2020,4,17
13,東京都,2020,4,108
14,神奈川県,2020,4,32
15,新潟県,2020,4,10
19,山梨県,2020,4,4
20,長野県,2020,4,9
21,岐阜県,2020,4,24
22,静岡県,2020,4,24
23,愛知県,2020,4,53
24,三重県,2020,4,7
16,富山県,2020,4,10
17,石川県,2020,4,5
18,福井県,2020,4,7
25,滋賀県,2020,4,10
26,京都府,2020,4,20
27,大阪府,2020,4,89
28,兵庫県,2020,4,43
29,奈良県,2020,4,10
30,和歌山県,2020,4,7
31,鳥取県,2020,4,2
32,島根県,2020,4,4
33,岡山県,2020,4,5
34,広島県,2020,4,23
35,山口県,2020,4,7
36,徳島県,2020,4,5
37,香川県,2020,4,4
38,愛媛県,2020,4,5
39,高知県,2020,4,6
40,福岡県,2020,4,26
41,佐賀県,2020,4,2
42,長崎県,2020,4,8
43,熊本県,2020,4,12
44,大分県,2020,4,5
45,宮崎県,2020,4,4
46,鹿児島県,2020,4,5
47,沖縄県,2020,4,2
1,北海道,2020,5,10
2,青森県,2020,5,2
3,岩手県,2020,5,4
4,宮城県,2020,5,6
5,秋田県,2020,5,0
6,山形県,2020,5,1
7,福島県,2020,5,2
8,茨城県,2020,5,1
9,栃木県,2020,5,2
10,群馬県,2020,5,3
11,埼玉県,2020,5,7
12,千葉県,2020,5,10
13,東京都,2020,5,40
14,神奈川県,2020,5,27
15,新潟県,2020,5,7
19,山梨県,2020,5,1
20,長野県,2020,5,6
21,岐阜県,2020,5,3
22,静岡県,2020,5,11
23,愛知県,2020,5,16
24,三重県,2020,5,3
16,富山県,2020,5,3
17,石川県,2020,5,4
18,福井県,2020,5,2
25,滋賀県,2020,5,3
26,京都府,2020,5,5
27,大阪府,2020,5,44
28,兵庫県,2020,5,10
29,奈良県,2020,5,3
30,和歌山県,2020,5,6
31,鳥取県,2020,5,1
32,島根県,2020,5,3
33,岡山県,2020,5,6
34,広島県,2020,5,7
35,山口県,2020,5,7
36,徳島県,2020,5,4
37,香川県,2020,5,4
38,愛媛県,2020,5,2
39,高知県,2020,5,1
40,福岡県,2020,5,11
41,佐賀県,2020,5,3
42,長崎県,2020,5,3
43,熊本県,2020,5,4
44,大分県,2020,5,7
45,宮崎県,2020,5,2
46,鹿児島県,2020,5,7
47,沖縄県,2020,5,0
1,北海道,2020,6,21
2,青森県,2020,6,3
3,岩手県,2020,6,6
4,宮城県,2020,6,15
5,秋田県,2020,6,5
6,山形県,2020,6,2
7,福島県,2020,6,6
8,茨城県,2020,6,12
9,栃木県,2020,6,9
10,群馬県,2020,6,9
11,埼玉県,2020,6,30
12,千葉県,2020,6,14
13,東京都,2020,6,119
14,神奈川県,2020,6,41
15,新潟県,2020,6,5
19,山梨県,2020,6,2
20,長野県,2020,6,10
21,岐阜県,2020,6,8
22,静岡県,2020,6,32
23,愛知県,2020,6,45
24,三重県,2020,6,4
16,富山県,2020,6,8
17,石川県,2020,6,7
18,福井県,2020,6,7
25,滋賀県,2020,6,11
26,京都府,2020,6,20
27,大阪府,2020,6,147
28,兵庫県,2020,6,49
29,奈良県,2020,6,10
30,和歌山県,2020,6,11
31,鳥取県,2020,6,2
32,島根県,2020,6,3
33,岡山県,2020,6,5
34,広島県,2020,6,18
35,山口県,2020,6,6
36,徳島県,2020,6,9
37,香川県,2020,6,2
38,愛媛県,2020,6,4
39,高知県,2020,6,3
40,福岡県,2020,6,28
41,佐賀県,2020,6,4
42,長崎県,2020,6,2
43,熊本県,2020,6,12
44,大分県,2020,6,5
45,宮崎県,2020,6,3
46,鹿児島県,2020,6,5
47,沖縄県,2020,6,1
1,北海道,2020,7,12
2,青森県,2020,7,3
3,岩手県,2020,7,3
4,宮城県,2020,7,10
5,秋田県,2020,7,3
6,山形県,2020,7,4
7,福島県,2020,7,3
8,茨城県,2020,7,14
9,栃木県,2020,7,9
10,群馬県,2020,7,7
11,埼玉県,2020,7,36
12,千葉県,2020,7,24
13,東京都,2020,7,151
14,神奈川県,2020,7,52
15,新潟県,2020,7,6
19,山梨県,2020,7,4
20,長野県,2020,7,9
21,岐阜県,2020,7,8
22,静岡県,2020,7,16
23,愛知県,2020,7,76
24,三重県,2020,7,3
16,富山県,2020,7,8
17,石川県,2020,7,10
18,福井県,2020,7,3
25,滋賀県,2020,7,12
26,京都府,2020,7,27
27,大阪府,2020,7,120
28,兵庫県,2020,7,42
29,奈良県,2020,7,4
30,和歌山県,2020,7,8
31,鳥取県,2020,7,2
32,島根県,2020,7,4
33,岡山県,2020,7,10
34,広島県,2020,7,19
35,山口県,2020,7,3
36,徳島県,2020,7,3
37,香川県,2020,7,4
38,愛媛県,2020,7,7
39,高知県,2020,7,0
40,福岡県,2020,7,26
41,佐賀県,2020,7,4
42,長崎県,2020,7,5
43,熊本県,2020,7,6
44,大分県,2020,7,0
45,宮崎県,2020,7,2
46,鹿児島県,2020,7,2
47,沖縄県,2020,7,5
1,北海道,2020,8,11
2,青森県,2020,8,2
3,岩手県,2020,8,1
4,宮城県,2020,8,9
5,秋田県,2020,8,6
6,山形県,2020,8,5
7,福島県,2020,8,8
8,茨城県,2020,8,9
9,栃木県,2020,8,11
10,群馬県,2020,8,7
11,埼玉県,2020,8,23
12,千葉県,2020,8,22
13,東京都,2020,8,127
14,神奈川県,2020,8,38
15,新潟県,2020,8,5
19,山梨県,2020,8,3
20,長野県,2020,8,8
21,岐阜県,2020,8,10
22,静岡県,2020,8,14
23,愛知県,2020,8,55
24,三重県,2020,8,4
16,富山県,2020,8,7
17,石川県,2020,8,3
18,福井県,2020,8,6
25,滋賀県,2020,8,6
26,京都府,2020,8,24
27,大阪府,2020,8,107
28,兵庫県,2020,8,45
29,奈良県,2020,8,4
30,和歌山県,2020,8,6
31,鳥取県,2020,8,3
32,島根県,2020,8,3
33,岡山県,2020,8,7
34,広島県,2020,8,11
35,山口県,2020,8,5
36,徳島県,2020,8,2
37,香川県,2020,8,0
38,愛媛県,2020,8,2
39,高知県,2020,8,1
40,福岡県,2020,8,25
41,佐賀県,2020,8,3
42,長崎県,2020,8,2
43,熊本県,2020,8,4
44,大分県,2020,8,6
45,宮崎県,2020,8,2
46,鹿児島県,2020,8,3
47,沖縄県,2020,8,2
1,北海道,2020,9,11
2,青森県,2020,9,1
3,岩手県,2020,9,2
4,宮城県,2020,9,11
5,秋田県,2020,9,2
6,山形県,2020,9,1
7,福島県,2020,9,2
8,茨城県,2020,9,9
9,栃木県,2020,9,9
10,群馬県,2020,9,3
11,埼玉県,2020,9,34
12,千葉県,2020,9,21
13,東京都,2020,9,106
14,神奈川県,2020,9,37
15,新潟県,2020,9,4
19,山梨県,2020,9,2
20,長野県,2020,9,6
21,岐阜県,2020,9,12
22,静岡県,2020,9,13
23,愛知県,2020,9,38
24,三重県,2020,9,4
16,富山県,2020,9,6
17,石川県,2020,9,3
18,福井県,2020,9,2
25,滋賀県,2020,9,6
26,京都府,2020,9,21
27,大阪府,2020,9,75
28,兵庫県,2020,9,28
29,奈良県,2020,9,8
30,和歌山県,2020,9,8
31,鳥取県,2020,9,0
32,島根県,2020,9,1
33,岡山県,2020,9,6
34,広島県,2020,9,6
35,山口県,2020,9,7
36,徳島県,2020,9,5
37,香川県,2020,9,2
38,愛媛県,2020,9,3
39,高知県,2020,9,4
40,福岡県,2020,9,23
41,佐賀県,2020,9,4
42,長崎県,2020,9,3
43,熊本県,2020,9,3
44,大分県,2020,9,6
45,宮崎県,2020,9,1
46,鹿児島県,2020,9,1
47,沖縄県,2020,9,5
1,北海道,2020,10,13
2,青森県,2020,10,2
3,岩手県,2020,10,0
4,宮城県,2020,10,6
5,秋田県,2020,10,2
6,山形県,2020,10,4
7,福島県,2020,10,14
8,茨城県,2020,10,11
9,栃木県,2020,10,6
10,群馬県,2020,10,6
11,埼玉県,2020,10,31
12,千葉県,2020,10,18
13,東京都,2020,10,111
14,神奈川県,2020,10,36
15,新潟県,2020,10,6
19,山梨県,2020,10,0
20,長野県,2020,10,7
21,岐阜県,2020,10,12
22,静岡県,2020,10,11
23,愛知県,2020,10,47
24,三重県,2020,10,7
16,富山県,2020,10,11
17,石川県,2020,10,4
18,福井県,2020,10,2
25,滋賀県,2020,10,8
26,京都府,2020,10,23
27,大阪府,2020,10,92
28,兵庫県,2020,10,34
29,奈良県,2020,10,10
30,和歌山県,2020,10,5
31,鳥取県,2020,10,2
32,島根県,2020,10,5
33,岡山県,2020,10,5
34,広島県,2020,10,12
35,山口県,2020,10,3
36,徳島県,2020,10,2
37,香川県,2020,10,2
38,愛媛県,2020,10,2
39,高知県,2020,10,4
40,福岡県,2020,10,21
41,佐賀県,2020,10,7
42,長崎県,2020,10,1
43,熊本県,2020,10,7
44,大分県,2020,10,2
45,宮崎県,2020,10,2
46,鹿児島県,2020,10,2
47,沖縄県,2020,10,6
1,北海道,2020,11,12
2,青森県,2020,11,2
3,岩手県,2020,11,3
4,宮城県,2020,11,7
5,秋田県,2020,11,3
6,山形県,2020,11,3
7,福島県,2020,11,5
8,茨城県,2020,11,6
9,栃木県,2020,11,5
10,群馬県,2020,11,5
11,埼玉県,2020,11,24
12,千葉県,2020,11,14
13,東京都,2020,11,109
14,神奈川県,2020,11,31
15,新潟県,2020,11,2
19,山梨県,2020,11,2
20,長野県,2020,11,6
21,岐阜県,2020,11,14
22,静岡県,2020,11,16
23,愛知県,2020,11,42
24,三重県,2020,11,4
16,富山県,2020,11,4
17,石川県,2020,11,6
18,福井県,2020,11,1
25,滋賀県,2020,11,3
26,京都府,2020,11,23
27,大阪府,2020,11,92
28,兵庫県,2020,11,40
29,奈良県,2020,11,5
30,和歌山県,2020,11,5
31,鳥取県,2020,11,2
32,島根県,2020,11,1
33,岡山県,2020,11,5
34,広島県,2020,11,9
35,山口県,2020,11,5
36,徳島県,2020,11,3
37,香川県,2020,11,0
38,愛媛県,2020,11,1
39,高知県,2020,11,2
40,福岡県,2020,11,23
41,佐賀県,2020,11,1
42,長崎県,2020,11,1
43,熊本県,2020,11,6
44,大分県,2020,11,5
45,宮崎県,2020,11,3
46,鹿児島県,2020,11,6
47,沖縄県,2020,11,2
1,北海道,2020,12,7
2,青森県,2020,12,3
3,岩手県,2020,12,5
4,宮城県,2020,12,4
5,秋田県,2020,12,2
6,山形県,2020,12,3
7,福島県,2020,12,3
8,茨城県,2020,12,8
9,栃木県,2020,12,13
10,群馬県,2020,12,3
11,埼玉県,2020,12,30
12,千葉県,2020,12,14
13,東京都,2020,12,131
14,神奈川県,2020,12,33
15,新潟県,2020,12,5
19,山梨県,2020,12,2
20,長野県,2020,12,2
21,岐阜県,2020,12,9
22,静岡県,2020,12,19
23,愛知県,2020,12,31
24,三重県,2020,12,6
16,富山県,2020,12,5
17,石川県,2020,12,6
18,福井県,2020,12,1
25,滋賀県,2020,12,6
26,京都府,2020,12,27
27,大阪府,2020,12,66
28,兵庫県,2020,12,30
29,奈良県,2020,12,3
30,和歌山県,2020,12,7
31,鳥取県,2020,12,1
32,島根県,2020,12,2
33,岡山県,2020,12,4
34,広島県,2020,12,11
35,山口県,2020,12,5
36,徳島県,2020,12,0
37,香川県,2020,12,3
38,愛媛県,2020,12,4
39,高知県,2020,12,0
40,福岡県,2020,12,24
41,佐賀県,2020,12,3
42,長崎県,2020,12,4
43,熊本県,2020,12,5
44,大分県,2020,12,4
45,宮崎県,2020,12,2
46,鹿児島県,2020,12,1
47,沖縄県,2020,12,1
1,北海道,2021,1,7
2,青森県,2021,1,2
3,岩手県,2021,1,0
4,宮城県,2021,1,5
5,秋田県,2021,1,0
6,山形県,2021,1,7
7,福島県,2021,1,3
8,茨城県,2021,1,11
9,栃木県,2021,1,5
10,群馬県,2021,1,5
11,埼玉県,2021,1,24
12,千葉県,2021,1,26
13,東京都,2021,1,73
14,神奈川県,2021,1,28
15,新潟県,2021,1,3
19,山梨県,2021,1,0
20,長野県,2021,1,3
21,岐阜県,2021,1,8
22,静岡県,2021,1,15
23,愛知県,2021,1,30
24,三重県,2021,1,6
16,富山県,2021,1,3
17,石川県,2021,1,2
18,福井県,2021,1,4
25,滋賀県,2021,1,5
26,京都府,2021,1,19
27,大阪府,2021,1,67
28,兵庫県,2021,1,29
29,奈良県,2021,1,5
30,和歌山県,2021,1,5
31,鳥取県,2021,1,3
32,島根県,2021,1,2
33,岡山県,2021,1,1
34,広島県,2021,1,11
35,山口県,2021,1,6
36,徳島県,2021,1,2
37,香川県,2021,1,1
38,愛媛県,2021,1,4
39,高知県,2021,1,2
40,福岡県,2021,1,14
41,佐賀県,2021,1,4
42,長崎県,2021,1,2
43,熊本県,2021,1,3
44,大分県,2021,1,7
45,宮崎県,2021,1,3
46,鹿児島県,2021,1,4
47,沖縄県,2021,1,5
1,北海道,2021,2,15
2,青森県,2021,2,2
3,岩手県,2021,2,3
4,宮城県,2021,2,3
5,秋田県,2021,2,0
6,山形県,2021,2,1
7,福島県,2021,2,2
8,茨城県,2021,2,10
9,栃木県,2021,2,9
10,群馬県,2021,2,3
11,埼玉県,2021,2,25
12,千葉県,2021,2,16
13,東京都,2021,2,104
14,神奈川県,2021,2,27
