date,prefecture_num,year,month, pm25, pm10, o3, no2, so2
2020/12/7,42,2020,12,53,18,34,9,1
2020/12/8,42,2020,12,65,12,34,10,1
2020/12/9,42,2020,12,55,10,27,13,1
2020/12/10,42,2020,12,49,11,24,13,1
2020/12/11,42,2020,12,46,19,42,10,1
2020/12/12,42,2020,12,70,15,37,8,1
2020/12/13,42,2020,12,58,13,32,6,1
2020/12/14,42,2020,12,48,8,26,5,1
2020/12/15,42,2020,12,38,9,28,6, 
2020/12/16,42,2020,12,42,7,28,6, 
2020/12/17,42,2020,12,34,9,30,11,1
2020/12/18,42,2020,12,42,11,29,9,1
2020/12/19,42,2020,12,44,8,32,5,1
2020/12/20,42,2020,12,29,13,28,10,1
2020/12/21,42,2020,12,53,21,31,12,1
2020/12/22,42,2020,12,72,26,37,13, 
2020/12/23,42,2020,12,82,23,31,14,1
2020/12/24,42,2020,12,71,11,30,9,1
2020/12/25,42,2020,12,45,11,25,10,1
2020/12/26,42,2020,12,48,15,27,7,1
2020/12/27,42,2020,12,57,12,28,8,1
2020/12/28,42,2020,12,42,13,27,9,1
2020/12/29,42,2020,12,46,9,28,2, 
2020/12/30,42,2020,12,32,8,27,3, 
2020/12/31,42,2020,12,34,7,28,2, 
2021/1/1,42,2021,1,39,10,31,3, 
2021/1/2,42,2021,1,45,12,32,4, 
2021/1/3,42,2021,1,45,9,31,6,1
2020/7/1,42,2020,7,42,14,45,5,1
2020/7/2,42,2020,7,50,16,30,4,2
2020/7/3,42,2020,7,49,11,37,4,1
2020/7/4,42,2020,7,33,14,38,1, 
2020/7/5,42,2020,7,31,19,29,2, 
2020/7/6,42,2020,7,28,26,28,2, 
2020/7/7,42,2020,7,33,13,44,4,1
2020/7/8,42,2020,7,37,16,27,3, 
2020/7/9,42,2020,7,30,19,24,1, 
2020/7/10,42,2020,7,33,23,28,8, 
2020/7/11,42,2020,7,50,10,33,2, 
2020/7/12,42,2020,7,40,17,20,1, 
2020/7/13,42,2020,7,43,18,35,4,1
2020/7/14,42,2020,7,33,15,30,3, 
2020/7/15,42,2020,7,29,16,34,5,1
2020/7/16,42,2020,7,39,16,38,4,1
2020/7/17,42,2020,7,50,18,33,4,1
2020/7/18,42,2020,7,59,17,23,1,1
2020/7/19,42,2020,7,44,16,12,1, 
2020/7/20,42,2020,7,33,17,17,1,1
2020/7/21,42,2020,7,37,13,14,2, 
2020/7/22,42,2020,7,32,12,12,2, 
2020/7/23,42,2020,7,33,16,39,1, 
2020/7/24,42,2020,7,42,13,59,1, 
2020/7/25,42,2020,7,44,20,46,1,1
2020/7/26,42,2020,7,52,15,23,2, 
2020/7/27,42,2020,7,29,16,12,2,1
2020/7/28,42,2020,7,29,21,9,3,2
2020/7/29,42,2020,7,52,27,9,2, 
2020/7/30,42,2020,7,63,18,13,3,1
2020/7/31,42,2020,7,49,17,15,3,1
2020/8/1,42,2020,8,46,49,12,1,2
2020/8/2,42,2020,8,111,58,13,2,4
2020/8/3,42,2020,8,142,50,10,1,6
2020/8/4,42,2020,8,107,25,11,2,2
2020/8/5,42,2020,8,56,35,13,1,1
2020/8/6,42,2020,8,69,43,13,2,1
