date,prefecture_num,year,month, pm25, pm10, no2, so2, co
2019/7/25,2,2019,7,65,27,10, ,1
2019/7/26,2,2019,7,65,18,7, , 
2019/7/27,2,2019,7,55,15,3, , 
2019/7/28,2,2019,7,47,14,3, , 
2019/7/29,2,2019,7,39,16,1, ,1
2019/7/30,2,2019,7,49,15,1, , 
2019/7/31,2,2019,7,38,15,1, , 
2019/8/1,2,2019,8,44,16,2, , 
2019/8/2,2,2019,8,49,15,3, ,1
2019/8/3,2,2019,8,49,23,3, ,1
2019/8/4,2,2019,8,67,33,7, ,1
2019/8/5,2,2019,8,82,33,10, ,1
2019/8/6,2,2019,8,81,28,7, ,1
2019/8/7,2,2019,8,77,25,4, ,1
2019/8/8,2,2019,8,74,11,1, ,1
2019/8/9,2,2019,8,34,10,2, ,1
2019/8/10,2,2019,8,33,8,3, ,1
2019/8/11,2,2019,8,31,15,4, ,1
2019/8/12,2,2019,8,43,17,3, , 
2019/8/13,2,2019,8,48,9,3, ,1
2019/8/14,2,2019,8,26,11,3, ,1
2019/8/15,2,2019,8,29,19,3, ,1
2019/8/16,2,2019,8,40,14,1, ,1
2019/8/17,2,2019,8,33,21,3, ,1
2019/8/18,2,2019,8,61,17,4, ,1
2019/8/19,2,2019,8,54,9,4, ,1
2019/8/20,2,2019,8,29,9,4, ,1
2019/8/21,2,2019,8,27,10,4, ,1
2019/8/22,2,2019,8,32,9,4, ,1
2019/8/23,2,2019,8,31,9,2, ,1
2019/8/24,2,2019,8,31,8,2, , 
2019/8/25,2,2019,8,24,7,3, ,1
2019/8/26,2,2019,8,20,11,4, ,1
2019/8/27,2,2019,8,28,10,5,1, 
2019/8/28,2,2019,8,29,7,2, ,1
2019/8/29,2,2019,8,21,10,5, ,1
2019/8/30,2,2019,8,36,14,4, ,1
2019/8/31,2,2019,8,47,11,2, , 
2019/9/1,2,2019,9,40,10,3, ,1
2019/9/2,2,2019,9,37,13,3, ,1
2019/9/3,2,2019,9,39,9,4, ,1
2019/9/4,2,2019,9,36,20,4, ,1
2019/9/5,2,2019,9,46,16,7, ,1
2019/9/6,2,2019,9,45,16,6, ,1
2019/9/7,2,2019,9,44,22,6, ,1
2019/9/8,2,2019,9,62,14,4, ,1
2019/9/9,2,2019,9,42,13,2, ,1
2019/9/10,2,2019,9,41,11,5, ,1
2019/9/11,2,2019,9,33,7,4, , 
2019/9/12,2,2019,9,30,9,4, ,1
2019/9/13,2,2019,9,29,14,5, ,1
2019/9/14,2,2019,9,41,12,4, ,1
2019/9/15,2,2019,9,38,12,4, ,1
2019/9/16,2,2019,9,32,7,3, ,1
2019/9/17,2,2019,9,35,9,4, ,1
2019/9/18,2,2019,9,35,9,2, , 
2019/9/19,2,2019,9,26,10,3, ,1
2019/9/20,2,2019,9,28,10,4, ,1
2019/9/21,2,2019,9,26,12,3, ,1
2019/9/22,2,2019,9,39,8,4, ,1
2019/9/23,2,2019,9,27,9,1, , 
2019/9/24,2,2019,9,32,9,3, , 
2019/9/25,2,2019,9,28,10,4, ,1
2019/9/26,2,2019,9,32,13,4, ,1
2019/9/27,2,2019,9,40,13,4, ,3
2019/9/28,2,2019,9,42,13,3, ,1
2019/9/29,2,2019,9,42,23,3, ,1
2019/9/30,2,2019,9,68,27,4, ,2
2019/4/1,2,2019,4,48,17,5, , 
2019/4/2,2,2019,4,46,15,6, ,2
2019/4/3,2,2019,4,41,19,5, ,2
2019/4/4,2,2019,4,58,25,7, ,1
2019/4/5,2,2019,4,55,19,4, ,1
2019/4/6,2,2019,4,49,13,4, ,1
2019/4/7,2,2019,4,38,11,6, ,1
2019/4/8,2,2019,4,34,11,5, ,1
2019/4/9,2,2019,4,44,12,6, ,1
2019/4/10,2,2019,4,41,10,7, ,1
2019/4/11,2,2019,4,30,11,5, ,2
2019/4/12,2,2019,4,36,14,8, ,1
2019/4/13,2,2019,4,43,14,8, ,1
2019/4/14,2,2019,4,43,10,3, ,1
2019/4/15,2,2019,4,33,17,3, ,1
2019/4/16,2,2019,4,43,18,7, ,1
2019/4/17,2,2019,4,53,18,11, ,1
2019/4/18,2,2019,4,56,13,4, ,1
2019/4/19,2,2019,4,44,12,3, , 
2019/4/20,2,2019,4,35,12,5, ,1
2019/4/21,2,2019,4,42,16,4, ,1
2019/4/22,2,2019,4,44,27,8, ,1
2019/4/23,2,2019,4,66,30,11, ,1
2019/4/24,2,2019,4,76,16,8, , 
2019/4/25,2,2019,4,49,12,4, ,1
2019/4/26,2,2019,4,29,7,3, ,1
2019/4/27,2,2019,4,24,9,4, , 
2019/4/28,2,2019,4,33,9,6, , 
2019/4/29,2,2019,4,31,10,9, ,1
2019/4/30,2,2019,4,39,13,7, ,1
2019/5/1,2,2019,5,43,8,2, , 
2019/5/2,2,2019,5,32,9,3, , 
2019/5/3,2,2019,5,37,11,5, ,1
2019/5/4,2,2019,5,36,12,5, ,1
2019/5/5,2,2019,5,44,15,6, ,1
2019/5/6,2,2019,5,53,9,2, , 
2019/5/7,2,2019,5,45,17,2, ,1
2019/5/8,2,2019,5,54,21,3, ,1
2019/5/9,2,2019,5,62,20,3, ,1
2019/5/10,2,2019,5,66,9,5, ,1
2019/5/11,2,2019,5,37,8,4, ,1
2019/5/12,2,2019,5,29,9,6, ,1
2019/5/13,2,2019,5,44,13,5, ,1
2019/5/14,2,2019,5,44,15,6, ,1
2019/5/15,2,2019,5,56,14,5, ,1
2019/5/16,2,2019,5,53,10,5, ,1
2019/5/17,2,2019,5,42,14,6, ,1
2019/5/18,2,2019,5,49,19,8, , 
2019/5/19,2,2019,5,65,15,6, , 
2019/5/20,2,2019,5,50,13,6, ,1
2019/5/21,2,2019,5,41,12,4, ,1
2019/5/22,2,2019,5,45,17,4, ,1
2019/5/23,2,2019,5,55,21,4, ,1
2019/5/24,2,2019,5,64,18,4, ,1
2019/5/25,2,2019,5,62,31,5, ,1
2019/5/26,2,2019,5,82,29,8, ,1
2019/5/27,2,2019,5,86,18,4, ,1
2019/5/28,2,2019,5,53,8,3, , 
2019/5/29,2,2019,5,33,12,2, , 
2019/5/30,2,2019,5,42,12,7, ,1
2019/5/31,2,2019,5,50,11,4, , 
2019/6/1,2,2019,6,53,14,3, , 
2019/6/2,2,2019,6,52,12,7, , 
2019/6/3,2,2019,6,55,18,5, , 
2019/6/4,2,2019,6,63,25,7, , 
2019/6/5,2,2019,6,75,16,4, , 
2019/6/6,2,2019,6,53,15,3, ,1
2019/6/7,2,2019,6,60,12,2, , 
2019/6/8,2,2019,6,37,11,3, , 
2019/6/9,2,2019,6,49,13,4, , 
2019/6/10,2,2019,6,52,10,2, , 
2019/6/11,2,2019,6,37,10,2, , 
2019/6/12,2,2019,6,40,11,2, , 
2019/6/13,2,2019,6,49,13,5, , 
2019/6/14,2,2019,6,51,14,5, , 
2019/6/15,2,2019,6,47,5,2, , 
2019/6/16,2,2019,6,20,9,2, ,1
2019/6/17,2,2019,6,39,8,3, , 
2019/6/18,2,2019,6,39,11,5, , 
2019/6/19,2,2019,6,45,13,5, ,1
2019/6/20,2,2019,6,50,15,3, , 
2019/6/21,2,2019,6,46,12,5, ,1
2019/6/22,2,2019,6,48,7,2, , 
2019/6/23,2,2019,6,26,7,2, , 
2019/6/24,2,2019,6,34,10,6, ,1
2019/6/25,2,2019,6,42,8,3, , 
2019/6/26,2,2019,6,31,13,4, ,1
2019/6/27,2,2019,6,45,8,3, ,1
2019/6/28,2,2019,6,34,11,4, , 
2019/6/29,2,2019,6,48,5,3, , 
2019/6/30,2,2019,6,28,9,7, ,7
2019/1/1,2,2019,1,31,10,5, , 
2019/1/2,2,2019,1,23,9,9, , 
2019/1/3,2,2019,1,30,12,11, ,3
2019/1/4,2,2019,1,32,17,13, ,2
2019/1/5,2,2019,1,49,14,7, ,1
2019/1/6,2,2019,1,45,9,6, ,2
2019/1/7,2,2019,1,22,8,6, ,10
2019/1/8,2,2019,1,20,10,6, ,1
2019/1/9,2,2019,1,27,9,6, ,2
2019/1/10,2,2019,1,23,9,6, ,1
2019/1/11,2,2019,1,27,11,12, ,1
2019/1/12,2,2019,1,26,11,17, ,1
2019/1/13,2,2019,1,35,10,15, ,2
2019/1/14,2,2019,1,31,14,26, ,3
2019/1/15,2,2019,1,48,14,4, ,2
2019/1/16,2,2019,1,47,9,3, , 
2019/1/17,2,2019,1,25,6,4, ,8
2019/1/18,2,2019,1,24,11,5, ,1
2019/1/19,2,2019,1,25,17,9, ,2
2019/1/20,2,2019,1,47,10,3, ,1
2019/1/21,2,2019,1,27,8,6, ,3
2019/1/22,2,2019,1,24,13,11, ,4
2019/1/23,2,2019,1,34,11,4, ,1
2019/1/24,2,2019,1,28,7,10, ,2
2019/1/25,2,2019,1,29, ,22, ,2
2019/1/26,2,2019,1,25, ,15, ,1
2019/1/27,2,2019,1,23,20,15, ,2
2019/1/28,2,2019,1,40,10,8, ,1
2019/1/29,2,2019,1,32,14,8, ,2
2019/1/30,2,2019,1,46,15,4, , 
2019/1/31,2,2019,1,37,7,4, ,2
2019/2/1,2,2019,2,24,11,4, ,1
2019/2/2,2,2019,2,39,18,20, ,3
2019/2/3,2,2019,2,52,21,15, ,2
2019/2/4,2,2019,2,54,16,4, ,2
2019/2/5,2,2019,2,45,30,28, ,5
2019/2/6,2,2019,2,76,11,15, ,3
2019/2/7,2,2019,2,38,10,4, ,1
2019/2/8,2,2019,2,31,9,7, ,1
2019/2/9,2,2019,2,24,10,6, ,1
2019/2/10,2,2019,2,29,12,9, ,1
2019/2/11,2,2019,2,36,12,7, ,2
2019/2/12,2,2019,2,39,11,9, ,2
2019/2/13,2,2019,2,37,10,11, ,1
2019/2/14,2,2019,2,32,15,13, ,2
2019/2/15,2,2019,2,35,17,18, ,2
2019/2/16,2,2019,2,48,18,3, ,1
2019/2/17,2,2019,2,50,16,8, ,2
2019/2/18,2,2019,2,43,20,39, ,3
2019/2/19,2,2019,2,53,11,21, ,3
2019/2/20,2,2019,2,39,15,10, ,2
2019/2/21,2,2019,2,46,42,10, ,2
2019/2/22,2,2019,2,110,19,12, ,1
2019/2/23,2,2019,2,52,9,6, ,1
2019/2/24,2,2019,2,30,19,6, ,1
2019/2/25,2,2019,2,52,23,9, ,1
2019/2/26,2,2019,2,72,46,8,2,1
2019/2/27,2,2019,2,123,37,16,2,2
2019/2/28,2,2019,2,99,30,17,1,2
2019/3/1,2,2019,3,80,54,9,2,2
2019/3/2,2,2019,3,147,35,13,2,2
2019/3/3,2,2019,3,99,26,16,2,2
2019/3/4,2,2019,3,70,24,12, ,2
2019/3/5,2,2019,3,74,20,22, ,2
2019/3/6,2,2019,3,60,15,7, ,1
2019/3/7,2,2019,3,50,11,7, ,1
2019/3/8,2,2019,3,36,13,3, ,2
2019/3/9,2,2019,3,40,24,6, ,1
2019/3/10,2,2019,3,63,13,8, ,1
2019/3/11,2,2019,3,35,11,5, ,1
2019/3/12,2,2019,3,33,17,13, ,2
2019/3/13,2,2019,3,49,8,5, ,1
2019/3/14,2,2019,3,26,12,10, ,1
2019/3/15,2,2019,3,34,13,7, ,1
2019/3/16,2,2019,3,30,12,5, ,1
2019/3/17,2,2019,3,47,11,5, , 
2019/3/18,2,2019,3,42,22,14, ,1
2019/3/19,2,2019,3,64,23,14, ,2
2019/3/20,2,2019,3,66,22,12, ,2
2019/3/21,2,2019,3,60,11,4, ,1
2019/3/22,2,2019,3,24,10,5, ,1
2019/3/23,2,2019,3,29,13,4, ,1
2019/3/24,2,2019,3,33,13,6, ,1
2019/3/25,2,2019,3,45,26,7, ,1
2019/3/26,2,2019,3,70,17,5, ,2
2019/3/27,2,2019,3,48,14,5, ,1
2019/3/28,2,2019,3,37,14,5, ,1
2019/3/29,2,2019,3,41,10,7, , 
2019/3/30,2,2019,3,36,10,3, ,1
2019/3/31,2,2019,3,22,13,7, ,1
2018/10/1,2,2018,10,33,9,2, ,1
2018/10/2,2,2018,10,33,9,4, ,1
2018/10/3,2,2018,10,29,11,7, ,1
2018/10/4,2,2018,10,36,12,7, ,1
2018/10/5,2,2018,10,41,9,4, ,1
2018/10/6,2,2018,10,30,8,2, ,1
2018/10/7,2,2018,10,30,9,2, ,1
2018/10/8,2,2018,10,34,9,4, ,1
2018/10/9,2,2018,10,33,11,7, ,1
2018/10/10,2,2018,10,36,11,8, ,2
2018/10/11,2,2018,10,40,8,3, ,1
2018/10/12,2,2018,10,27,7,4, , 
2018/10/13,2,2018,10,28,8,4, , 
2018/10/14,2,2018,10,26,9,5, ,2
2018/10/15,2,2018,10,36,9,5, ,1
2018/10/16,2,2018,10,28,7,5, ,1
2018/10/17,2,2018,10,27,7,4, ,1
2018/10/18,2,2018,10,25,9,6, ,1
2018/10/19,2,2018,10,29,14,5, ,2
2018/10/20,2,2018,10,51,16,5, , 
2018/10/21,2,2018,10,47,14,7, ,1
2018/10/22,2,2018,10,39,17,11, ,1
2018/10/23,2,2018,10,46,14,9, ,1
2018/10/24,2,2018,10,45,14,5, ,2
2018/10/25,2,2018,10,44,16,8, ,2
2018/10/26,2,2018,10,49,11,7, ,1
2018/10/27,2,2018,10,36,7,4, , 
2018/10/28,2,2018,10,20,8,5, ,1
2018/10/29,2,2018,10,26,9,4, ,1
2018/10/30,2,2018,10,26,6,3, ,1
2018/10/31,2,2018,10,27,7,4, ,1
2018/11/1,2,2018,11,17,8,7, ,1
2018/11/2,2,2018,11,29,9,4, ,2
2018/11/3,2,2018,11,28,9,5, ,1
2018/11/4,2,2018,11,33,9,7, ,2
2018/11/5,2,2018,11,30,11,9, ,2
2018/11/6,2,2018,11,41,10,6, ,1
2018/11/7,2,2018,11,41,13,10, ,2
2018/11/8,2,2018,11,38,7,8, ,1
2018/11/9,2,2018,11,26,9,4, ,2
2018/11/10,2,2018,11,32,10,2, ,1
2018/11/11,2,2018,11,45,11,4, ,2
2018/11/12,2,2018,11,34,9,4, ,1
2018/11/13,2,2018,11,32,9,5, ,1
2018/11/14,2,2018,11,20,6,4, ,1
2018/11/15,2,2018,11,15,8,4, ,1
2018/11/16,2,2018,11,21,6,3, ,1
2018/11/17,2,2018,11,25,7,6, ,1
2018/11/18,2,2018,11,23,6,9, ,1
2018/11/19,2,2018,11,21,12,6, ,2
2018/11/20,2,2018,11,32,12,6, ,2
2018/11/21,2,2018,11,38,11,8, ,1
2018/11/22,2,2018,11,35,7,4, ,1
2018/11/23,2,2018,11,19,7,9, ,1
2018/11/24,2,2018,11,20,12,11, ,2
2018/11/25,2,2018,11,34,15,9, ,2
2018/11/26,2,2018,11,47,14,8, ,3
2018/11/27,2,2018,11,50,24,3, ,2
2018/11/28,2,2018,11,56,10,5, ,1
2018/11/29,2,2018,11,24,9,3, ,1
2018/11/30,2,2018,11,30,9,8, ,1
2018/12/1,2,2018,12,33,11,7, ,2
2018/12/2,2,2018,12,27,10,16, ,3
2018/12/3,2,2018,12,29,10,10, ,2
2018/12/4,2,2018,12,28,10,3, ,1
2018/12/5,2,2018,12,29,9,8, ,2
2018/12/6,2,2018,12,19,8,7, ,3
2018/12/7,2,2018,12,19,8,4, ,1
2018/12/8,2,2018,12,18,6,5, ,1
2018/12/9,2,2018,12,20,7,6, ,2
2018/12/10,2,2018,12,25,10,13, ,3
2018/12/11,2,2018,12,23,7,21, ,2
2018/12/12,2,2018,12,24,8,11, ,3
2018/12/13,2,2018,12,24,9,9, ,2
2018/12/14,2,2018,12,26,8,9, ,2
2018/12/15,2,2018,12,22,8,10, ,1
2018/12/16,2,2018,12,23,17,12, ,6
2018/12/17,2,2018,12,52,11,5, ,2
2018/12/18,2,2018,12,36,12,5, ,2
2018/12/19,2,2018,12,26,11,4, ,1
2018/12/20,2,2018,12,26,9,6, ,2
2018/12/21,2,2018,12,28,12,20, ,3
2018/12/22,2,2018,12,44,16,11, ,3
2018/12/23,2,2018,12,44,8,3, ,1
2018/12/24,2,2018,12,23,7,9, ,1
2018/12/25,2,2018,12,25,13,6, ,2
2018/12/26,2,2018,12,37,9,4, ,1
2018/12/27,2,2018,12,26,6,4,1,1
2018/12/28,2,2018,12,20,6,4, ,1
2018/12/29,2,2018,12,17,6,7, ,1
2018/12/30,2,2018,12,20, , , , 
2018/7/1,2,2018,7,44,19,7, ,1
2018/7/2,2,2018,7,49,10,3, ,1
2018/7/3,2,2018,7,36,12,7, ,1
2018/7/4,2,2018,7,38,6,3, , 
2018/7/5,2,2018,7,20,4,2, ,2
2018/7/6,2,2018,7,17,5,2, , 
2018/7/7,2,2018,7,17,7,2, , 
2018/7/8,2,2018,7,25,9,3, ,1
2018/7/9,2,2018,7,35,16,13, ,1
2018/7/10,2,2018,7,50,8,4, , 
2018/7/11,2,2018,7,27,10,7, ,1
2018/7/12,2,2018,7,31,15,5, ,1
2018/7/13,2,2018,7,40,19,4, , 
2018/7/14,2,2018,7,59,17,3, , 
2018/7/15,2,2018,7,53,16,2, , 
2018/7/16,2,2018,7,52,14,5, ,1
2018/7/17,2,2018,7,48,15,8, ,1
2018/7/18,2,2018,7,48,15,5, ,1
2018/7/19,2,2018,7,51,29,4, ,1
2018/7/20,2,2018,7,74,33,2, , 
2018/7/21,2,2018,7,89,27,2, , 
2018/7/22,2,2018,7,72,14,4, ,1
2018/7/23,2,2018,7,46,16,4, , 
2018/7/24,2,2018,7,49,14,4, ,1
2018/7/25,2,2018,7,51,16,3, ,1
2018/7/26,2,2018,7,52,16,3, ,1
2018/7/27,2,2018,7,53,14,4, ,2
2018/7/28,2,2018,7,40,12,3, , 
2018/7/29,2,2018,7,28,12,4, , 
2018/7/30,2,2018,7,37,18,5, ,1
2018/7/31,2,2018,7,48,12,1, ,1
2018/8/1,2,2018,8,38,14,2, ,1
2018/8/2,2,2018,8,44,13,2, ,1
2018/8/3,2,2018,8,39,12,4, ,1
2018/8/4,2,2018,8,46,7,3, ,1
2018/8/5,2,2018,8,26,7,2, ,1
2018/8/6,2,2018,8,22,8,2, ,1
2018/8/7,2,2018,8,30,4,1, ,1
2018/8/8,2,2018,8,18,6,2, ,1
2018/8/9,2,2018,8,19,9,4, ,1
2018/8/10,2,2018,8,27,9,2, ,1
2018/8/11,2,2018,8,31,9,2, ,1
2018/8/12,2,2018,8,23,12,2, ,1
2018/8/13,2,2018,8,37,12,3, ,1
2018/8/14,2,2018,8,41,11,3, ,1
2018/8/15,2,2018,8,27,8,3, ,1
2018/8/16,2,2018,8,21,6,2, ,1
2018/8/17,2,2018,8,25,6,2, ,1
2018/8/18,2,2018,8,24,10,2, ,1
2018/8/19,2,2018,8,28,8,4, ,1
2018/8/20,2,2018,8,31,15,5, ,2
2018/8/21,2,2018,8,48,18,2, ,2
2018/8/22,2,2018,8,41,14,6, ,1
2018/8/23,2,2018,8,43,18,7, ,2
2018/8/24,2,2018,8,54,13,3, , 
2018/8/25,2,2018,8,35,11,1, ,1
2018/8/26,2,2018,8,32,8,1, ,1
2018/8/27,2,2018,8,28,9,3, ,1
2018/8/28,2,2018,8,31,9,4, ,1
2018/8/29,2,2018,8,35,9,4, ,1
2018/8/30,2,2018,8,27,9,2, ,1
2018/8/31,2,2018,8,34,8,3, , 
2018/9/1,2,2018,9,25,9,4, , 
2018/9/2,2,2018,9,37,12,5, ,1
2018/9/3,2,2018,9,41,12,3, ,1
2018/9/4,2,2018,9,34,9,1, , 
2018/9/5,2,2018,9,33,12,2, , 
2018/9/6,2,2018,9,43,12,2, , 
2018/9/7,2,2018,9,48,8,2, , 
2018/9/8,2,2018,9,31,7,2, , 
2018/9/9,2,2018,9,17,5,3, , 
2018/9/10,2,2018,9,16,9,4, ,1
2018/9/11,2,2018,9,28,9,4, ,1
2018/9/12,2,2018,9,34,11,5, ,1
2018/9/13,2,2018,9,41,11,3, ,1
2018/9/14,2,2018,9,39,12,4, ,1
2018/9/15,2,2018,9,37,14,4, ,1
2018/9/16,2,2018,9,53,8,2, ,1
2018/9/17,2,2018,9,30,8,3, ,1
2018/9/18,2,2018,9,24,8,3, ,1
2018/9/19,2,2018,9,30,8,4, ,1
2018/9/20,2,2018,9,29,9,4, ,1
2018/9/21,2,2018,9,29,5,4, ,1
2018/9/22,2,2018,9,20,9,3, ,1
2018/9/23,2,2018,9,33,14,4, ,1
2018/9/24,2,2018,9,51,7,3, , 
2018/9/25,2,2018,9,30,8,4, ,1
2018/9/26,2,2018,9,26,7,4, ,1
2018/9/27,2,2018,9,26,8,4, ,1
2018/9/28,2,2018,9,25,8,4, ,1
2018/9/29,2,2018,9,29,10,8, ,1
2018/9/30,2,2018,9,32,8,3, ,1
2018/4/1,2,2018,4,60,14,7, , 
2018/4/2,2,2018,4,46,25,6, , 
2018/4/3,2,2018,4,77,12,6, , 
2018/4/4,2,2018,4,45,13,3, , 
2018/4/5,2,2018,4,42,10,10, , 
2018/4/6,2,2018,4,41,8,6, , 
2018/4/7,2,2018,4,32,22,4, , 
2018/4/8,2,2018,4,78,12,4, , 
2018/4/9,2,2018,4,45,14,5, , 
2018/4/10,2,2018,4,55,18,8, , 
2018/4/11,2,2018,4,60,22,3, , 
2018/4/12,2,2018,4,66,13,3, , 
2018/4/13,2,2018,4,38,10,5, , 
2018/4/14,2,2018,4,37,7, , , 
2018/4/15,2,2018,4,34,9, , , 
2018/4/16,2,2018,4,34,9, , , 
2018/4/17,2,2018,4,35,17, , , 
2018/4/18,2,2018,4,49,22, , , 
2018/4/19,2,2018,4,57,24, , , 
2018/4/20,2,2018,4,66,36, , , 
2018/4/21,2,2018,4,83,29, , , 
2018/4/22,2,2018,4,75,11,4, , 
2018/4/23,2,2018,4,37,10,4, , 
2018/4/24,2,2018,4,34,4, , , 
2018/4/25,2,2018,4,14,13, , , 
2018/4/26,2,2018,4,46,21,4, , 
2018/4/27,2,2018,4,61,43,4, , 
2018/4/28,2,2018,4,115,25,2, , 
2018/4/29,2,2018,4,70,21,1, , 
2018/4/30,2,2018,4,64,38,5, , 
2018/5/1,2,2018,5,102,26,5, , 
2018/5/2,2,2018,5,83,7,4, , 
2018/5/3,2,2018,5,21,11,2, , 
2018/5/4,2,2018,5,40,10,3, , 
2018/5/5,2,2018,5,34,19,4, , 
2018/5/6,2,2018,5,56,10,2, , 
2018/5/7,2,2018,5,45,6,2, , 
2018/5/8,2,2018,5,23,8,2, , 
2018/5/9,2,2018,5,34,8,3, , 
2018/5/10,2,2018,5,26,14,1, , 
2018/5/11,2,2018,5,48,21,1, , 
2018/5/12,2,2018,5,67,23,7, , 
2018/5/13,2,2018,5,67,17,5, ,1
2018/5/14,2,2018,5,57,14,6, ,1
2018/5/15,2,2018,5,41,31,2, ,1
2018/5/16,2,2018,5,75,12,4, ,1
2018/5/17,2,2018,5,42,5,3, ,1
2018/5/18,2,2018,5,19,4,2, ,1
2018/5/19,2,2018,5,13,7,2, ,1
2018/5/20,2,2018,5,22,10,2, , 
2018/5/21,2,2018,5,32,9,4, ,1
2018/5/22,2,2018,5,34,12,6, ,1
2018/5/23,2,2018,5,45,8,2, , 
2018/5/24,2,2018,5,29,16,3, ,1
2018/5/25,2,2018,5,47,11,2, ,1
2018/5/26,2,2018,5,34,6,3, , 
2018/5/27,2,2018,5,30,10,4, ,1
2018/5/28,2,2018,5,41,18,5, ,1
2018/5/29,2,2018,5,63,24,6, ,1
2018/5/30,2,2018,5,69,23,7, ,1
2018/5/31,2,2018,5,69,17,2, ,1
2018/6/1,2,2018,6,55,10,2,1,1
2018/6/2,2,2018,6,46,15,3,2,1
2018/6/3,2,2018,6,55,16,6, ,1
2018/6/4,2,2018,6,58,23,11,1,1
2018/6/5,2,2018,6,68,26,8,2,1
2018/6/6,2,2018,6,75,22,2,2, 
2018/6/7,2,2018,6,62,18,3,1,1
2018/6/8,2,2018,6,61,8,1, , 
2018/6/9,2,2018,6,33,9,1, , 
2018/6/10,2,2018,6,30,9,1, , 
2018/6/11,2,2018,6,29,4,2, , 
2018/6/12,2,2018,6,16,4,1, ,1
2018/6/13,2,2018,6,25,7,1, , 
2018/6/14,2,2018,6,19,7,1, ,1
2018/6/15,2,2018,6,21,8,1, ,1
2018/6/16,2,2018,6,35,11,2, ,1
2018/6/17,2,2018,6,35,15,5, ,1
2018/6/18,2,2018,6,47,11,4, ,1
2018/6/19,2,2018,6,42,13,4, ,1
2018/6/20,2,2018,6,41,14,4, ,1
2018/6/21,2,2018,6,44,9,1, ,1
2018/6/22,2,2018,6,28,11,2, ,1
2018/6/23,2,2018,6,42,18,1, ,1
2018/6/24,2,2018,6,59,7,1, ,1
2018/6/25,2,2018,6,22,7,3, ,1
2018/6/26,2,2018,6,25,10,4, ,2
2018/6/27,2,2018,6,29,9,6, ,1
2018/6/28,2,2018,6,35,15,5, ,1
2018/6/29,2,2018,6,36,12,7, ,1
2018/6/30,2,2018,6,35,16,6, , 
2018/1/1,2,2018,1,16, ,2, , 
2018/1/2,2,2018,1,33, ,7, , 
2018/1/3,2,2018,1,36, ,5, , 
2018/1/4,2,2018,1,25, ,8, , 
2018/1/5,2,2018,1,37, ,5, , 
2018/1/6,2,2018,1,29, ,5, , 
2018/1/7,2,2018,1,33, ,14, , 
2018/1/8,2,2018,1,35, ,11, , 
2018/1/9,2,2018,1,42, ,3, , 
2018/1/10,2,2018,1,53, ,4, , 
2018/1/11,2,2018,1,24, ,4, , 
2018/1/12,2,2018,1,24, ,10, , 
2018/1/13,2,2018,1,32, ,10, , 
2018/1/14,2,2018,1,27, ,5, , 
2018/1/15,2,2018,1,28, ,11, , 
2018/1/16,2,2018,1,60, ,10, , 
2018/1/17,2,2018,1,34, ,13, , 
2018/1/18,2,2018,1,49, ,5, , 
2018/1/19,2,2018,1,46, ,7, , 
2018/1/20,2,2018,1,32, ,4, , 
2018/1/21,2,2018,1,40, ,10, , 
2018/1/22,2,2018,1,33, ,12, , 
2018/1/23,2,2018,1,32, ,4, , 
2018/1/24,2,2018,1,24, ,7, , 
2018/1/25,2,2018,1,24, ,4, , 
2018/1/26,2,2018,1,21, ,6, , 
2018/1/27,2,2018,1,24, ,11, , 
2018/1/28,2,2018,1,27, ,6, , 
2018/1/29,2,2018,1,29, ,6, , 
2018/1/30,2,2018,1,22,2,9, , 
2018/1/31,2,2018,1,25,9,13, , 
2018/2/1,2,2018,2,35,9,16, , 
2018/2/2,2,2018,2,29,5,6, , 
2018/2/3,2,2018,2,16,9,12, , 
2018/2/4,2,2018,2,26,13,7, , 
2018/2/5,2,2018,2,33,9,9, , 
2018/2/6,2,2018,2,25,8,7, , 
2018/2/7,2,2018,2,24,9,8, , 
2018/2/8,2,2018,2,27,11,12, , 
2018/2/9,2,2018,2,35,13,10, , 
2018/2/10,2,2018,2,45,17,5, , 
2018/2/11,2,2018,2,55,14,3, , 
2018/2/12,2,2018,2,30,9,4, , 
2018/2/13,2,2018,2,24,10,12, , 
2018/2/14,2,2018,2,26,10,4, , 
2018/2/15,2,2018,2,33,11,9, , 
2018/2/16,2,2018,2,29,16,11, , 
2018/2/17,2,2018,2,44,8,5, , 
2018/2/18,2,2018,2,26,10,7, , 
2018/2/19,2,2018,2,22,11,12, , 
2018/2/20,2,2018,2,32,12,9, , 
2018/2/21,2,2018,2,28,8,17, , 
2018/2/22,2,2018,2,28,13,18, , 
2018/2/23,2,2018,2,37,12,10, , 
2018/2/24,2,2018,2,32,10,7, , 
2018/2/25,2,2018,2,33,12,7, , 
2018/2/26,2,2018,2,36,9,15, , 
2018/2/27,2,2018,2,25,11,17, , 
2018/2/28,2,2018,2,34,9,13, , 
2018/3/1,2,2018,3,26,15,3, , 
2018/3/2,2,2018,3,54,16,9, , 
2018/3/3,2,2018,3,45,17,15, , 
2018/3/4,2,2018,3,48,13,12, , 
2018/3/5,2,2018,3,32,12,6, , 
2018/3/6,2,2018,3,39,8,9, , 
2018/3/7,2,2018,3,36,11,20, , 
2018/3/8,2,2018,3,35,9,12, , 
