date,prefecture_num,year,month, pm25, pm10, no2, so2, co
2018/3/9,2,2018,3,27,9,4, , 
2018/3/10,2,2018,3,29,10,5, , 
2018/3/11,2,2018,3,29,12,3, , 
2018/3/12,2,2018,3,34,21, , , 
2018/3/13,2,2018,3,58,31, , , 
2018/3/14,2,2018,3,81,24, , , 
2018/3/15,2,2018,3,71,8, , , 
2018/3/16,2,2018,3,27,10, , , 
2018/3/17,2,2018,3,25,7, , , 
2018/3/18,2,2018,3,22,12, , , 
2018/3/19,2,2018,3,35,10, , , 
2018/3/20,2,2018,3,29,10, , , 
2018/3/21,2,2018,3,34,8,8, , 
2018/3/22,2,2018,3,19,10,6, , 
2018/3/23,2,2018,3,33,12,4, , 
2018/3/24,2,2018,3,41,24,4, , 
2018/3/25,2,2018,3,68,34,6, , 
2018/3/26,2,2018,3,89,39,17, , 
2018/3/27,2,2018,3,109,33,9, , 
2018/3/28,2,2018,3,89,31,4, , 
2018/3/29,2,2018,3,82,11,4, , 
2018/3/30,2,2018,3,39,14,5, , 
2018/3/31,2,2018,3,54,18,9, , 
2017/10/1,2,2017,10,44, ,3, , 
2017/10/2,2,2017,10,54, ,3, , 
2017/10/3,2,2017,10,36, ,3, , 
2017/10/4,2,2017,10,24, ,3, , 
2017/10/5,2,2017,10,27, ,8, , 
2017/10/6,2,2017,10,48, ,10, , 
2017/10/7,2,2017,10,171, ,3, , 
2017/10/8,2,2017,10,32, ,4, , 
2017/10/9,2,2017,10,55, ,6, , 
2017/10/10,2,2017,10,41, ,7, , 
2017/10/11,2,2017,10,20, ,4, , 
2017/10/12,2,2017,10,28, ,3, , 
2017/10/13,2,2017,10,35, ,6, , 
2017/10/14,2,2017,10,44, ,4, , 
2017/10/15,2,2017,10,39, ,7, , 
2017/10/16,2,2017,10,34, ,5, , 
2017/10/17,2,2017,10,42, ,6, , 
2017/10/18,2,2017,10,46, ,9, , 
2017/10/19,2,2017,10,48, ,7, , 
2017/10/20,2,2017,10,40, ,6, , 
2017/10/21,2,2017,10,23, ,6, , 
2017/10/22,2,2017,10,43, ,4, , 
2017/10/23,2,2017,10,29, ,6, , 
2017/10/24,2,2017,10,63, ,6, , 
2017/10/25,2,2017,10,65, ,6, , 
2017/10/26,2,2017,10,58, ,10, , 
2017/10/27,2,2017,10,59, ,10, , 
2017/10/28,2,2017,10,50, ,12, , 
2017/10/29,2,2017,10,62, ,3, , 
2017/10/30,2,2017,10,33, ,3, , 
2017/10/31,2,2017,10,67, ,4, , 
2017/11/1,2,2017,11,48, ,9, , 
2017/11/2,2,2017,11,70, ,10, , 
2017/11/3,2,2017,11,64, ,4, , 
2017/11/4,2,2017,11,43, ,4, , 
2017/11/5,2,2017,11,51, ,4, , 
2017/11/6,2,2017,11,54, ,4, , 
2017/11/7,2,2017,11,62, ,3, , 
2017/11/8,2,2017,11,56, ,2, , 
2017/11/9,2,2017,11,44, ,6, , 
2017/11/10,2,2017,11,29, ,3, , 
2017/11/11,2,2017,11,33, ,3, , 
2017/11/12,2,2017,11,32, ,9, , 
2017/11/13,2,2017,11,38, ,5, , 
2017/11/14,2,2017,11,38, ,4, , 
2017/11/15,2,2017,11,32, ,5, , 
2017/11/16,2,2017,11,26, ,9, , 
2017/11/17,2,2017,11,34, ,8, , 
2017/11/18,2,2017,11,32, ,3, , 
2017/11/19,2,2017,11,24, ,9, , 
2017/11/20,2,2017,11,28, ,10, , 
2017/11/21,2,2017,11,32, ,16, , 
2017/11/22,2,2017,11,37, ,10, , 
2017/11/23,2,2017,11,35, ,6, , 
2017/11/24,2,2017,11,39, ,7, , 
2017/11/25,2,2017,11,37, ,7, , 
2017/11/26,2,2017,11,35, ,8, , 
2017/11/27,2,2017,11,32, ,21, , 
2017/11/28,2,2017,11,40, ,6, , 
2017/11/29,2,2017,11,56, ,4, , 
2017/11/30,2,2017,11,31, ,4, , 
2017/12/1,2,2017,12,22, ,5, , 
2017/12/2,2,2017,12,28, ,12, , 
2017/12/3,2,2017,12,36, ,10, , 
2017/12/4,2,2017,12,58, ,7, , 
2017/12/5,2,2017,12,28, ,5, , 
2017/12/6,2,2017,12,32, ,15, , 
2017/12/7,2,2017,12,40, ,11, , 
2017/12/8,2,2017,12,25, ,6, , 
2017/12/9,2,2017,12,27, ,12, , 
2017/12/10,2,2017,12,45, ,9, , 
2017/12/11,2,2017,12,38, ,3, , 
2017/12/12,2,2017,12,30, ,5, , 
2017/12/13,2,2017,12,21, ,10, , 
2017/12/14,2,2017,12,28, ,11, , 
2017/12/15,2,2017,12,26, ,13, , 
2017/12/16,2,2017,12,36, ,4, , 
2017/12/17,2,2017,12,31, ,11, , 
2017/12/18,2,2017,12,30, ,9, , 
2017/12/19,2,2017,12,34, ,5, , 
2017/12/20,2,2017,12,34, ,8, , 
2017/12/21,2,2017,12,36, ,20, , 
2017/12/22,2,2017,12,45, ,15, , 
2017/12/23,2,2017,12,61, ,24, , 
2017/12/24,2,2017,12,77, ,6, , 
2017/12/25,2,2017,12,42, ,3, , 
2017/12/26,2,2017,12,29, ,4, , 
2017/12/27,2,2017,12,22, ,5, , 
2017/12/28,2,2017,12,19, ,7, , 
2017/12/29,2,2017,12,22, ,14, , 
2017/12/30,2,2017,12,30, ,28, , 
2017/12/31,2,2017,12,37, ,4, , 
2017/7/1,2,2017,7,53, ,2, , 
2017/7/2,2,2017,7,56, ,7, , 
2017/7/3,2,2017,7,51, ,5, , 
2017/7/4,2,2017,7,33, ,4, , 
2017/7/5,2,2017,7,47, ,2, , 
2017/7/6,2,2017,7,32, ,2, , 
2017/7/7,2,2017,7,41, ,3, , 
2017/7/8,2,2017,7,49, ,5, , 
2017/7/9,2,2017,7,49, ,7, , 
2017/7/10,2,2017,7,50, ,7, , 
2017/7/11,2,2017,7,62, ,2, , 
2017/7/12,2,2017,7,38, ,4, , 
2017/7/13,2,2017,7,54, ,4, , 
2017/7/14,2,2017,7,68, ,4, , 
2017/7/15,2,2017,7,69, ,5, , 
2017/7/16,2,2017,7,46, ,1, , 
2017/7/17,2,2017,7,42, ,2, , 
2017/7/18,2,2017,7,39, ,2, , 
2017/7/19,2,2017,7,32, ,7, , 
2017/7/20,2,2017,7,51, ,4, , 
2017/7/21,2,2017,7,58, ,4, , 
2017/7/22,2,2017,7,33, ,4, , 
2017/7/23,2,2017,7,28, ,3, , 
2017/7/24,2,2017,7,33, ,2, , 
2017/7/25,2,2017,7,33, ,3, , 
2017/7/26,2,2017,7,39, ,4, , 
2017/7/27,2,2017,7,48, ,4, , 
2017/7/28,2,2017,7,49, ,2, , 
2017/7/29,2,2017,7,40, ,1, , 
2017/7/30,2,2017,7,30, ,2, , 
2017/7/31,2,2017,7,22, ,2, , 
2017/8/1,2,2017,8,29, ,3, , 
2017/8/2,2,2017,8,33, ,4, , 
2017/8/3,2,2017,8,53, ,5, , 
2017/8/4,2,2017,8,61, ,4, , 
2017/8/5,2,2017,8,65, ,6, , 
2017/8/6,2,2017,8,54, ,5, , 
2017/8/7,2,2017,8,48, ,2, , 
2017/8/8,2,2017,8,30, ,1, , 
2017/8/9,2,2017,8,13, ,2, , 
2017/8/10,2,2017,8,18, ,2, , 
2017/8/11,2,2017,8,22, ,2, , 
2017/8/12,2,2017,8,15, ,2, , 
2017/8/13,2,2017,8,17, ,2, , 
2017/8/14,2,2017,8,15, ,2, , 
2017/8/15,2,2017,8,18, ,1, , 
2017/8/16,2,2017,8,20, ,3, , 
2017/8/17,2,2017,8,17, ,4, , 
2017/8/18,2,2017,8,18, ,3, , 
2017/8/19,2,2017,8,16, ,2, , 
2017/8/20,2,2017,8,22, ,5, , 
2017/8/21,2,2017,8,31, ,4, , 
2017/8/22,2,2017,8,49, ,2, , 
2017/8/23,2,2017,8,23, ,4, , 
2017/8/24,2,2017,8,28, ,2, , 
2017/8/25,2,2017,8,38, ,3, , 
2017/8/26,2,2017,8,46, ,2, , 
2017/8/27,2,2017,8,39, ,6, , 
2017/8/28,2,2017,8,53, ,3, , 
2017/8/29,2,2017,8,37, ,2, , 
2017/8/30,2,2017,8,27, ,2, , 
2017/8/31,2,2017,8,38, ,3, , 
2017/9/1,2,2017,9,44, ,2, , 
2017/9/2,2,2017,9,41, ,2, , 
2017/9/3,2,2017,9,37, ,2, , 
2017/9/4,2,2017,9,30, ,3, , 
2017/9/5,2,2017,9,33, ,4, , 
2017/9/6,2,2017,9,46, , , , 
2017/9/11,2,2017,9,38, ,5, , 
2017/9/12,2,2017,9,26, ,2, , 
2017/9/13,2,2017,9,37, ,2, , 
2017/9/14,2,2017,9,32, ,3, , 
2017/9/15,2,2017,9,30, ,4, , 
2017/9/16,2,2017,9,41, ,3, , 
2017/9/17,2,2017,9,32, ,1, , 
2017/9/18,2,2017,9,26, ,2, , 
2017/9/19,2,2017,9,41, ,6, , 
2017/9/20,2,2017,9,57, ,2, , 
2017/9/21,2,2017,9,32, ,5, , 
2017/9/22,2,2017,9,31, ,6, , 
2017/9/23,2,2017,9,47, ,3, , 
2017/9/24,2,2017,9,49, ,5, , 
2017/9/25,2,2017,9,56, ,5, , 
2017/9/26,2,2017,9,58, ,6, , 
2017/9/27,2,2017,9,51, ,4, , 
2017/9/28,2,2017,9,22, ,5, , 
2017/9/29,2,2017,9,29, ,5, , 
2017/9/30,2,2017,9,39, ,3, , 
2017/4/1,2,2017,4,42,12,7, , 
2017/4/2,2,2017,4,48,19,6, , 
2017/4/3,2,2017,4,64,19,7, , 
2017/4/4,2,2017,4,61,19,13, , 
2017/4/5,2,2017,4,66,25,6, , 
2017/4/6,2,2017,4,75,10,2, , 
2017/4/7,2,2017,4,36,18,6, , 
2017/4/8,2,2017,4,60,9,1, , 
2017/4/9,2,2017,4,40,12,4, , 
2017/4/10,2,2017,4,46,15,11, , 
2017/4/11,2,2017,4,55,8,2, , 
2017/4/12,2,2017,4,35,15,2, , 
2017/4/13,2,2017,4,54,21,2, , 
2017/4/14,2,2017,4,54,17,2, , 
2017/4/15,2,2017,4,62,29,2, , 
2017/4/16,2,2017,4,82,22,6, , 
2017/4/17,2,2017,4,69,8,3, , 
2017/4/18,2,2017,4,31,7,3, , 
2017/4/19,2,2017,4,29,7,2, , 
2017/4/20,2,2017,4,29,11,6, , 
2017/4/21,2,2017,4,29,9,3, , 
2017/4/22,2,2017,4,30, ,3, , 
2017/4/23,2,2017,4,26,11,8, , 
2017/4/24,2,2017,4,34,8,7, , 
2017/4/25,2,2017,4,49, ,5, , 
2017/4/26,2,2017,4,41, ,3, , 
2017/4/27,2,2017,4,35, ,3, , 
2017/4/28,2,2017,4,39, ,6, , 
2017/4/29,2,2017,4,42, ,7, , 
2017/4/30,2,2017,4,59, ,2, , 
2017/5/1,2,2017,5,32, ,2, , 
2017/5/2,2,2017,5,22, ,4, , 
2017/5/3,2,2017,5,29, ,7, , 
2017/5/4,2,2017,5,41, ,5, , 
2017/5/5,2,2017,5,55, ,7, , 
2017/5/6,2,2017,5,47, ,3, , 
2017/5/7,2,2017,5,53, ,1, , 
2017/5/8,2,2017,5,47, ,4, , 
2017/5/9,2,2017,5,27, ,9, , 
2017/5/10,2,2017,5,54, ,5, , 
2017/5/11,2,2017,5,40, ,6, , 
2017/5/12,2,2017,5,46, ,6, , 
2017/5/13,2,2017,5,48, ,3, , 
2017/5/14,2,2017,5,21, ,7, , 
2017/5/15,2,2017,5,27, ,4, , 
2017/5/16,2,2017,5,31, ,2, , 
2017/5/17,2,2017,5,32, ,3, , 
2017/5/18,2,2017,5,35, ,5, , 
2017/5/19,2,2017,5,29, ,5, , 
2017/5/20,2,2017,5,48, ,5, , 
2017/5/21,2,2017,5,73, ,7, , 
2017/5/22,2,2017,5,80, ,6, , 
2017/5/23,2,2017,5,75, ,5, , 
2017/5/24,2,2017,5,75, ,5, , 
2017/5/25,2,2017,5,58, ,3, , 
2017/5/26,2,2017,5,28, ,4, , 
2017/5/27,2,2017,5,19, ,3, , 
2017/5/28,2,2017,5,28, ,2, , 
2017/5/29,2,2017,5,34, ,6, , 
2017/5/30,2,2017,5,64, ,5, , 
2017/5/31,2,2017,5,88, ,5, , 
2017/6/1,2,2017,6,75, ,4, , 
2017/6/2,2,2017,6,26, ,2, , 
2017/6/3,2,2017,6,19, ,2, , 
2017/6/4,2,2017,6,20, ,2, , 
2017/6/5,2,2017,6,29, ,2, , 
2017/6/6,2,2017,6,32, ,6, , 
2017/6/7,2,2017,6,45, ,4, , 
2017/6/8,2,2017,6,28, ,1, , 
2017/6/9,2,2017,6,38, ,2, , 
2017/6/10,2,2017,6,40, ,1, , 
2017/6/11,2,2017,6,23, ,3, , 
2017/6/12,2,2017,6,38, ,2, , 
2017/6/13,2,2017,6,40, ,3, , 
2017/6/14,2,2017,6,32, ,6, , 
2017/6/15,2,2017,6,48, ,5, , 
2017/6/16,2,2017,6,35, ,2, , 
2017/6/17,2,2017,6,26, ,3, , 
2017/6/18,2,2017,6,45, ,4, , 
2017/6/19,2,2017,6,47, ,6, , 
2017/6/20,2,2017,6,52, ,6, , 
2017/6/21,2,2017,6,46, ,2, , 
2017/6/22,2,2017,6,35, ,3, , 
2017/6/23,2,2017,6,50, ,3, , 
2017/6/24,2,2017,6,55, ,3, , 
2017/6/25,2,2017,6,55, ,1, , 
2017/6/26,2,2017,6,28, ,3, , 
2017/6/27,2,2017,6,32, ,6, , 
2017/6/28,2,2017,6,40, ,6, , 
2017/6/29,2,2017,6,38, ,5, , 
2017/6/30,2,2017,6,48, ,5, , 
2017/1/2,2,2017,1,64,16,9, , 
2017/1/3,2,2017,1,56,10,9, , 
2017/1/4,2,2017,1,45,7,6, , 
2017/1/5,2,2017,1,34,8,8, , 
2017/1/6,2,2017,1,26,9,6, , 
2017/1/7,2,2017,1,30,10,8, , 
2017/1/8,2,2017,1,46,11,15, , 
2017/1/9,2,2017,1,48,11,5, , 
2017/1/10,2,2017,1,42,8,2, , 
2017/1/11,2,2017,1,33,12,2, , 
2017/1/12,2,2017,1,30,8,9, , 
2017/1/13,2,2017,1,36,8,16, , 
2017/1/14,2,2017,1,32,8,10, , 
2017/1/15,2,2017,1,28,6,11, , 
2017/1/16,2,2017,1,28,5,10, , 
2017/1/17,2,2017,1,24,9,19, , 
2017/1/18,2,2017,1,26,9,7, , 
2017/1/19,2,2017,1,22,11,9, , 
2017/1/20,2,2017,1,32,6,7, , 
2017/1/21,2,2017,1,17,7,11, , 
2017/1/22,2,2017,1,23,7,5, , 
2017/1/23,2,2017,1,23,8,7, , 
2017/1/24,2,2017,1,15,8,7, , 
2017/1/25,2,2017,1,27,10,11, , 
2017/1/26,2,2017,1,33,12,4, , 
2017/1/27,2,2017,1,31,10,2, , 
2017/1/28,2,2017,1,27,9,9, , 
2017/1/29,2,2017,1,27,11,9, , 
2017/1/30,2,2017,1,46,9,6, , 
2017/1/31,2,2017,1,28,9,5, , 
2017/2/1,2,2017,2,26,11,4, , 
2017/2/2,2,2017,2,20,10,5, , 
2017/2/3,2,2017,2,29,9,6, , 
2017/2/4,2,2017,2,29,12,15, , 
2017/2/5,2,2017,2,44,9,11, , 
2017/2/6,2,2017,2,23,8,6, , 
2017/2/7,2,2017,2,21,6,6, , 
2017/2/8,2,2017,2,15,8,14, , 
2017/2/9,2,2017,2,22,6,6, , 
2017/2/10,2,2017,2,21,5,10, , 
2017/2/11,2,2017,2,16,5,4, , 
2017/2/12,2,2017,2,13,6,4, , 
2017/2/13,2,2017,2,14,6,6, , 
2017/2/14,2,2017,2,16,7,5, , 
2017/2/15,2,2017,2,26,18,5, , 
2017/2/16,2,2017,2,46,13,4, , 
2017/2/17,2,2017,2,39,8,2, , 
2017/2/18,2,2017,2,28,8,5, , 
2017/2/19,2,2017,2,24,13,24, , 
2017/2/20,2,2017,2,29,9,6, , 
2017/2/21,2,2017,2,18,10,6, , 
2017/2/22,2,2017,2,18,10,18, , 
2017/2/23,2,2017,2,27,17,4, , 
2017/2/24,2,2017,2,40,10,6, , 
2017/2/25,2,2017,2,28,11,7, , 
2017/2/26,2,2017,2,37,8,7, , 
2017/2/27,2,2017,2,23,10,11, , 
2017/2/28,2,2017,2,33,12,18, , 
2017/3/1,2,2017,3,43,19,23, , 
2017/3/2,2,2017,3,58,15,6, , 
2017/3/3,2,2017,3,45,15,4, , 
2017/3/4,2,2017,3,47,13,4, , 
2017/3/5,2,2017,3,42,13,10, , 
2017/3/6,2,2017,3,34,11,4, , 
2017/3/7,2,2017,3,26,9,7, , 
2017/3/8,2,2017,3,28,14,4, , 
2017/3/9,2,2017,3,42,11,6, , 
2017/3/10,2,2017,3,30,9,14, , 
2017/3/11,2,2017,3,30,12,15, , 
2017/3/12,2,2017,3,31,14,19, , 
2017/3/13,2,2017,3,43,13,15, , 
2017/3/14,2,2017,3,38,10,4, , 
2017/3/15,2,2017,3,30,13,11, , 
2017/3/16,2,2017,3,33,10,7, , 
2017/3/17,2,2017,3,25,14,7, , 
2017/3/18,2,2017,3,42,12,6, , 
2017/3/19,2,2017,3,31,14,4, , 
2017/3/20,2,2017,3,40,25,14, , 
2017/3/21,2,2017,3,71,12,3, , 
2017/3/22,2,2017,3,38,9,3, , 
2017/3/23,2,2017,3,22,10,5, , 
2017/3/24,2,2017,3,17,11,4, , 
2017/3/25,2,2017,3,20,12,8, , 
2017/3/26,2,2017,3,28,9,6, , 
2017/3/27,2,2017,3,24,14,10, , 
2017/3/28,2,2017,3,36,24,5, , 
2017/3/29,2,2017,3,63,27,5, , 
2017/3/30,2,2017,3,80,10,6, , 
2017/3/31,2,2017,3,43,12,9, , 
2016/10/1,2,2016,10,27,14,3, , 
2016/10/2,2,2016,10,44,15,5, , 
2016/10/3,2,2016,10,39,15,2, , 
2016/10/4,2,2016,10,47,17,6, , 
2016/10/5,2,2016,10,53,9,2, , 
2016/10/6,2,2016,10,31,10,2, , 
2016/10/7,2,2016,10,30,13,11, , 
2016/10/8,2,2016,10,29,8,1, , 
2016/10/9,2,2016,10,26,8,3, , 
2016/10/10,2,2016,10,27,10,3, , 
2016/10/11,2,2016,10,29,9,4, , 
2016/10/12,2,2016,10,31,8,5, , 
2016/10/13,2,2016,10,25,14,5, , 
2016/10/14,2,2016,10,45,13,8, , 
2016/10/15,2,2016,10,44,20,7, , 
2016/10/16,2,2016,10,59,15,7, , 
2016/10/17,2,2016,10,45,12,4, , 
2016/10/18,2,2016,10,38,14,6, , 
2016/10/19,2,2016,10,40,17,3, , 
2016/10/20,2,2016,10,52,12,3, , 
2016/10/21,2,2016,10,27,13,5, , 
2016/10/22,2,2016,10,40,8,4, , 
2016/10/23,2,2016,10,30,11,4, , 
2016/10/24,2,2016,10,38,12,9, , 
2016/10/25,2,2016,10,44,11,3, , 
2016/10/26,2,2016,10,27,11,3, , 
2016/10/27,2,2016,10,39,12,6, , 
2016/10/28,2,2016,10,31,11,5, , 
2016/10/29,2,2016,10,39,13,6, , 
2016/10/30,2,2016,10,41,13,7, , 
2016/10/31,2,2016,10,37,18,7, , 
2016/11/1,2,2016,11,50,11,8, , 
2016/11/2,2,2016,11,41,8,7, , 
2016/11/3,2,2016,11,28,12,6, , 
2016/11/4,2,2016,11,49,18,8, , 
2016/11/5,2,2016,11,56,14,3, , 
2016/11/6,2,2016,11,38,8,10, , 
2016/11/7,2,2016,11,32,11,11, , 
2016/11/8,2,2016,11,37,10,3, , 
2016/11/9,2,2016,11,30,11,8, , 
2016/11/10,2,2016,11,36,11,20, , 
2016/11/11,2,2016,11,28,8,7, , 
2016/11/12,2,2016,11,26,16,9, , 
2016/11/13,2,2016,11,50,10,12, , 
2016/11/14,2,2016,11,34,16,4, , 
2016/11/15,2,2016,11,54,9,3, , 
2016/11/16,2,2016,11,24,9,5, , 
2016/11/17,2,2016,11,27,11,6, , 
2016/11/18,2,2016,11,33,17,20, , 
2016/11/19,2,2016,11,52,10,8, , 
2016/11/20,2,2016,11,33,10,8, , 
2016/11/21,2,2016,11,40,9,9, , 
2016/11/22,2,2016,11,39,6,5, , 
2016/11/23,2,2016,11,28,7,9, , 
2016/11/24,2,2016,11,27,7,8, , 
2016/11/25,2,2016,11,25,7,13, , 
2016/11/26,2,2016,11,34,10,12, , 
2016/11/27,2,2016,11,39,17,8, , 
2016/11/28,2,2016,11,60,11,5, , 
2016/11/29,2,2016,11,43,11,15, , 
2016/11/30,2,2016,11,38,12,16, , 
2016/12/1,2,2016,12,43,12,2, , 
2016/12/2,2,2016,12,46,11,9, , 
2016/12/3,2,2016,12,43,11,14, , 
2016/12/4,2,2016,12,36,18,11, , 
2016/12/5,2,2016,12,52,13,7, , 
2016/12/6,2,2016,12,46,8,7, , 
2016/12/7,2,2016,12,30,8,12, , 
2016/12/8,2,2016,12,40,7,15, , 
2016/12/9,2,2016,12,25,6,4, , 
2016/12/10,2,2016,12,30,7,7, , 
2016/12/11,2,2016,12,26,9,15, , 
2016/12/12,2,2016,12,38,14,18, , 
2016/12/13,2,2016,12,49,16,13, , 
2016/12/14,2,2016,12,60,8,7, , 
2016/12/15,2,2016,12,27,8,8, , 
2016/12/16,2,2016,12,26,8,5, , 
2016/12/17,2,2016,12,32,22,6, , 
2016/12/18,2,2016,12,62,18,13, , 
2016/12/19,2,2016,12,64,35,22, , 
2016/12/20,2,2016,12,99,39,18, , 
2016/12/21,2,2016,12,104,27,33, , 
2016/12/22,2,2016,12,73,7,12, , 
2016/12/23,2,2016,12,22,5,6, , 
2016/12/24,2,2016,12,23,6,6, , 
2016/12/25,2,2016,12,21,6,6, , 
2016/12/26,2,2016,12,21,9,12, , 
2016/12/27,2,2016,12,31,8,8, , 
2016/12/28,2,2016,12,36,10,6, , 
2016/12/29,2,2016,12,40,8,4, , 
2016/12/30,2,2016,12,37,10,5, , 
2016/12/31,2,2016,12,38, , , , 
2016/7/1,2,2016,7,51,22,7, , 
2016/7/2,2,2016,7,45,9,1, , 
2016/7/3,2,2016,7,29,6,1, , 
2016/7/4,2,2016,7,23,10,2, , 
2016/7/5,2,2016,7,31,8,5, , 
2016/7/6,2,2016,7,28,6,2, , 
2016/7/7,2,2016,7,19,11,2, , 
2016/7/8,2,2016,7,28,13,4, , 
2016/7/9,2,2016,7,28,13,2, , 
2016/7/10,2,2016,7,41,8,1, , 
2016/7/11,2,2016,7,23,7,3, , 
2016/7/12,2,2016,7,31,12,5, , 
2016/7/13,2,2016,7,37,9,7, , 
2016/7/14,2,2016,7,30,6,4, , 
2016/7/15,2,2016,7,18,12,4, , 
2016/7/16,2,2016,7,34,19,6, , 
2016/7/17,2,2016,7,49,11,6, , 
2016/7/18,2,2016,7,26,9,2, , 
2016/7/19,2,2016,7,21,10,3, , 
2016/7/20,2,2016,7,33,10,4, , 
2016/7/21,2,2016,7,34,10,4, , 
2016/7/22,2,2016,7,40,7,3, , 
2016/7/23,2,2016,7,29,7,2, , 
2016/7/24,2,2016,7,19,10,3, , 
2016/7/25,2,2016,7,29,10,4, , 
2016/7/26,2,2016,7,34,17,7, , 
2016/7/27,2,2016,7,40,21,6, , 
2016/7/28,2,2016,7,45,32,10, , 
2016/7/29,2,2016,7,70,40,9, , 
2016/7/30,2,2016,7,81,33,5, , 
2016/7/31,2,2016,7,71,19,4, , 
2016/8/1,2,2016,8,42,14,6, , 
2016/8/2,2,2016,8,28,15,4, , 
2016/8/3,2,2016,8,41,15,2, , 
2016/8/4,2,2016,8,52,17,2, , 
2016/8/5,2,2016,8,48,24,5, , 
2016/8/6,2,2016,8,58,33,6, , 
2016/8/7,2,2016,8,69,40,5, , 
2016/8/8,2,2016,8,64,11,2, , 
2016/8/9,2,2016,8,31,11,2, , 
2016/8/10,2,2016,8,29,10,3, , 
2016/8/11,2,2016,8,28,12,4, , 
2016/8/12,2,2016,8,36,16,3, , 
2016/8/13,2,2016,8,47,10,3, , 
2016/8/14,2,2016,8,33,14,4, , 
2016/8/15,2,2016,8,35,20,5, , 
2016/8/16,2,2016,8,52,14,4, , 
2016/8/17,2,2016,8,27,10,3, , 
2016/8/18,2,2016,8,26,15,3, , 
2016/8/19,2,2016,8,37,23,4, , 
2016/8/20,2,2016,8,41,7,3, , 
2016/8/21,2,2016,8,19,11,5, , 
2016/8/22,2,2016,8,31,6,1, , 
2016/8/23,2,2016,8,22,13,3, , 
2016/8/24,2,2016,8,39,19,6, , 
2016/8/25,2,2016,8,51,11,4, , 
2016/8/26,2,2016,8,30,7,2, , 
2016/8/27,2,2016,8,19,6,1, , 
2016/8/28,2,2016,8,18,7,1, , 
2016/8/29,2,2016,8,13,9,1, , 
2016/8/30,2,2016,8,19,20,4, , 
2016/8/31,2,2016,8,41,28,5, , 
2016/9/1,2,2016,9,64,18,3, , 
2016/9/2,2,2016,9,54,17,4, , 
2016/9/3,2,2016,9,48,9,3, , 
2016/9/4,2,2016,9,23,7,3, , 
2016/9/5,2,2016,9,22,15,4, , 
2016/9/6,2,2016,9,29,12,3, , 
2016/9/7,2,2016,9,40,12,3, , 
2016/9/8,2,2016,9,31,6,3, , 
2016/9/9,2,2016,9,18,7,2, , 
2016/9/10,2,2016,9,20,9,3, , 
2016/9/11,2,2016,9,23,9,4, , 
2016/9/12,2,2016,9,30,8,4, , 
2016/9/13,2,2016,9,21,6,5, , 
2016/9/14,2,2016,9,17,9,3, , 
2016/9/15,2,2016,9,30,11,3, , 
2016/9/16,2,2016,9,32,13,3, , 
2016/9/17,2,2016,9,39,8,2, , 
2016/9/18,2,2016,9,26,7,2, , 
2016/9/19,2,2016,9,17,8,4, , 
2016/9/20,2,2016,9,18,15,5, , 
2016/9/21,2,2016,9,43,10,6, , 
2016/9/22,2,2016,9,28,7,4, , 
2016/9/23,2,2016,9,23,8,5, , 
2016/9/24,2,2016,9,26,13,3, , 
2016/9/25,2,2016,9,41,15,4, , 
2016/9/26,2,2016,9,46,22,7, , 
2016/9/27,2,2016,9,55,12,2, , 
2016/9/28,2,2016,9,32,10,2, , 
2016/9/29,2,2016,9,27,13,4, , 
2016/9/30,2,2016,9,25,9,4, , 
2016/4/1,2,2016,4,60, ,6, , 
2016/4/2,2,2016,4,47, ,6, , 
2016/4/3,2,2016,4,36, ,4, , 
2016/4/4,2,2016,4,26, ,4, , 
2016/4/5,2,2016,4,33, ,4, , 
2016/4/6,2,2016,4,44, ,16, , 
2016/4/7,2,2016,4,51, ,4, , 
2016/4/8,2,2016,4,39, ,4, , 
2016/4/9,2,2016,4,58, ,5, , 
2016/4/10,2,2016,4,50, ,5, , 
2016/4/11,2,2016,4,46, ,4, , 
2016/4/12,2,2016,4,46, ,9, , 
2016/4/13,2,2016,4,46, ,8, , 
2016/4/14,2,2016,4,37, ,2, , 
2016/4/15,2,2016,4,28, ,8, , 
2016/4/16,2,2016,4,82, ,7, , 
2016/4/17,2,2016,4,70, ,2, , 
2016/4/18,2,2016,4,44, ,2, , 
2016/4/19,2,2016,4,23, ,2, , 
2016/4/20,2,2016,4,45, ,7, , 
2016/4/21,2,2016,4,51, ,8, , 
2016/4/22,2,2016,4,66, ,6, , 
2016/4/23,2,2016,4,61, ,3, , 
2016/4/24,2,2016,4,51, ,10, , 
2016/4/25,2,2016,4,57, ,6, , 
2016/4/26,2,2016,4,54, ,5, , 
2016/4/27,2,2016,4,41, ,6, , 
2016/4/28,2,2016,4,22, ,2, , 
2016/4/29,2,2016,4,22, ,2, , 
2016/4/30,2,2016,4,25, ,7, , 
2016/5/1,2,2016,5,37, ,6, , 
2016/5/2,2,2016,5,48, ,7, , 
2016/5/3,2,2016,5,60, ,8, , 
2016/5/4,2,2016,5,63, ,1, , 
2016/5/5,2,2016,5,39, ,6, , 
2016/5/6,2,2016,5,44, ,3, , 
2016/5/7,2,2016,5,53, ,2, , 
2016/5/8,2,2016,5,69, ,8, , 
2016/5/9,2,2016,5,60, ,5, , 
2016/5/10,2,2016,5,46, ,4, , 
2016/5/11,2,2016,5,12, ,3, , 
