date,prefecture_num,year,month, pm25, pm10, o3, no2, so2
2019/7/21,30,2019,7,39,28,13,3,11
2019/7/22,30,2019,7,50,26,31,9,10
2019/7/23,30,2019,7,51,28,40,10,9
2019/7/24,30,2019,7,56,32,32,11,14
2019/7/25,30,2019,7,63,24,24,6,12
2019/7/26,30,2019,7,48,32,22,8,5
2019/7/27,30,2019,7,56,42,16,5,13
2019/7/28,30,2019,7,77,23,18,8,5
2019/7/29,30,2019,7,51,25,20,8,8
2019/7/30,30,2019,7,51,30,20,9,6
2019/7/31,30,2019,7,61,36,41,8,6
2019/8/1,30,2019,8,73,50,58,11,15
2019/8/2,30,2019,8,90,24,16,9,11
2019/8/3,30,2019,8,52,22,19,8,11
2019/8/4,30,2019,8,46,22,22,7,6
2019/8/5,30,2019,8,43,27,12,9,18
2019/8/6,30,2019,8,48,27,15,7,7
2019/8/7,30,2019,8,46,24,13,6,7
2019/8/8,30,2019,8,44,22,16,5,11
2019/8/9,30,2019,8,42,26,21,8,5
2019/8/10,30,2019,8,48,29,19,7,10
2019/8/11,30,2019,8,51,23,28,8,8
2019/8/12,30,2019,8,46,15,16,3,2
2019/8/13,30,2019,8,29,14,13,4,2
2019/8/14,30,2019,8,30,21,22,2,2
2019/8/15,30,2019,8,27,46,37,4,5
2019/8/16,30,2019,8,60,39,45,10,6
2019/8/17,30,2019,8,66,42,41,13,10
2019/8/18,30,2019,8,80,36,31,8,5
2019/8/19,30,2019,8,68,25,19,4,7
2019/8/20,30,2019,8,33,24,18,7,11
2019/8/21,30,2019,8,46,23,16,7,5
2019/8/22,30,2019,8,52,30,16,8,4
2019/8/23,30,2019,8,54,27,40,9,5
2019/8/24,30,2019,8,57,26,54,7,11
2019/8/25,30,2019,8,62,23,48,6,6
2019/8/26,30,2019,8,57,14,26,7,3
2019/8/27,30,2019,8,38,29,12,8,7
2019/8/28,30,2019,8,42,34,12,4,10
2019/8/29,30,2019,8,43,21,15,5,3
2019/8/30,30,2019,8,25,20,44,4,2
2019/8/31,30,2019,8,55,31,54,5,3
2019/9/1,30,2019,9,74,27,17,6,8
2019/9/2,30,2019,9,55,18,15,7,9
2019/9/3,30,2019,9,39,17,16,6,13
2019/9/4,30,2019,9,36,19,16,7,10
2019/9/5,30,2019,9,39,20,13,5,14
2019/9/6,30,2019,9,41,18,11,5,3
2019/9/7,30,2019,9,33,23,19,6,10
2019/9/8,30,2019,9,43,25,24,11,10
2019/9/9,30,2019,9,52,24,28,10,7
2019/9/10,30,2019,9,49,35,44,9,8
2019/9/11,30,2019,9,71,18,46,7,2
2019/9/12,30,2019,9,38,18,24,9,3
2019/9/13,30,2019,9,37,22,53,8,9
2019/9/14,30,2019,9,49,20,54,5,2
2019/9/15,30,2019,9,51,19,39,4,3
2019/9/16,30,2019,9,45,16,38,8,3
2019/9/17,30,2019,9,41,17,49,7,2
2019/9/18,30,2019,9,42,15,35,5,3
2019/9/19,30,2019,9,36,17,39,10,4
2019/9/20,30,2019,9,46,20,44,9,4
2019/9/21,30,2019,9,53,19,29,5,4
2019/9/22,30,2019,9,45,27,34,9,9
2019/9/23,30,2019,9,49,11,28,7,3
2019/9/24,30,2019,9,26,13,50,7,4
2019/9/25,30,2019,9,37,19,44,8,4
2019/9/26,30,2019,9,52,26,28,12,3
2019/9/27,30,2019,9,61,24,37,10,8
2019/9/28,30,2019,9,60,23,43,8,6
2019/9/29,30,2019,9,56,24,48,10,4
2019/9/30,30,2019,9,61,34,42,10,11
2019/4/1,30,2019,4,62,17,44,6,10
2019/4/2,30,2019,4,53,18,44,7,4
2019/4/3,30,2019,4,58,21,63,12,8
2019/4/4,30,2019,4,65,24,47,15,4
2019/4/5,30,2019,4,67,33,62,13,11
2019/4/6,30,2019,4,84,34,77,14,11
2019/4/7,30,2019,4,87,27,58,8,4
2019/4/8,30,2019,4,71,11,43,6,3
2019/4/9,30,2019,4,35,11,36,11,2
2019/4/10,30,2019,4,34,7,38,5,2
2019/4/11,30,2019,4,24,12,41,7,3
2019/4/12,30,2019,4,38,20,47,10,13
2019/4/13,30,2019,4,58,16,43,7,3
2019/4/14,30,2019,4,50,19,48,7,5
2019/4/15,30,2019,4,55,19,51,11,8
2019/4/16,30,2019,4,59,19,45,11,6
2019/4/17,30,2019,4,57,22,50,14,7
2019/4/18,30,2019,4,57,23,53,10,10
2019/4/19,30,2019,4,63,23,48,13,16
2019/4/20,30,2019,4,62,35,45,12,6
2019/4/21,30,2019,4,80,36,74,10,6
2019/4/22,30,2019,4,86,36,44,16,9
2019/4/23,30,2019,4,82,24,35,10,4
2019/4/24,30,2019,4,46,20,40,13,4
2019/4/25,30,2019,4,47,15,42,13,9
2019/4/26,30,2019,4,42,10,38,3,2
2019/4/27,30,2019,4,27,13,40,7,6
2019/4/28,30,2019,4,41,17,38,9,7
2019/4/29,30,2019,4,49,15,33,11,3
2019/4/30,30,2019,4,34,11,26,10,2
2019/5/1,30,2019,5,21,20,47,7,5
2019/5/2,30,2019,5,48,34,66,13,15
2019/5/3,30,2019,5,82,27,62,11,7
2019/5/4,30,2019,5,72,25,48,10,13
2019/5/5,30,2019,5,67,20,45,8,14
2019/5/6,30,2019,5,54,15,43,4,3
2019/5/7,30,2019,5,45,17,47,12,9
2019/5/8,30,2019,5,50,17,49,12,9
2019/5/9,30,2019,5,47,26,60,15,11
2019/5/10,30,2019,5,69,33,79,15,13
2019/5/11,30,2019,5,88,34,72,16,12
2019/5/12,30,2019,5,84,27,43,13,11
2019/5/13,30,2019,5,67,21,42,10,5
2019/5/14,30,2019,5,59,19,52,10,5
2019/5/15,30,2019,5,50,24,48,14,16
2019/5/16,30,2019,5,58,24,46,12,13
2019/5/17,30,2019,5,60,17,40,8,8
2019/5/18,30,2019,5,46,20,42,8,11
2019/5/19,30,2019,5,51,16,37,7,6
2019/5/20,30,2019,5,36,22,52,6,4
2019/5/21,30,2019,5,52,20,72,8,6
2019/5/22,30,2019,5,57,30,69,17,19
2019/5/23,30,2019,5,76,37,114,15,15
2019/5/24,30,2019,5,95,38,86,19,16
2019/5/25,30,2019,5,93,56,65,15,22
2019/5/26,30,2019,5,119,38,55,11,11
2019/5/27,30,2019,5,88,24,44,12,4
2019/5/28,30,2019,5,45,16,49,7,4
2019/5/29,30,2019,5,41,21,56,13,12
2019/5/30,30,2019,5,58,20,51,10,12
2019/5/31,30,2019,5,54,32,64,11,11
2019/6/1,30,2019,6,78,33,33,9,7
2019/6/2,30,2019,6,78,28,47,12,12
2019/6/3,30,2019,6,66,22,37,12,15
2019/6/4,30,2019,6,51,22,42,11,16
2019/6/5,30,2019,6,52,27,67,13,14
2019/6/6,30,2019,6,64,45,36,10,6
2019/6/7,30,2019,6,60,44,45,6,9
2019/6/8,30,2019,6,51,22,51,6,8
2019/6/9,30,2019,6,57,18,43,6,5
2019/6/10,30,2019,6,45,19,43,9,6
2019/6/11,30,2019,6,50,17,44,6,4
2019/6/12,30,2019,6,49,21,49,9,12
2019/6/13,30,2019,6,53,22,37,9,11
2019/6/14,30,2019,6,51,19,34,4,4
2019/6/15,30,2019,6,37,30,48,3,22
2019/6/16,30,2019,6,66,12,47,5,4
2019/6/17,30,2019,6,34,23,44,14,12
2019/6/18,30,2019,6,60,30,41,8,19
2019/6/19,30,2019,6,73,41,75,10,15
2019/6/20,30,2019,6,97,39,43,10,11
2019/6/21,30,2019,6,91,31,57,7,4
2019/6/22,30,2019,6,74,22,51,5,4
2019/6/23,30,2019,6,60,15,45,7,4
2019/6/24,30,2019,6,40,24,57,10,9
2019/6/25,30,2019,6,56,27,34,6,14
2019/6/26,30,2019,6,61,18,16,6,3
2019/6/27,30,2019,6,21,23,26,8,8
2019/6/28,30,2019,6,38,39,30,11,8
2019/6/29,30,2019,6,67,41,21,12,13
2019/6/30,30,2019,6,61,27,38,9,10
2019/1/1,30,2019,1,40,12,32,4,5
2019/1/2,30,2019,1,41,9,34,5,5
2019/1/3,30,2019,1,27,11,31,8,6
2019/1/4,30,2019,1,34,18,36,12,2
2019/1/5,30,2019,1,50,14,34,5,2
2019/1/6,30,2019,1,44,14,31,8,2
2019/1/7,30,2019,1,48,24,37,12,4
2019/1/8,30,2019,1,68,11,33,4,3
2019/1/9,30,2019,1,34,15,21,13,4
2019/1/10,30,2019,1,49,16,30,9,2
2019/1/11,30,2019,1,49,16,28,10,2
2019/1/12,30,2019,1,51,12,32,8,3
2019/1/13,30,2019,1,44,11,32,9,2
2019/1/14,30,2019,1,38,25,17,23,2
2019/1/15,30,2019,1,68,22,34,14,3
2019/1/16,30,2019,1,65,15,32,10,8
2019/1/17,30,2019,1,54,13,32,10,2
2019/1/18,30,2019,1,44,17,28,12,8
2019/1/19,30,2019,1,55,17,35,12,3
2019/1/20,30,2019,1,57,21,35,9,4
2019/1/21,30,2019,1,59,15,32,11,5
2019/1/22,30,2019,1,51,25,41,15,5
2019/1/23,30,2019,1,68,16,36,8,5
2019/1/24,30,2019,1,52,18,36,12,4
2019/1/25,30,2019,1,56,11,33,6,4
2019/1/26,30,2019,1,36,11,32,5,2
2019/1/27,30,2019,1,35,16,33,11,3
2019/1/28,30,2019,1,51,14,32,7,2
2019/1/29,30,2019,1,45,17,32,12,4
2019/1/30,30,2019,1,56,24,26,18,2
2019/1/31,30,2019,1,65,10,31,8,2
2019/2/1,30,2019,2,33,16,33,11,3
2019/2/2,30,2019,2,51,29,38,6,4
2019/2/3,30,2019,2,67,20,36,10,3
2019/2/4,30,2019,2,52,27,34,12,3
2019/2/5,30,2019,2,74,17,25,16,2
2019/2/6,30,2019,2,53,22,23,16,3
2019/2/7,30,2019,2,59,11,30,9,2
2019/2/8,30,2019,2,29,14,30,8,3
2019/2/9,30,2019,2,44,12,33,4,2
2019/2/10,30,2019,2,41,15,28,9,4
2019/2/11,30,2019,2,52,16,34,8,3
2019/2/12,30,2019,2,50,21,37,12,2
2019/2/13,30,2019,2,63,16,35,9,2
2019/2/14,30,2019,2,50,23,26,16,3
2019/2/15,30,2019,2,70,27,35,12,9
2019/2/16,30,2019,2,76,22,39,7,2
2019/2/17,30,2019,2,69,20,34,15,3
2019/2/18,30,2019,2,67,24,32,17,2
2019/2/19,30,2019,2,58,23,34,12,9
2019/2/20,30,2019,2,59,23,36,7,2
2019/2/21,30,2019,2,70,45,33,18,4
2019/2/22,30,2019,2,96,33,39,6,3
2019/2/23,30,2019,2,68,23,37,10,6
2019/2/24,30,2019,2,70,24,38,13,5
2019/2/25,30,2019,2,71,24,43,11,3
2019/2/26,30,2019,2,69,18,33,16,2
2019/2/27,30,2019,2,56,21,24,16,3
2019/2/28,30,2019,2,60,21,44,11,3
2019/3/1,30,2019,3,62,31,44,12,3
2019/3/2,30,2019,3,83,26,31,12,3
2019/3/3,30,2019,3,76,13,39,10,2
2019/3/4,30,2019,3,39,30,47,11,3
2019/3/5,30,2019,3,80,25,30,17,4
2019/3/6,30,2019,3,68,17,46,9,3
2019/3/7,30,2019,3,52,11,37,6,3
2019/3/8,30,2019,3,34,14,42,10,9
2019/3/9,30,2019,3,44,13,33,7,2
2019/3/10,30,2019,3,37,15,41,7,12
2019/3/11,30,2019,3,39,22,53,11,8
2019/3/12,30,2019,3,58,24,38,6,4
2019/3/13,30,2019,3,69,18,39,10,7
2019/3/14,30,2019,3,56,20,44,12,7
2019/3/15,30,2019,3,62,14,40,7,5
2019/3/16,30,2019,3,47,14,39,7,2
2019/3/17,30,2019,3,45,16,41,11,9
2019/3/18,30,2019,3,51,17,28,13,2
2019/3/19,30,2019,3,54,26,52,16,11
2019/3/20,30,2019,3,68,26,50,11,7
2019/3/21,30,2019,3,53,33,38,9,5
2019/3/22,30,2019,3,83,18,40,5,2
2019/3/23,30,2019,3,60,13,38,5,2
2019/3/24,30,2019,3,46,21,38,13,8
2019/3/25,30,2019,3,61,27,56,13,9
2019/3/26,30,2019,3,75,37,64,13,15
2019/3/27,30,2019,3,93,31,54,11,12
2019/3/28,30,2019,3,79,20,41,12,9
2019/3/29,30,2019,3,61,28,45,12,6
2019/3/30,30,2019,3,71,29,46,5,17
2019/3/31,30,2019,3,73,21,46,6,11
2018/10/1,30,2018,10,57,18,42,7,5
2018/10/2,30,2018,10,52,24,48,9,4
2018/10/3,30,2018,10,64,22,25,10,2
2018/10/4,30,2018,10,53,18,31,8,4
2018/10/5,30,2018,10,43,26,28,5,4
2018/10/6,30,2018,10,45,17,39,5,5
2018/10/7,30,2018,10,40,17,44,5,3
2018/10/8,30,2018,10,43,21,49,8,4
2018/10/9,30,2018,10,57,25,24,11,2
2018/10/10,30,2018,10,63,17,37,9,2
2018/10/11,30,2018,10,48,13,30,7,2
2018/10/12,30,2018,10,34,15,42,7,3
2018/10/13,30,2018,10,44,17,40,6,3
2018/10/14,30,2018,10,51,21,37,9,3
2018/10/15,30,2018,10,56,23,30,7,2
2018/10/16,30,2018,10,59,19,43,7,3
2018/10/17,30,2018,10,54,17,35,9,3
2018/10/18,30,2018,10,52,21,53,9,3
2018/10/19,30,2018,10,61,15,33,6,3
2018/10/20,30,2018,10,41,16,41,5,5
2018/10/21,30,2018,10,46,21,38,8,4
2018/10/22,30,2018,10,59,24,25,12,2
2018/10/23,30,2018,10,58,25,43,9,3
2018/10/24,30,2018,10,61,25,39,9,3
2018/10/25,30,2018,10,64,24,38,7,3
2018/10/26,30,2018,10,60,18,41,5,6
2018/10/27,30,2018,10,47,14,35,5,2
2018/10/28,30,2018,10,44,19,37,11,3
2018/10/29,30,2018,10,55,17,39,9,4
2018/10/30,30,2018,10,53,12,32,7,2
2018/10/31,30,2018,10,42,10,32,6,2
2018/11/1,30,2018,11,31,11,30,10,2
2018/11/2,30,2018,11,36,14,38,8,3
2018/11/3,30,2018,11,47,21,39,8,3
2018/11/4,30,2018,11,60,21,30,12,3
2018/11/5,30,2018,11,58,16,34,11,3
2018/11/6,30,2018,11,45,16,37,10,3
2018/11/7,30,2018,11,47,23,36,10,4
2018/11/8,30,2018,11,62,21,30,11,4
2018/11/9,30,2018,11,52,17,38,6,3
2018/11/10,30,2018,11,52,27,47,7,3
2018/11/11,30,2018,11,77,33,28,13,3
2018/11/12,30,2018,11,80,23,30,11,1
2018/11/13,30,2018,11,54,10,29,7,2
2018/11/14,30,2018,11,29,10,27,10,2
2018/11/15,30,2018,11,30,19,27,13,11
2018/11/16,30,2018,11,50,16,32,9,3
2018/11/17,30,2018,11,47,14,33,7,4
2018/11/18,30,2018,11,47,16,24,10,2
2018/11/19,30,2018,11,46,14,34,10,2
2018/11/20,30,2018,11,43,19,30,13,2
2018/11/21,30,2018,11,59,17,31,9,2
2018/11/22,30,2018,11,48,10,31,5,4
2018/11/23,30,2018,11,32,11,31,9,1
2018/11/24,30,2018,11,33,14,30,8,6
2018/11/25,30,2018,11,46,31,21,18,2
2018/11/26,30,2018,11,74,30,31,13,4
2018/11/27,30,2018,11,75,32,27,17,3
2018/11/28,30,2018,11,77,24,31,9,2
2018/11/29,30,2018,11,55,36,30,10,2
2018/11/30,30,2018,11,73,38,36,11,2
2018/12/1,30,2018,12,75,37,31,9,6
2018/12/2,30,2018,12,77,39,20,16,2
2018/12/3,30,2018,12,75,33,32,9,4
2018/12/4,30,2018,12,59,13,31,7,4
2018/12/5,30,2018,12,37,17,16,14,3
2018/12/6,30,2018,12,48,18,28,8,6
2018/12/7,30,2018,12,50,13,31,4,12
2018/12/8,30,2018,12,49,10,28,4,5
2018/12/9,30,2018,12,36,10,25,8,2
2018/12/10,30,2018,12,33,14,25,16,6
2018/12/11,30,2018,12,40,13,29,12,2
2018/12/12,30,2018,12,31,13,31,9,8
2018/12/13,30,2018,12,39,11,32,8,3
2018/12/14,30,2018,12,35,13,32,9,2
2018/12/15,30,2018,12,43,13,30,7,3
2018/12/16,30,2018,12,40,15,34,8,7
2018/12/17,30,2018,12,41,24,34,7,16
2018/12/18,30,2018,12,66,23,39,10,7
2018/12/19,30,2018,12,62,32,26,21,2
2018/12/20,30,2018,12,75,33,25,18,3
2018/12/21,30,2018,12,77,24,19,14,2
2018/12/22,30,2018,12,54,20,27,10,4
2018/12/23,30,2018,12,52,10,33,6,2
2018/12/24,30,2018,12,32,14,31,10,2
2018/12/25,30,2018,12,43,21,21,15,2
2018/12/26,30,2018,12,60,13,34,9,3
2018/12/27,30,2018,12,43,9,33,4,6
2018/12/28,30,2018,12,31,9,32,4,6
2018/12/29,30,2018,12,27,8,31,5,3
2018/12/30,30,2018,12,21, , , , 
2018/7/1,30,2018,7,49,24,13,8,9
2018/7/2,30,2018,7,48,20,11,6,4
2018/7/3,30,2018,7,36,29,20,10,6
2018/7/4,30,2018,7,54,33,19,13,8
2018/7/5,30,2018,7,56,24,16,10,8
2018/7/6,30,2018,7,41,21,15,9,6
2018/7/7,30,2018,7,36,17,14,8,8
2018/7/8,30,2018,7,34,27,21,12,9
2018/7/9,30,2018,7,50,24,14,11,12
2018/7/10,30,2018,7,51,32,32,20,14
2018/7/11,30,2018,7,68,41,53,14,8
2018/7/12,30,2018,7,86,47,63,16,8
2018/7/13,30,2018,7,96,44,70,13,8
2018/7/14,30,2018,7,98,54,42,22,17
2018/7/15,30,2018,7,125,59,35,23,21
2018/7/16,30,2018,7,132,52,31,20,18
2018/7/17,30,2018,7,113,54,62,20,14
2018/7/18,30,2018,7,116,62,62,21,16
2018/7/19,30,2018,7,141,41,25,14,19
2018/7/20,30,2018,7,88,24,14,9,15
2018/7/21,30,2018,7,42,25,17,10,14
2018/7/22,30,2018,7,47,28,45,9,8
2018/7/23,30,2018,7,58,34,63,8,7
2018/7/24,30,2018,7,64,40,62,13,8
2018/7/25,30,2018,7,86,38,42,16,15
2018/7/26,30,2018,7,94,28,40,14,17
2018/7/27,30,2018,7,60,34,38,8,6
2018/7/28,30,2018,7,73,27,29,8,7
2018/7/29,30,2018,7,47,25,32,11,10
2018/7/30,30,2018,7,57,29,33,12,7
2018/7/31,30,2018,7,56,32,20,12,11
2018/8/1,30,2018,8,68,36,23,12,12
2018/8/2,30,2018,8,73,44,56,17,11
2018/8/3,30,2018,8,93,33,74,13,8
2018/8/4,30,2018,8,68,45,79,19,19
2018/8/5,30,2018,8,102,41,72,14,6
2018/8/6,30,2018,8,91,24,61,9,5
2018/8/7,30,2018,8,49,18,39,7,3
2018/8/8,30,2018,8,43,16,35,8,2
2018/8/9,30,2018,8,40,23,36,13,6
2018/8/10,30,2018,8,48,36,22,14,7
2018/8/11,30,2018,8,72,24,15,11,9
2018/8/12,30,2018,8,41,24,12,8,7
2018/8/13,30,2018,8,41,24,15,9,9
2018/8/14,30,2018,8,43,21,13,6,4
2018/8/15,30,2018,8,29,32,11,9,6
2018/8/16,30,2018,8,51,15,30,5,2
2018/8/17,30,2018,8,29,17,43,12,7
2018/8/18,30,2018,8,42,24,44,12,10
2018/8/19,30,2018,8,55,24,62,14,9
2018/8/20,30,2018,8,57,20,26,10,5
2018/8/21,30,2018,8,43,18,12,7,5
2018/8/22,30,2018,8,34,18,20,8,4
2018/8/23,30,2018,8,30,48,17,10,4
2018/8/24,30,2018,8,65,44,15,11,7
2018/8/25,30,2018,8,64,33,12,8,9
2018/8/26,30,2018,8,56,27,31,10,12
2018/8/27,30,2018,8,47,34,38,13,8
2018/8/28,30,2018,8,65,35,21,11,10
2018/8/29,30,2018,8,66,20,15,7,6
2018/8/30,30,2018,8,36,33,21,9,9
2018/8/31,30,2018,8,58,20,23,8,4
2018/9/1,30,2018,9,38,20,32,9,8
2018/9/2,30,2018,9,38,21,28,10,7
2018/9/3,30,2018,9,43,22,10,4,2
2018/9/4,30,2018,9,32,31,37,7,5
2018/9/5,30,2018,9,57,31,35,12,9
2018/9/6,30,2018,9,67,29,5,8,7
2018/9/7,30,2018,9,46,19,38,8,4
2018/9/8,30,2018,9,39,19,15,7,4
2018/9/9,30,2018,9,33,11,34,6,2
2018/9/10,30,2018,9,17,13,44,8,2
2018/9/11,30,2018,9,30,17,20,9,1
2018/9/12,30,2018,9,36,24,28,14,2
2018/9/13,30,2018,9,52,22,35,13,2
2018/9/14,30,2018,9,50,23,24,11,3
2018/9/15,30,2018,9,45,27,39,9,11
2018/9/16,30,2018,9,56,21,39,7,3
2018/9/17,30,2018,9,54,21,47,9,2
2018/9/18,30,2018,9,57,25,49,7,2
2018/9/19,30,2018,9,64,22,28,9,2
2018/9/20,30,2018,9,52,25,36,8,6
2018/9/21,30,2018,9,50,19,38,6,4
2018/9/22,30,2018,9,42,18,45,4,2
2018/9/23,30,2018,9,47,28,44,9,4
2018/9/24,30,2018,9,65,25,38,9,2
2018/9/25,30,2018,9,60,13,29,6,1
2018/9/26,30,2018,9,34,11,37,7,9
2018/9/27,30,2018,9,26,16,46,8,5
2018/9/28,30,2018,9,41,13,30,6,3
2018/9/29,30,2018,9,28,11,21,4,2
2018/9/30,30,2018,9,17,24,42,4,8
2018/4/1,30,2018,4,62,34,37,22,19
2018/4/2,30,2018,4,82,44,42,23,24
2018/4/3,30,2018,4,111,40,38,19,18
2018/4/4,30,2018,4,95,18,41,16,9
2018/4/5,30,2018,4,44,33,38,13,9
2018/4/6,30,2018,4,67,44,50,5,18
2018/4/7,30,2018,4,106,22,54,6,11
2018/4/8,30,2018,4,71,22,47,14,9
2018/4/9,30,2018,4,63,35,64,17,12
2018/4/10,30,2018,4,85,28,56,14,7
2018/4/11,30,2018,4,59,35,64,15,9
2018/4/12,30,2018,4,79,20,49,10,5
2018/4/13,30,2018,4,60,21,52,12,7
2018/4/14,30,2018,4,57,21,41,7,4
2018/4/15,30,2018,4,46,44,41,8,3
2018/4/16,30,2018,4,87,57,34,17,4
2018/4/17,30,2018,4,105,37,46,12,4
2018/4/18,30,2018,4,75,31,47,18,20
2018/4/19,30,2018,4,77,31,67,13,6
2018/4/20,30,2018,4,78,38,62,19,14
2018/4/21,30,2018,4,93,33,57,16,15
2018/4/22,30,2018,4,85,25,50,14,10
2018/4/23,30,2018,4,68,20,39,12,6
2018/4/24,30,2018,4,50,21,40,9,7
2018/4/25,30,2018,4,51,14,51,9,3
2018/4/26,30,2018,4,40,21,40,21,17
2018/4/27,30,2018,4,58,33,66,11,5
2018/4/28,30,2018,4,89,29,65,17,15
2018/4/29,30,2018,4,79,31,56,17,14
2018/4/30,30,2018,4,87,38,52,16,17
2018/5/1,30,2018,5,99,25,41,15,5
2018/5/2,30,2018,5,60,29,48,11,12
2018/5/3,30,2018,5,70,29,53,11,17
2018/5/4,30,2018,5,82,22,53,15,12
2018/5/5,30,2018,5,64,23,52,12,9
2018/5/6,30,2018,5,64,31,42,17,4
2018/5/7,30,2018,5,54,15,38,12,2
2018/5/8,30,2018,5,26,21,42,6,2
2018/5/9,30,2018,5,39,15,41,7,2
2018/5/10,30,2018,5,46,20,51,16,13
2018/5/11,30,2018,5,61,21,51,15,11
2018/5/12,30,2018,5,61,20,41,16,4
2018/5/13,30,2018,5,36,27,55,10,3
2018/5/14,30,2018,5,59,30,61,21,15
2018/5/15,30,2018,5,77,29,52,18,14
2018/5/16,30,2018,5,73,49,43,18,14
2018/5/17,30,2018,5,109,49,31,14,12
2018/5/18,30,2018,5,111,28,40,7,4
2018/5/19,30,2018,5,33,14,46,8,6
2018/5/20,30,2018,5,38,22,43,12,11
2018/5/21,30,2018,5,61,24,47,15,11
2018/5/22,30,2018,5,65,24,28,15,4
2018/5/23,30,2018,5,57,25,47,11,5
2018/5/24,30,2018,5,48,32,51,23,20
2018/5/25,30,2018,5,76,34,36,20,17
2018/5/26,30,2018,5,80,34,57,21,19
2018/5/27,30,2018,5,81,26,44,16,12
2018/5/28,30,2018,5,63,37,45,19,13
2018/5/29,30,2018,5,73,23,28,15,4
2018/5/30,30,2018,5,48,24,41,18,8
2018/5/31,30,2018,5,51,24,53,9,5
2018/6/1,30,2018,6,60,29,64,16,13
2018/6/2,30,2018,6,75,34,47,19,17
2018/6/3,30,2018,6,85,26,53,17,16
2018/6/4,30,2018,6,69,25,44,18,13
2018/6/5,30,2018,6,60,14,31,11,3
2018/6/6,30,2018,6,29,27,45,23,11
2018/6/7,30,2018,6,59,31,21,17,12
2018/6/8,30,2018,6,61,42,73,10,8
2018/6/9,30,2018,6,76,27,36,11,7
2018/6/10,30,2018,6,72,22,37,11,6
2018/6/11,30,2018,6,51,15,36,8,5
2018/6/12,30,2018,6,27,11,43,7,5
2018/6/13,30,2018,6,27,19,44,14,7
2018/6/14,30,2018,6,50,23,32,17,4
2018/6/15,30,2018,6,55,18,47,9,5
2018/6/16,30,2018,6,48,24,40,13,12
2018/6/17,30,2018,6,61,14,37,11,5
2018/6/18,30,2018,6,35,19,32,17,9
2018/6/19,30,2018,6,43,17,26,12,3
2018/6/20,30,2018,6,26,27,40,17,9
2018/6/21,30,2018,6,60,30,63,13,10
2018/6/22,30,2018,6,77,26,38,13,5
2018/6/23,30,2018,6,65,29,56,13,8
2018/6/24,30,2018,6,63,35,55,19,16
2018/6/25,30,2018,6,84,34,31,14,10
2018/6/26,30,2018,6,77,33,12,9,12
2018/6/27,30,2018,6,59,31,13,9,11
2018/6/28,30,2018,6,60,27,10,8,11
2018/6/29,30,2018,6,50,25,10,7,10
2018/6/30,30,2018,6,40,27,13,7,8
2018/1/1,30,2018,1,53,17,32,4,14
2018/1/2,30,2018,1,56,21,36,5,7
2018/1/3,30,2018,1,63,8,27,9,3
2018/1/4,30,2018,1,31,10,23,14,2
2018/1/5,30,2018,1,35,15,31,9,6
2018/1/6,30,2018,1,52,11,31,8,2
2018/1/7,30,2018,1,43,13,19,13,2
2018/1/8,30,2018,1,43,30,33,11,18
2018/1/9,30,2018,1,84,27,30,11,14
2018/1/10,30,2018,1,81,20,26,8,16
2018/1/11,30,2018,1,67,18,28,12,18
2018/1/12,30,2018,1,60,19,31,8,16
2018/1/13,30,2018,1,66,10,31,7,3
2018/1/14,30,2018,1,36,16,24,18,7
2018/1/15,30,2018,1,57,23,27,24,10
2018/1/16,30,2018,1,70,23,34,17,7
2018/1/17,30,2018,1,54,12,33,13,5
2018/1/18,30,2018,1,40,30,33,17,3
2018/1/19,30,2018,1,90,28,32,13,4
2018/1/20,30,2018,1,84,23,35,10,3
2018/1/21,30,2018,1,73,16,26,17,2
2018/1/22,30,2018,1,59,22,34,12,9
2018/1/23,30,2018,1,70,14,34,6,15
2018/1/24,30,2018,1,54,9,32,7,8
2018/1/25,30,2018,1,39,13,33,7,11
2018/1/26,30,2018,1,51,10,31,7,2
2018/1/27,30,2018,1,39,19,24,10,2
2018/1/28,30,2018,1,63,21,35,11,7
2018/1/29,30,2018,1,73,20,34,9,14
2018/1/30,30,2018,1,69,14,32,17,4
2018/1/31,30,2018,1,55,16,23,26,2
2018/2/1,30,2018,2,59,20,23,22,3
2018/2/2,30,2018,2,68,17,30,14,4
2018/2/3,30,2018,2,60,20,33,5,16
2018/2/4,30,2018,2,70,26,32,10,21
2018/2/5,30,2018,2,87,20,32,13,17
2018/2/6,30,2018,2,72,20,34,11,20
2018/2/7,30,2018,2,73,20,33,13,8
2018/2/8,30,2018,2,63,32,36,22,10
2018/2/9,30,2018,2,81,30,25,24,3
2018/2/10,30,2018,2,84,24,35,8,12
2018/2/11,30,2018,2,73,26,35,9,12
2018/2/12,30,2018,2,85,20,33,10,13
2018/2/13,30,2018,2,71,17,37,19,7
2018/2/14,30,2018,2,55,25,23,24,5
2018/2/15,30,2018,2,70,22,32,18,6
2018/2/16,30,2018,2,69,26,40,10,15
2018/2/17,30,2018,2,80,9,34,6,2
2018/2/18,30,2018,2,31,16,27,23,3
2018/2/19,30,2018,2,51,24,38,18,4
2018/2/20,30,2018,2,74,24,34,20,4
2018/2/21,30,2018,2,72,13,33,16,3
2018/2/22,30,2018,2,51,18,40,16,4
2018/2/23,30,2018,2,63,34,45,15,6
2018/2/24,30,2018,2,98,29,36,10,2
