表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公開日：,2021年3月5日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
***,調査又は集計していないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,データが得られないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,数値が秘匿されているもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A1301,,A130101,,A130102,,A1302,,A130201,,A130202,,A1303,,A130301,,A130302,,A1304,,A130401,,A130402,,A1305,,A130501,,A130502,,A1306,,A130601,,A130602,
調査年 コード,調査年,地域 コード,地域,/項目,A1301_15歳未満人口【人】,注釈,A130101_15歳未満人口（男）【人】,注釈,A130102_15歳未満人口（女）【人】,注釈,A1302_15～64歳人口【人】,注釈,A130201_15～64歳人口（男）【人】,注釈,A130202_15～64歳人口（女）【人】,注釈,A1303_65歳以上人口【人】,注釈,A130301_65歳以上人口（男）【人】,注釈,A130302_65歳以上人口（女）【人】,注釈,A1304_15歳未満人口割合【％】,注釈,A130401_15歳未満人口割合（男）【％】,注釈,A130402_15歳未満人口割合（女）【％】,注釈,A1305_15～64歳人口割合【％】,注釈,A130501_15～64歳人口割合（男）【％】,注釈,A130502_15～64歳人口割合（女）【％】,注釈,A1306_65歳以上人口割合【％】,注釈,A130601_65歳以上人口割合（男）【％】,注釈,A130602_65歳以上人口割合（女）【％】,注釈
2008100000,2008年度,19000,山梨県,,"120,000",,"62,000",,"58,000",,"545,000",,"277,000",,"268,000",,"206,000",,"87,000",,"119,000",,13.8,,14.5,,13.1,,62.6,,65,,60.2,,23.7,,20.5,,26.7,
2008100000,2008年度,20000,長野県,,"297,000",,"152,000",,"145,000",,"1,319,000",,"667,000",,"653,000",,"554,000",,"236,000",,"318,000",,13.7,,14.4,,13,,60.8,,63.2,,58.5,,25.5,,22.4,,28.5,
2008100000,2008年度,21000,岐阜県,,"294,000",,"150,000",,"144,000",,"1,325,000",,"659,000",,"666,000",,"481,000",,"208,000",,"273,000",,14,,14.8,,13.3,,63.1,,64.8,,61.5,,22.9,,20.4,,25.2,
2008100000,2008年度,22000,静岡県,,"516,000",,"265,000",,"251,000",,"2,424,000",,"1,237,000",,"1,187,000",,"860,000",,"372,000",,"488,000",,13.6,,14.2,,13,,63.8,,66,,61.6,,22.6,,19.8,,25.3,
2008100000,2008年度,23000,愛知県,,"1,088,000",,"560,000",,"528,000",,"4,896,000",,"2,530,000",,"2,367,000",,"1,419,000",,"634,000",,"785,000",,14.7,,15,,14.4,,66.1,,67.9,,64.3,,19.2,,17,,21.3,
2008100000,2008年度,24000,三重県,,"258,000",,"132,000",,"126,000",,"1,183,000",,"595,000",,"588,000",,"434,000",,"186,000",,"248,000",,13.8,,14.5,,13.1,,63.1,,65.2,,61.1,,23.1,,20.4,,25.8,
2008100000,2008年度,25000,滋賀県,,"212,000",,"109,000",,"102,000",,"914,000",,"465,000",,"449,000",,"276,000",,"120,000",,"156,000",,15.1,,15.7,,14.5,,65.2,,67,,63.4,,19.7,,17.2,,22.1,
2008100000,2008年度,26000,京都府,,"347,000",,"178,000",,"170,000",,"1,694,000",,"836,000",,"858,000",,"588,000",,"249,000",,"339,000",,13.2,,14.1,,12.4,,64.4,,66.2,,62.8,,22.4,,19.7,,24.8,
2008100000,2008年度,27000,大阪府,,"1,213,000",,"621,000",,"592,000",,"5,725,000",,"2,828,000",,"2,897,000",,"1,868,000",,"815,000",,"1,054,000",,13.8,,14.6,,13,,65,,66.3,,63.8,,21.2,,19.1,,23.2,
2008100000,2008年度,28000,兵庫県,,"778,000",,"398,000",,"380,000",,"3,576,000",,"1,748,000",,"1,828,000",,"1,233,000",,"528,000",,"705,000",,13.9,,14.9,,13,,64,,65.4,,62.8,,22.1,,19.8,,24.2,
2008100000,2008年度,29000,奈良県,,"188,000",,"96,000",,"92,000",,"898,000",,"432,000",,"466,000",,"318,000",,"138,000",,"180,000",,13.4,,14.4,,12.5,,64,,64.9,,63.1,,22.6,,20.7,,24.4,
2008100000,2008年度,30000,和歌山県,,"132,000",,"68,000",,"65,000",,"615,000",,"298,000",,"317,000",,"264,000",,"109,000",,"155,000",,13.1,,14.2,,12,,60.8,,62.8,,59.1,,26.1,,23,,28.9,
2008100000,2008年度,31000,鳥取県,,"78,000",,"40,000",,"38,000",,"366,000",,"184,000",,"182,000",,"152,000",,"60,000",,"92,000",,13.1,,14.1,,12.2,,61.4,,64.8,,58.3,,25.5,,21.1,,29.4,
2008100000,2008年度,32000,島根県,,"93,000",,"48,000",,"45,000",,"424,000",,"214,000",,"210,000",,"207,000",,"83,000",,"124,000",,12.9,,13.9,,11.9,,58.5,,62,,55.3,,28.6,,24,,32.8,
2008100000,2008年度,33000,岡山県,,"270,000",,"138,000",,"131,000",,"1,206,000",,"598,000",,"608,000",,"473,000",,"198,000",,"274,000",,13.9,,14.8,,13,,61.9,,64,,60,,24.3,,21.2,,27.1,
2008100000,2008年度,34000,広島県,,"394,000",,"202,000",,"192,000",,"1,815,000",,"908,000",,"907,000",,"660,000",,"276,000",,"384,000",,13.7,,14.6,,12.9,,63.3,,65.5,,61.2,,23,,19.9,,25.9,
2008100000,2008年度,35000,山口県,,"186,000",,"96,000",,"91,000",,"883,000",,"435,000",,"448,000",,"394,000",,"159,000",,"235,000",,12.7,,13.9,,11.7,,60.3,,63.1,,57.9,,26.9,,23,,30.4,
2008100000,2008年度,36000,徳島県,,"100,000",,"51,000",,"49,000",,"487,000",,"241,000",,"246,000",,"207,000",,"84,000",,"122,000",,12.6,,13.6,,11.7,,61.3,,64,,59,,26.1,,22.4,,29.3,
2008100000,2008年度,37000,香川県,,"137,000",,"70,000",,"67,000",,"617,000",,"307,000",,"309,000",,"249,000",,"104,000",,"145,000",,13.6,,14.5,,12.8,,61.5,,63.9,,59.4,,24.9,,21.6,,27.9,
2008100000,2008年度,38000,愛媛県,,"188,000",,"96,000",,"92,000",,"886,000",,"433,000",,"453,000",,"370,000",,"150,000",,"220,000",,13,,14.1,,12,,61.4,,63.8,,59.2,,25.6,,22.1,,28.8,
2008100000,2008年度,39000,高知県,,"95,000",,"49,000",,"46,000",,"464,000",,"228,000",,"236,000",,"215,000",,"85,000",,"129,000",,12.3,,13.4,,11.2,,60,,63,,57.3,,27.8,,23.6,,31.4,
2008100000,2008年度,40000,福岡県,,"702,000",,"360,000",,"342,000",,"3,269,000",,"1,595,000",,"1,674,000",,"1,084,000",,"437,000",,"647,000",,13.9,,15,,12.8,,64.7,,66.7,,62.9,,21.4,,18.3,,24.3,
2008100000,2008年度,41000,佐賀県,,"124,000",,"63,000",,"60,000",,"528,000",,"258,000",,"269,000",,"205,000",,"81,000",,"124,000",,14.4,,15.7,,13.3,,61.6,,64.2,,59.4,,23.9,,20.1,,27.3,
2008100000,2008年度,42000,長崎県,,"195,000",,"99,000",,"96,000",,"882,000",,"428,000",,"454,000",,"363,000",,"144,000",,"219,000",,13.6,,14.8,,12.5,,61.2,,63.8,,59,,25.2,,21.4,,28.5,
2008100000,2008年度,43000,熊本県,,"254,000",,"130,000",,"124,000",,"1,110,000",,"542,000",,"568,000",,"457,000",,"184,000",,"273,000",,14,,15.2,,12.8,,61,,63.3,,58.9,,25.1,,21.4,,28.3,
2008100000,2008年度,44000,大分県,,"160,000",,"82,000",,"78,000",,"730,000",,"357,000",,"373,000",,"311,000",,"126,000",,"184,000",,13.3,,14.5,,12.3,,60.8,,63.2,,58.7,,25.9,,22.3,,29,
2008100000,2008年度,45000,宮崎県,,"157,000",,"80,000",,"77,000",,"693,000",,"337,000",,"356,000",,"286,000",,"116,000",,"170,000",,13.8,,15.1,,12.7,,61,,63.2,,59.1,,25.2,,21.8,,28.2,
2008100000,2008年度,46000,鹿児島県,,"239,000",,"122,000",,"117,000",,"1,031,000",,"501,000",,"531,000",,"447,000",,"177,000",,"269,000",,13.9,,15.3,,12.7,,60.1,,62.6,,57.9,,26,,22.2,,29.4,
2008100000,2008年度,47000,沖縄県,,"246,000",,"126,000",,"120,000",,"893,000",,"448,000",,"445,000",,"237,000",,"100,000",,"137,000",,17.9,,18.7,,17.1,,64.9,,66.5,,63.3,,17.2,,14.8,,19.6,
2007100000,2007年度,0,全国,,"17,293,000",,"8,861,000",,"8,431,000",,"83,015,000",,"41,745,000",,"41,270,000",,"27,464,000",,"11,703,000",,"15,760,000",,13.5,,14.2,,12.9,,65,,67,,63,,21.5,,18.8,,24.1,
2007100000,2007年度,1000,北海道,,"689,000",,"351,000",,"338,000",,"3,608,000",,"1,753,000",,"1,855,000",,"1,274,000",,"534,000",,"740,000",,12.4,,13.3,,11.5,,64.8,,66.5,,63.2,,22.9,,20.2,,25.2,
2007100000,2007年度,2000,青森県,,"185,000",,"94,000",,"91,000",,"886,000",,"434,000",,"451,000",,"336,000",,"134,000",,"202,000",,13.2,,14.2,,12.2,,62.9,,65.6,,60.6,,23.9,,20.2,,27.2,
2007100000,2007年度,3000,岩手県,,"179,000",,"92,000",,"87,000",,"834,000",,"418,000",,"416,000",,"351,000",,"142,000",,"209,000",,13.1,,14.1,,12.3,,61.1,,64.1,,58.4,,25.8,,21.8,,29.3,
2007100000,2007年度,4000,宮城県,,"319,000",,"163,000",,"155,000",,"1,535,000",,"769,000",,"766,000",,"493,000",,"207,000",,"286,000",,13.6,,14.3,,12.9,,65.4,,67.5,,63.4,,21,,18.2,,23.7,
2007100000,2007年度,5000,秋田県,,"132,000",,"68,000",,"65,000",,"675,000",,"335,000",,"340,000",,"314,000",,"125,000",,"189,000",,11.8,,12.8,,10.9,,60.2,,63.5,,57.2,,28,,23.6,,31.9,
2007100000,2007年度,6000,山形県,,"157,000",,"80,000",,"77,000",,"726,000",,"367,000",,"360,000",,"315,000",,"129,000",,"187,000",,13.1,,13.9,,12.3,,60.6,,63.7,,57.7,,26.3,,22.4,,30,
2007100000,2007年度,7000,福島県,,"294,000",,"151,000",,"144,000",,"1,283,000",,"652,000",,"631,000",,"490,000",,"202,000",,"288,000",,14.2,,15,,13.5,,62.1,,64.9,,59.4,,23.7,,20.1,,27.1,
2007100000,2007年度,8000,茨城県,,"410,000",,"210,000",,"199,000",,"1,945,000",,"997,000",,"947,000",,"614,000",,"269,000",,"345,000",,13.8,,14.2,,13.4,,65.5,,67.5,,63.5,,20.7,,18.2,,23.1,
2007100000,2007年度,9000,栃木県,,"279,000",,"143,000",,"136,000",,"1,321,000",,"682,000",,"639,000",,"413,000",,"176,000",,"237,000",,13.9,,14.3,,13.4,,65.6,,68.1,,63.2,,20.5,,17.6,,23.4,
2007100000,2007年度,10000,群馬県,,"283,000",,"145,000",,"138,000",,"1,292,000",,"658,000",,"634,000",,"441,000",,"190,000",,"251,000",,14,,14.6,,13.5,,64.1,,66.3,,61.9,,21.9,,19.1,,24.6,
2007100000,2007年度,11000,埼玉県,,"978,000",,"501,000",,"477,000",,"4,818,000",,"2,476,000",,"2,342,000",,"1,294,000",,"594,000",,"700,000",,13.8,,14,,13.6,,68,,69.3,,66.5,,18.3,,16.6,,19.9,
2007100000,2007年度,12000,千葉県,,"819,000",,"420,000",,"399,000",,"4,103,000",,"2,095,000",,"2,008,000",,"1,176,000",,"532,000",,"644,000",,13.4,,13.8,,13.1,,67.3,,68.8,,65.8,,19.3,,17.5,,21.1,
2007100000,2007年度,13000,東京都,,"1,494,000",,"766,000",,"727,000",,"8,756,000",,"4,494,000",,"4,262,000",,"2,509,000",,"1,094,000",,"1,415,000",,11.7,,12.1,,11.4,,68.6,,70.7,,66.5,,19.7,,17.2,,22.1,
2007100000,2007年度,14000,神奈川県,,"1,199,000",,"615,000",,"584,000",,"6,040,000",,"3,130,000",,"2,910,000",,"1,641,000",,"739,000",,"902,000",,13.5,,13.7,,13.3,,68,,69.8,,66.2,,18.5,,16.5,,20.5,
2007100000,2007年度,15000,新潟県,,"315,000",,"161,000",,"154,000",,"1,488,000",,"754,000",,"734,000",,"602,000",,"248,000",,"354,000",,13.1,,13.9,,12.4,,61.9,,64.8,,59.1,,25,,21.3,,28.5,
2007100000,2007年度,16000,富山県,,"145,000",,"75,000",,"70,000",,"689,000",,"347,000",,"342,000",,"272,000",,"112,000",,"161,000",,13.1,,14,,12.3,,62.3,,65.1,,59.7,,24.6,,20.9,,28.1,
2007100000,2007年度,17000,石川県,,"163,000",,"83,000",,"79,000",,"747,000",,"374,000",,"372,000",,"261,000",,"107,000",,"153,000",,13.9,,14.8,,13.1,,63.8,,66.2,,61.5,,22.3,,19,,25.4,
2007100000,2007年度,18000,福井県,,"118,000",,"61,000",,"57,000",,"505,000",,"254,000",,"251,000",,"193,000",,"80,000",,"113,000",,14.4,,15.3,,13.6,,61.9,,64.3,,59.6,,23.7,,20.3,,26.9,
2007100000,2007年度,19000,山梨県,,"122,000",,"63,000",,"59,000",,"552,000",,"281,000",,"271,000",,"202,000",,"86,000",,"117,000",,14,,14.7,,13.3,,62.9,,65.4,,60.6,,23.1,,19.9,,26.1,
2007100000,2007年度,20000,長野県,,"303,000",,"156,000",,"147,000",,"1,333,000",,"673,000",,"660,000",,"545,000",,"231,000",,"313,000",,13.9,,14.7,,13.2,,61.1,,63.5,,58.9,,25,,21.8,,28,
2007100000,2007年度,21000,岐阜県,,"298,000",,"152,000",,"146,000",,"1,337,000",,"664,000",,"672,000",,"469,000",,"202,000",,"267,000",,14.2,,14.9,,13.5,,63.5,,65.2,,62,,22.3,,19.9,,24.6,
2007100000,2007年度,22000,静岡県,,"523,000",,"269,000",,"254,000",,"2,442,000",,"1,245,000",,"1,197,000",,"835,000",,"361,000",,"475,000",,13.8,,14.3,,13.2,,64.3,,66.4,,62.2,,22,,19.2,,24.7,
2007100000,2007年度,23000,愛知県,,"1,083,000",,"557,000",,"527,000",,"4,908,000",,"2,532,000",,"2,376,000",,"1,368,000",,"610,000",,"759,000",,14.7,,15.1,,14.4,,66.7,,68.5,,64.9,,18.6,,16.5,,20.7,
2007100000,2007年度,24000,三重県,,"261,000",,"134,000",,"127,000",,"1,190,000",,"598,000",,"593,000",,"425,000",,"181,000",,"243,000",,13.9,,14.7,,13.2,,63.5,,65.5,,61.5,,22.6,,19.9,,25.2,
2007100000,2007年度,25000,滋賀県,,"212,000",,"109,000",,"103,000",,"917,000",,"466,000",,"451,000",,"268,000",,"115,000",,"152,000",,15.2,,15.8,,14.6,,65.7,,67.5,,63.9,,19.2,,16.7,,21.6,
2007100000,2007年度,26000,京都府,,"348,000",,"178,000",,"170,000",,"1,717,000",,"847,000",,"870,000",,"571,000",,"241,000",,"330,000",,13.2,,14,,12.4,,65.1,,66.9,,63.5,,21.7,,19.1,,24.1,
2007100000,2007年度,27000,大阪府,,"1,215,000",,"622,000",,"593,000",,"5,793,000",,"2,861,000",,"2,932,000",,"1,803,000",,"786,000",,"1,017,000",,13.8,,14.6,,13.1,,65.7,,67,,64.5,,20.5,,18.4,,22.4,
2007100000,2007年度,28000,兵庫県,,"783,000",,"401,000",,"382,000",,"3,609,000",,"1,764,000",,"1,845,000",,"1,197,000",,"512,000",,"685,000",,14,,15,,13.1,,64.6,,65.9,,63.3,,21.4,,19.1,,23.5,
2007100000,2007年度,29000,奈良県,,"192,000",,"98,000",,"94,000",,"911,000",,"438,000",,"473,000",,"307,000",,"133,000",,"174,000",,13.6,,14.6,,12.6,,64.6,,65.5,,63.8,,21.8,,19.9,,23.5,
2007100000,2007年度,30000,和歌山県,,"135,000",,"69,000",,"66,000",,"624,000",,"302,000",,"322,000",,"260,000",,"108,000",,"153,000",,13.3,,14.4,,12.2,,61.2,,63.1,,59.5,,25.5,,22.4,,28.3,
2007100000,2007年度,31000,鳥取県,,"80,000",,"41,000",,"39,000",,"369,000",,"186,000",,"183,000",,"150,000",,"59,000",,"91,000",,13.4,,14.3,,12.5,,61.6,,64.9,,58.5,,25.1,,20.8,,29,
2007100000,2007年度,32000,島根県,,"95,000",,"49,000",,"46,000",,"430,000",,"217,000",,"213,000",,"206,000",,"82,000",,"124,000",,13,,14,,12,,58.9,,62.4,,55.7,,28.2,,23.6,,32.3,
2007100000,2007年度,33000,岡山県,,"272,000",,"139,000",,"132,000",,"1,218,000",,"603,000",,"614,000",,"463,000",,"194,000",,"269,000",,13.9,,14.9,,13,,62.4,,64.4,,60.5,,23.7,,20.7,,26.5,
2007100000,2007年度,34000,広島県,,"398,000",,"204,000",,"193,000",,"1,832,000",,"916,000",,"917,000",,"643,000",,"269,000",,"375,000",,13.8,,14.7,,13,,63.8,,65.9,,61.7,,22.4,,19.3,,25.2,
2007100000,2007年度,35000,山口県,,"190,000",,"97,000",,"93,000",,"895,000",,"440,000",,"455,000",,"389,000",,"156,000",,"232,000",,12.9,,14,,11.9,,60.8,,63.5,,58.4,,26.4,,22.5,,29.8,
2007100000,2007年度,36000,徳島県,,"102,000",,"52,000",,"50,000",,"494,000",,"244,000",,"250,000",,"204,000",,"83,000",,"121,000",,12.7,,13.8,,11.8,,61.7,,64.3,,59.4,,25.5,,22,,28.8,
2007100000,2007年度,37000,香川県,,"137,000",,"70,000",,"67,000",,"623,000",,"310,000",,"313,000",,"245,000",,"102,000",,"143,000",,13.6,,14.6,,12.8,,61.9,,64.3,,59.8,,24.4,,21.1,,27.4,
2007100000,2007年度,38000,愛媛県,,"191,000",,"98,000",,"93,000",,"895,000",,"437,000",,"458,000",,"366,000",,"149,000",,"218,000",,13.1,,14.3,,12.1,,61.6,,64,,59.5,,25.2,,21.7,,28.3,
2007100000,2007年度,39000,高知県,,"97,000",,"50,000",,"48,000",,"471,000",,"232,000",,"239,000",,"213,000",,"85,000",,"128,000",,12.5,,13.6,,11.5,,60.3,,63.2,,57.7,,27.2,,23.2,,30.9,
2007100000,2007年度,40000,福岡県,,"701,000",,"359,000",,"342,000",,"3,293,000",,"1,607,000",,"1,686,000",,"1,062,000",,"428,000",,"633,000",,13.9,,15,,12.8,,65.1,,67.1,,63.4,,21,,17.9,,23.8,
2007100000,2007年度,41000,佐賀県,,"126,000",,"65,000",,"61,000",,"531,000",,"259,000",,"271,000",,"203,000",,"80,000",,"122,000",,14.6,,16,,13.5,,61.8,,64.2,,59.6,,23.6,,19.9,,26.9,
2007100000,2007年度,42000,長崎県,,"202,000",,"103,000",,"99,000",,"891,000",,"433,000",,"459,000",,"360,000",,"143,000",,"217,000",,13.9,,15.2,,12.7,,61.3,,63.8,,59.2,,24.8,,21.1,,28.1,
2007100000,2007年度,43000,熊本県,,"257,000",,"132,000",,"125,000",,"1,120,000",,"546,000",,"573,000",,"452,000",,"181,000",,"270,000",,14,,15.3,,12.9,,61.3,,63.6,,59.2,,24.7,,21.1,,27.9,
2007100000,2007年度,44000,大分県,,"161,000",,"83,000",,"78,000",,"736,000",,"360,000",,"376,000",,"306,000",,"124,000",,"181,000",,13.4,,14.6,,12.3,,61.2,,63.5,,59.2,,25.4,,21.9,,28.5,
2007100000,2007年度,45000,宮崎県,,"161,000",,"83,000",,"78,000",,"700,000",,"340,000",,"360,000",,"282,000",,"114,000",,"168,000",,14.1,,15.4,,12.9,,61.2,,63.3,,59.4,,24.7,,21.3,,27.7,
2007100000,2007年度,46000,鹿児島県,,"243,000",,"124,000",,"119,000",,"1,043,000",,"507,000",,"536,000",,"444,000",,"176,000",,"268,000",,14,,15.4,,12.9,,60.3,,62.8,,58.1,,25.7,,21.8,,29,
2007100000,2007年度,47000,沖縄県,,"248,000",,"127,000",,"121,000",,"893,000",,"448,000",,"444,000",,"232,000",,"97,000",,"135,000",,18.1,,18.9,,17.3,,65,,66.6,,63.5,,16.9,,14.5,,19.2,
2006100000,2006年度,0,全国,,"17,435,000",,"8,935,000",,"8,500,000",,"83,731,000",,"42,085,000",,"41,646,000",,"26,604,000",,"11,310,000",,"15,294,000",,13.6,,14.3,,13,,65.5,,67.5,,63.6,,20.8,,18.1,,23.4,
2006100000,2006年度,1000,北海道,,"704,000",,"359,000",,"345,000",,"3,656,000",,"1,776,000",,"1,879,000",,"1,241,000",,"522,000",,"719,000",,12.6,,13.5,,11.7,,65.3,,66.8,,63.9,,22.2,,19.6,,24.4,
2006100000,2006年度,2000,青森県,,"192,000",,"98,000",,"94,000",,"899,000",,"441,000",,"458,000",,"331,000",,"132,000",,"199,000",,13.5,,14.6,,12.6,,63.2,,65.7,,61,,23.3,,19.7,,26.5,
2006100000,2006年度,3000,岩手県,,"185,000",,"95,000",,"90,000",,"844,000",,"422,000",,"421,000",,"346,000",,"141,000",,"206,000",,13.5,,14.4,,12.6,,61.4,,64.2,,58.8,,25.2,,21.4,,28.7,
2006100000,2006年度,4000,宮城県,,"323,000",,"165,000",,"158,000",,"1,549,000",,"777,000",,"772,000",,"482,000",,"202,000",,"280,000",,13.7,,14.4,,13,,65.8,,67.9,,63.8,,20.5,,17.7,,23.1,
2006100000,2006年度,5000,秋田県,,"138,000",,"70,000",,"67,000",,"685,000",,"340,000",,"345,000",,"311,000",,"124,000",,"187,000",,12.1,,13.2,,11.2,,60.4,,63.7,,57.6,,27.4,,23.2,,31.2,
2006100000,2006年度,6000,山形県,,"162,000",,"83,000",,"79,000",,"733,000",,"370,000",,"363,000",,"313,000",,"127,000",,"185,000",,13.4,,14.2,,12.6,,60.7,,63.8,,57.8,,25.9,,22,,29.5,
2006100000,2006年度,7000,福島県,,"301,000",,"154,000",,"147,000",,"1,296,000",,"658,000",,"638,000",,"482,000",,"198,000",,"284,000",,14.5,,15.2,,13.7,,62.3,,65.1,,59.7,,23.2,,19.6,,26.6,
2006100000,2006年度,8000,茨城県,,"416,000",,"214,000",,"202,000",,"1,961,000",,"1,006,000",,"955,000",,"595,000",,"259,000",,"336,000",,14,,14.5,,13.6,,66,,68,,64,,20,,17.5,,22.5,
2006100000,2006年度,9000,栃木県,,"282,000",,"145,000",,"138,000",,"1,331,000",,"686,000",,"645,000",,"402,000",,"171,000",,"231,000",,14,,14.4,,13.6,,66,,68.5,,63.6,,20,,17.1,,22.8,
2006100000,2006年度,10000,群馬県,,"288,000",,"147,000",,"140,000",,"1,304,000",,"664,000",,"640,000",,"429,000",,"184,000",,"245,000",,14.2,,14.8,,13.7,,64.5,,66.7,,62.4,,21.2,,18.5,,23.9,
2006100000,2006年度,11000,埼玉県,,"983,000",,"503,000",,"480,000",,"4,863,000",,"2,497,000",,"2,365,000",,"1,225,000",,"561,000",,"665,000",,13.9,,14.1,,13.7,,68.8,,70.1,,67.4,,17.3,,15.7,,18.9,
2006100000,2006年度,12000,千葉県,,"820,000",,"420,000",,"400,000",,"4,136,000",,"2,112,000",,"2,024,000",,"1,118,000",,"505,000",,"614,000",,13.5,,13.8,,13.2,,68.1,,69.6,,66.6,,18.4,,16.6,,20.2,
2006100000,2006年度,13000,東京都,,"1,467,000",,"753,000",,"714,000",,"8,777,000",,"4,503,000",,"4,274,000",,"2,415,000",,"1,049,000",,"1,366,000",,11.6,,11.9,,11.2,,69.3,,71.4,,67.3,,19.1,,16.6,,21.5,
2006100000,2006年度,14000,神奈川県,,"1,193,000",,"612,000",,"582,000",,"6,075,000",,"3,147,000",,"2,928,000",,"1,561,000",,"702,000",,"859,000",,13.5,,13.7,,13.3,,68.8,,70.6,,67,,17.7,,15.7,,19.7,
2006100000,2006年度,15000,新潟県,,"323,000",,"165,000",,"158,000",,"1,503,000",,"761,000",,"742,000",,"592,000",,"244,000",,"348,000",,13.4,,14.1,,12.6,,62.2,,65.1,,59.5,,24.5,,20.8,,27.9,
2006100000,2006年度,16000,富山県,,"148,000",,"76,000",,"72,000",,"697,000",,"351,000",,"347,000",,"265,000",,"108,000",,"157,000",,13.3,,14.2,,12.5,,62.8,,65.6,,60.3,,23.9,,20.3,,27.2,
2006100000,2006年度,17000,石川県,,"164,000",,"84,000",,"80,000",,"755,000",,"378,000",,"377,000",,"253,000",,"103,000",,"149,000",,14,,14.9,,13.2,,64.4,,66.8,,62.2,,21.6,,18.3,,24.6,
2006100000,2006年度,18000,福井県,,"119,000",,"61,000",,"58,000",,"511,000",,"256,000",,"254,000",,"189,000",,"78,000",,"111,000",,14.6,,15.5,,13.7,,62.3,,64.7,,60.1,,23.1,,19.8,,26.2,
2006100000,2006年度,19000,山梨県,,"125,000",,"64,000",,"61,000",,"557,000",,"284,000",,"274,000",,"198,000",,"83,000",,"115,000",,14.2,,14.9,,13.5,,63.3,,65.7,,61,,22.5,,19.3,,25.5,
2006100000,2006年度,20000,長野県,,"310,000",,"159,000",,"151,000",,"1,346,000",,"680,000",,"666,000",,"533,000",,"226,000",,"307,000",,14.2,,14.9,,13.4,,61.5,,63.9,,59.2,,24.4,,21.2,,27.3,
2006100000,2006年度,21000,岐阜県,,"302,000",,"154,000",,"148,000",,"1,347,000",,"669,000",,"678,000",,"455,000",,"196,000",,"259,000",,14.4,,15.1,,13.6,,64,,65.6,,62.5,,21.6,,19.2,,23.9,
2006100000,2006年度,22000,静岡県,,"530,000",,"272,000",,"257,000",,"2,460,000",,"1,252,000",,"1,207,000",,"808,000",,"348,000",,"460,000",,13.9,,14.5,,13.4,,64.8,,66.9,,62.7,,21.3,,18.6,,23.9,
2006100000,2006年度,23000,愛知県,,"1,079,000",,"554,000",,"525,000",,"4,919,000",,"2,534,000",,"2,385,000",,"1,311,000",,"582,000",,"729,000",,14.8,,15.1,,14.4,,67.3,,69,,65.5,,17.9,,15.9,,20,
2006100000,2006年度,24000,三重県,,"264,000",,"135,000",,"129,000",,"1,196,000",,"599,000",,"596,000",,"413,000",,"176,000",,"237,000",,14.1,,14.9,,13.4,,63.8,,65.8,,62,,22,,19.3,,24.7,
2006100000,2006年度,25000,滋賀県,,"213,000",,"109,000",,"103,000",,"918,000",,"466,000",,"452,000",,"258,000",,"111,000",,"148,000",,15.3,,15.9,,14.7,,66.1,,67.9,,64.3,,18.6,,16.2,,21,
2006100000,2006年度,26000,京都府,,"348,000",,"178,000",,"170,000",,"1,743,000",,"860,000",,"883,000",,"552,000",,"232,000",,"320,000",,13.2,,14,,12.4,,65.9,,67.7,,64.3,,20.9,,18.3,,23.3,
2006100000,2006年度,27000,大阪府,,"1,218,000",,"624,000",,"594,000",,"5,872,000",,"2,901,000",,"2,971,000",,"1,725,000",,"750,000",,"975,000",,13.8,,14.6,,13.1,,66.6,,67.9,,65.5,,19.6,,17.5,,21.5,
2006100000,2006年度,28000,兵庫県,,"790,000",,"404,000",,"385,000",,"3,646,000",,"1,782,000",,"1,864,000",,"1,155,000",,"492,000",,"663,000",,14.1,,15.1,,13.2,,65.2,,66.5,,64,,20.7,,18.4,,22.8,
2006100000,2006年度,29000,奈良県,,"194,000",,"100,000",,"95,000",,"926,000",,"446,000",,"480,000",,"295,000",,"127,000",,"168,000",,13.7,,14.8,,12.7,,65.4,,66.2,,64.7,,20.9,,18.9,,22.6,
2006100000,2006年度,30000,和歌山県,,"139,000",,"71,000",,"68,000",,"634,000",,"307,000",,"327,000",,"255,000",,"105,000",,"150,000",,13.5,,14.7,,12.5,,61.7,,63.5,,60.1,,24.8,,21.8,,27.5,
2006100000,2006年度,31000,鳥取県,,"83,000",,"42,000",,"40,000",,"373,000",,"188,000",,"185,000",,"149,000",,"59,000",,"90,000",,13.7,,14.6,,12.8,,61.7,,65,,58.7,,24.6,,20.4,,28.5,
2006100000,2006年度,32000,島根県,,"98,000",,"50,000",,"48,000",,"435,000",,"219,000",,"216,000",,"203,000",,"81,000",,"122,000",,13.3,,14.3,,12.3,,59.1,,62.6,,56,,27.6,,23.2,,31.7,
