表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公開日：,2021年3月5日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
***,調査又は集計していないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,データが得られないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,数値が秘匿されているもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A1301,,A130101,,A130102,,A1302,,A130201,,A130202,,A1303,,A130301,,A130302,,A1304,,A130401,,A130402,,A1305,,A130501,,A130502,,A1306,,A130601,,A130602,
調査年 コード,調査年,地域 コード,地域,/項目,A1301_15歳未満人口【人】,注釈,A130101_15歳未満人口（男）【人】,注釈,A130102_15歳未満人口（女）【人】,注釈,A1302_15～64歳人口【人】,注釈,A130201_15～64歳人口（男）【人】,注釈,A130202_15～64歳人口（女）【人】,注釈,A1303_65歳以上人口【人】,注釈,A130301_65歳以上人口（男）【人】,注釈,A130302_65歳以上人口（女）【人】,注釈,A1304_15歳未満人口割合【％】,注釈,A130401_15歳未満人口割合（男）【％】,注釈,A130402_15歳未満人口割合（女）【％】,注釈,A1305_15～64歳人口割合【％】,注釈,A130501_15～64歳人口割合（男）【％】,注釈,A130502_15～64歳人口割合（女）【％】,注釈,A1306_65歳以上人口割合【％】,注釈,A130601_65歳以上人口割合（男）【％】,注釈,A130602_65歳以上人口割合（女）【％】,注釈
1983100000,1983年度,14000,神奈川県,,"1,648,000",,"847,000",,"801,000",,"5,053,000",,"2,621,000",,"2,432,000",,"509,000",,"220,000",,"289,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,15000,新潟県,,"539,000",,"275,000",,"264,000",,"1,631,000",,"804,000",,"827,000",,"297,000",,"122,000",,"176,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,16000,富山県,,"244,000",,"126,000",,"118,000",,"734,000",,"356,000",,"378,000",,"134,000",,"55,000",,"79,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,17000,石川県,,"263,000",,"135,000",,"128,000",,"747,000",,"364,000",,"383,000",,"128,000",,"52,000",,"76,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,18000,福井県,,"180,000",,"92,000",,"88,000",,"527,000",,"257,000",,"270,000",,"98,000",,"41,000",,"58,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,19000,山梨県,,"178,000",,"91,000",,"87,000",,"536,000",,"265,000",,"271,000",,"101,000",,"42,000",,"59,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,20000,長野県,,"460,000",,"236,000",,"224,000",,"1,374,000",,"671,000",,"703,000",,"275,000",,"115,000",,"160,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,21000,岐阜県,,"465,000",,"238,000",,"227,000",,"1,329,000",,"646,000",,"684,000",,"207,000",,"89,000",,"118,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,22000,静岡県,,"824,000",,"421,000",,"402,000",,"2,347,000",,"1,163,000",,"1,184,000",,"344,000",,"144,000",,"200,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,23000,愛知県,,"1,495,000",,"767,000",,"728,000",,"4,350,000",,"2,197,000",,"2,153,000",,"511,000",,"217,000",,"294,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,24000,三重県,,"387,000",,"198,000",,"188,000",,"1,137,000",,"555,000",,"582,000",,"201,000",,"83,000",,"118,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,25000,滋賀県,,"274,000",,"141,000",,"133,000",,"734,000",,"364,000",,"371,000",,"118,000",,"48,000",,"70,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,26000,京都府,,"554,000",,"284,000",,"269,000",,"1,743,000",,"864,000",,"879,000",,"276,000",,"113,000",,"164,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,27000,大阪府,,"1,944,000",,"1,001,000",,"943,000",,"5,979,000",,"2,985,000",,"2,993,000",,"672,000",,"275,000",,"397,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,28000,兵庫県,,"1,196,000",,"616,000",,"581,000",,"3,515,000",,"1,721,000",,"1,794,000",,"518,000",,"213,000",,"305,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,29000,奈良県,,"297,000",,"153,000",,"144,000",,"851,000",,"415,000",,"436,000",,"125,000",,"51,000",,"75,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,30000,和歌山県,,"239,000",,"123,000",,"116,000",,"715,000",,"345,000",,"370,000",,"137,000",,"56,000",,"82,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,31000,鳥取県,,"132,000",,"68,000",,"64,000",,"399,000",,"194,000",,"205,000",,"81,000",,"32,000",,"48,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,32000,島根県,,"166,000",,"85,000",,"81,000",,"507,000",,"246,000",,"261,000",,"114,000",,"47,000",,"68,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,33000,岡山県,,"420,000",,"216,000",,"204,000",,"1,238,000",,"601,000",,"636,000",,"238,000",,"99,000",,"139,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,34000,広島県,,"642,000",,"328,000",,"314,000",,"1,846,000",,"907,000",,"939,000",,"305,000",,"127,000",,"177,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,35000,山口県,,"348,000",,"178,000",,"170,000",,"1,052,000",,"504,000",,"548,000",,"200,000",,"82,000",,"118,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,36000,徳島県,,"173,000",,"89,000",,"84,000",,"552,000",,"266,000",,"286,000",,"105,000",,"43,000",,"62,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,37000,香川県,,"221,000",,"113,000",,"108,000",,"665,000",,"322,000",,"343,000",,"128,000",,"53,000",,"75,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,38000,愛媛県,,"341,000",,"175,000",,"166,000",,"990,000",,"471,000",,"519,000",,"188,000",,"77,000",,"110,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,39000,高知県,,"174,000",,"89,000",,"85,000",,"545,000",,"261,000",,"284,000",,"116,000",,"46,000",,"69,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,40000,福岡県,,"1,048,000",,"537,000",,"511,000",,"3,155,000",,"1,528,000",,"1,627,000",,"467,000",,"190,000",,"277,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,41000,佐賀県,,"200,000",,"103,000",,"98,000",,"565,000",,"269,000",,"297,000",,"109,000",,"43,000",,"65,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,42000,長崎県,,"381,000",,"196,000",,"186,000",,"1,032,000",,"491,000",,"540,000",,"183,000",,"74,000",,"109,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,43000,熊本県,,"394,000",,"202,000",,"192,000",,"1,197,000",,"571,000",,"627,000",,"227,000",,"92,000",,"135,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,44000,大分県,,"275,000",,"141,000",,"134,000",,"811,000",,"384,000",,"427,000",,"155,000",,"64,000",,"91,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,45000,宮崎県,,"282,000",,"144,000",,"137,000",,"757,000",,"360,000",,"397,000",,"131,000",,"53,000",,"78,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,46000,鹿児島県,,"408,000",,"208,000",,"200,000",,"1,152,000",,"543,000",,"609,000",,"244,000",,"97,000",,"147,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1983100000,1983年度,47000,沖縄県,,"333,000",,"171,000",,"163,000",,"717,000",,"359,000",,"359,000",,"96,000",,"35,000",,"60,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,0,全国,,"27,254,000",,"13,980,000",,"13,274,000",,"80,089,000",,"39,676,000",,"40,413,000",,"11,350,000",,"4,746,000",,"6,604,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,1000,北海道,,"1,281,000",,"655,000",,"626,000",,"3,864,000",,"1,889,000",,"1,974,000",,"488,000",,"217,000",,"271,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,2000,青森県,,"365,000",,"188,000",,"178,000",,"1,020,000",,"490,000",,"530,000",,"144,000",,"59,000",,"85,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,3000,岩手県,,"322,000",,"165,000",,"157,000",,"952,000",,"461,000",,"491,000",,"154,000",,"65,000",,"89,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,4000,宮城県,,"487,000",,"250,000",,"237,000",,"1,444,000",,"716,000",,"728,000",,"194,000",,"81,000",,"113,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,5000,秋田県,,"261,000",,"134,000",,"127,000",,"854,000",,"410,000",,"444,000",,"142,000",,"59,000",,"83,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,6000,山形県,,"262,000",,"134,000",,"128,000",,"838,000",,"409,000",,"429,000",,"155,000",,"64,000",,"91,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,7000,福島県,,"471,000",,"240,000",,"231,000",,"1,353,000",,"665,000",,"688,000",,"226,000",,"93,000",,"133,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,8000,茨城県,,"636,000",,"326,000",,"310,000",,"1,742,000",,"878,000",,"864,000",,"253,000",,"106,000",,"147,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,9000,栃木県,,"438,000",,"225,000",,"213,000",,"1,202,000",,"599,000",,"602,000",,"179,000",,"75,000",,"103,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,10000,群馬県,,"444,000",,"227,000",,"217,000",,"1,237,000",,"613,000",,"624,000",,"196,000",,"83,000",,"113,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,11000,埼玉県,,"1,450,000",,"745,000",,"705,000",,"3,793,000",,"1,935,000",,"1,859,000",,"368,000",,"156,000",,"212,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,12000,千葉県,,"1,241,000",,"637,000",,"604,000",,"3,318,000",,"1,687,000",,"1,631,000",,"360,000",,"150,000",,"209,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,13000,東京都,,"2,260,000",,"1,159,000",,"1,101,000",,"8,455,000",,"4,317,000",,"4,138,000",,"953,000",,"410,000",,"544,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,14000,神奈川県,,"1,676,000",,"862,000",,"814,000",,"4,952,000",,"2,565,000",,"2,387,000",,"488,000",,"212,000",,"276,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,15000,新潟県,,"546,000",,"279,000",,"267,000",,"1,628,000",,"802,000",,"827,000",,"290,000",,"120,000",,"170,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,16000,富山県,,"247,000",,"127,000",,"120,000",,"731,000",,"354,000",,"377,000",,"132,000",,"54,000",,"77,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,17000,石川県,,"265,000",,"136,000",,"129,000",,"742,000",,"362,000",,"380,000",,"125,000",,"51,000",,"74,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,18000,福井県,,"181,000",,"93,000",,"88,000",,"523,000",,"255,000",,"268,000",,"97,000",,"40,000",,"56,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,19000,山梨県,,"180,000",,"92,000",,"88,000",,"532,000",,"262,000",,"270,000",,"99,000",,"41,000",,"58,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,20000,長野県,,"465,000",,"239,000",,"226,000",,"1,368,000",,"666,000",,"701,000",,"268,000",,"112,000",,"155,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,21000,岐阜県,,"470,000",,"241,000",,"229,000",,"1,317,000",,"639,000",,"678,000",,"202,000",,"87,000",,"114,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,22000,静岡県,,"832,000",,"426,000",,"406,000",,"2,329,000",,"1,153,000",,"1,176,000",,"333,000",,"140,000",,"193,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,23000,愛知県,,"1,526,000",,"783,000",,"743,000",,"4,290,000",,"2,164,000",,"2,126,000",,"496,000",,"212,000",,"284,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,24000,三重県,,"389,000",,"200,000",,"189,000",,"1,128,000",,"550,000",,"578,000",,"197,000",,"82,000",,"115,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,25000,滋賀県,,"274,000",,"141,000",,"133,000",,"723,000",,"357,000",,"365,000",,"115,000",,"47,000",,"68,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,26000,京都府,,"564,000",,"289,000",,"274,000",,"1,721,000",,"852,000",,"870,000",,"271,000",,"112,000",,"159,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,27000,大阪府,,"1,996,000",,"1,027,000",,"969,000",,"5,896,000",,"2,941,000",,"2,955,000",,"654,000",,"270,000",,"384,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,28000,兵庫県,,"1,214,000",,"624,000",,"590,000",,"3,480,000",,"1,703,000",,"1,778,000",,"506,000",,"209,000",,"296,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,29000,奈良県,,"298,000",,"153,000",,"145,000",,"835,000",,"407,000",,"428,000",,"122,000",,"49,000",,"72,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,30000,和歌山県,,"242,000",,"125,000",,"117,000",,"715,000",,"345,000",,"370,000",,"134,000",,"55,000",,"80,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,31000,鳥取県,,"132,000",,"68,000",,"64,000",,"399,000",,"193,000",,"206,000",,"79,000",,"32,000",,"47,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,32000,島根県,,"167,000",,"86,000",,"81,000",,"508,000",,"247,000",,"262,000",,"112,000",,"46,000",,"66,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,33000,岡山県,,"423,000",,"217,000",,"206,000",,"1,230,000",,"597,000",,"633,000",,"234,000",,"98,000",,"136,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,34000,広島県,,"648,000",,"331,000",,"317,000",,"1,832,000",,"899,000",,"933,000",,"297,000",,"125,000",,"172,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,35000,山口県,,"353,000",,"181,000",,"172,000",,"1,050,000",,"503,000",,"547,000",,"195,000",,"80,000",,"114,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,36000,徳島県,,"174,000",,"89,000",,"85,000",,"551,000",,"265,000",,"285,000",,"103,000",,"42,000",,"61,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,37000,香川県,,"223,000",,"114,000",,"108,000",,"661,000",,"320,000",,"341,000",,"125,000",,"52,000",,"73,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,38000,愛媛県,,"343,000",,"176,000",,"167,000",,"989,000",,"470,000",,"519,000",,"183,000",,"76,000",,"107,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,39000,高知県,,"175,000",,"90,000",,"86,000",,"545,000",,"261,000",,"284,000",,"113,000",,"46,000",,"67,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,40000,福岡県,,"1,054,000",,"541,000",,"514,000",,"3,125,000",,"1,511,000",,"1,614,000",,"454,000",,"186,000",,"268,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,41000,佐賀県,,"201,000",,"103,000",,"98,000",,"563,000",,"267,000",,"296,000",,"107,000",,"43,000",,"64,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,42000,長崎県,,"384,000",,"197,000",,"187,000",,"1,032,000",,"491,000",,"541,000",,"179,000",,"72,000",,"106,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,43000,熊本県,,"395,000",,"203,000",,"193,000",,"1,194,000",,"568,000",,"626,000",,"221,000",,"90,000",,"131,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,44000,大分県,,"278,000",,"142,000",,"135,000",,"809,000",,"382,000",,"427,000",,"151,000",,"63,000",,"88,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,45000,宮崎県,,"281,000",,"144,000",,"137,000",,"757,000",,"360,000",,"397,000",,"128,000",,"52,000",,"75,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,46000,鹿児島県,,"406,000",,"207,000",,"199,000",,"1,155,000",,"544,000",,"611,000",,"238,000",,"95,000",,"143,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1982100000,1982年度,47000,沖縄県,,"332,000",,"170,000",,"162,000",,"707,000",,"353,000",,"354,000",,"92,000",,"34,000",,"58,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,0,全国,,"27,603,000",,"14,158,000",,"13,445,000",,"79,272,000",,"39,215,000",,"40,057,000",,"11,009,000",,"4,630,000",,"6,379,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,1000,北海道,,"1,300,000",,"665,000",,"635,000",,"3,836,000",,"1,875,000",,"1,961,000",,"471,000",,"210,000",,"260,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,2000,青森県,,"369,000",,"189,000",,"180,000",,"1,019,000",,"490,000",,"529,000",,"139,000",,"58,000",,"82,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,3000,岩手県,,"326,000",,"167,000",,"159,000",,"951,000",,"460,000",,"491,000",,"149,000",,"63,000",,"86,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,4000,宮城県,,"487,000",,"250,000",,"237,000",,"1,429,000",,"708,000",,"721,000",,"187,000",,"78,000",,"109,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,5000,秋田県,,"264,000",,"135,000",,"129,000",,"856,000",,"411,000",,"445,000",,"138,000",,"57,000",,"80,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,6000,山形県,,"265,000",,"136,000",,"129,000",,"839,000",,"409,000",,"430,000",,"151,000",,"62,000",,"89,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,7000,福島県,,"472,000",,"241,000",,"231,000",,"1,351,000",,"663,000",,"689,000",,"220,000",,"91,000",,"128,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,8000,茨城県,,"638,000",,"327,000",,"312,000",,"1,711,000",,"860,000",,"850,000",,"245,000",,"103,000",,"141,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,9000,栃木県,,"439,000",,"225,000",,"214,000",,"1,194,000",,"594,000",,"599,000",,"173,000",,"73,000",,"100,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,10000,群馬県,,"447,000",,"229,000",,"218,000",,"1,226,000",,"606,000",,"620,000",,"190,000",,"81,000",,"109,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,11000,埼玉県,,"1,467,000",,"754,000",,"713,000",,"3,700,000",,"1,884,000",,"1,815,000",,"351,000",,"149,000",,"201,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,12000,千葉県,,"1,245,000",,"639,000",,"606,000",,"3,242,000",,"1,648,000",,"1,594,000",,"345,000",,"145,000",,"200,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,13000,東京都,,"2,343,000",,"1,202,000",,"1,141,000",,"8,367,000",,"4,265,000",,"4,102,000",,"925,000",,"400,000",,"525,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,14000,神奈川県,,"1,702,000",,"875,000",,"827,000",,"4,849,000",,"2,508,000",,"2,341,000",,"466,000",,"202,000",,"263,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,15000,新潟県,,"554,000",,"283,000",,"271,000",,"1,622,000",,"797,000",,"825,000",,"282,000",,"117,000",,"165,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,16000,富山県,,"251,000",,"129,000",,"122,000",,"728,000",,"352,000",,"376,000",,"128,000",,"53,000",,"75,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,17000,石川県,,"268,000",,"137,000",,"131,000",,"737,000",,"359,000",,"378,000",,"121,000",,"50,000",,"71,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,18000,福井県,,"183,000",,"94,000",,"89,000",,"520,000",,"252,000",,"267,000",,"94,000",,"39,000",,"55,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,19000,山梨県,,"182,000",,"93,000",,"89,000",,"529,000",,"260,000",,"269,000",,"96,000",,"40,000",,"56,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,20000,長野県,,"470,000",,"241,000",,"229,000",,"1,361,000",,"662,000",,"699,000",,"261,000",,"110,000",,"151,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,21000,岐阜県,,"475,000",,"243,000",,"232,000",,"1,303,000",,"632,000",,"672,000",,"196,000",,"85,000",,"110,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,22000,静岡県,,"839,000",,"430,000",,"409,000",,"2,307,000",,"1,140,000",,"1,166,000",,"323,000",,"136,000",,"187,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,23000,愛知県,,"1,553,000",,"797,000",,"756,000",,"4,234,000",,"2,132,000",,"2,102,000",,"480,000",,"206,000",,"273,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,24000,三重県,,"391,000",,"201,000",,"190,000",,"1,118,000",,"544,000",,"574,000",,"192,000",,"80,000",,"112,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,25000,滋賀県,,"272,000",,"140,000",,"132,000",,"712,000",,"352,000",,"361,000",,"112,000",,"46,000",,"66,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,26000,京都府,,"574,000",,"294,000",,"279,000",,"1,702,000",,"841,000",,"861,000",,"265,000",,"110,000",,"155,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,27000,大阪府,,"2,049,000",,"1,054,000",,"995,000",,"5,827,000",,"2,904,000",,"2,924,000",,"635,000",,"264,000",,"371,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,28000,兵庫県,,"1,230,000",,"632,000",,"598,000",,"3,449,000",,"1,686,000",,"1,763,000",,"492,000",,"205,000",,"287,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,29000,奈良県,,"298,000",,"153,000",,"145,000",,"818,000",,"398,000",,"420,000",,"117,000",,"48,000",,"69,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,30000,和歌山県,,"245,000",,"126,000",,"119,000",,"712,000",,"344,000",,"369,000",,"131,000",,"54,000",,"77,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,31000,鳥取県,,"132,000",,"68,000",,"65,000",,"398,000",,"192,000",,"206,000",,"77,000",,"31,000",,"45,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,32000,島根県,,"169,000",,"87,000",,"82,000",,"507,000",,"246,000",,"262,000",,"110,000",,"46,000",,"64,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,33000,岡山県,,"427,000",,"219,000",,"207,000",,"1,224,000",,"593,000",,"631,000",,"229,000",,"97,000",,"132,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,34000,広島県,,"653,000",,"334,000",,"319,000",,"1,819,000",,"892,000",,"927,000",,"288,000",,"121,000",,"167,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,35000,山口県,,"357,000",,"183,000",,"174,000",,"1,045,000",,"500,000",,"545,000",,"190,000",,"79,000",,"111,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,36000,徳島県,,"176,000",,"90,000",,"86,000",,"549,000",,"264,000",,"285,000",,"101,000",,"42,000",,"59,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,37000,香川県,,"225,000",,"115,000",,"109,000",,"658,000",,"317,000",,"340,000",,"123,000",,"51,000",,"71,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,38000,愛媛県,,"345,000",,"177,000",,"168,000",,"987,000",,"468,000",,"519,000",,"179,000",,"75,000",,"104,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,39000,高知県,,"176,000",,"90,000",,"86,000",,"545,000",,"261,000",,"284,000",,"111,000",,"45,000",,"66,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,40000,福岡県,,"1,060,000",,"544,000",,"516,000",,"3,094,000",,"1,494,000",,"1,600,000",,"441,000",,"182,000",,"259,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,41000,佐賀県,,"203,000",,"104,000",,"99,000",,"561,000",,"266,000",,"295,000",,"105,000",,"42,000",,"62,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,42000,長崎県,,"388,000",,"198,000",,"189,000",,"1,032,000",,"491,000",,"541,000",,"174,000",,"71,000",,"103,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,43000,熊本県,,"398,000",,"204,000",,"194,000",,"1,188,000",,"564,000",,"623,000",,"216,000",,"89,000",,"127,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,44000,大分県,,"280,000",,"144,000",,"137,000",,"805,000",,"380,000",,"426,000",,"148,000",,"62,000",,"86,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1981100000,1981年度,45000,宮崎県,,"279,000",,"143,000",,"136,000",,"755,000",,"359,000",,"396,000",,"124,000",,"51,000",,"73,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
