表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公開日：,2021/3/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
***,調査又は集計していないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,データが得られないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,数値が秘匿されているもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A1101,,A1201,,A1202,,A1203,,A1204,,A1205,,A1206,,A1207,,A1208,,A1209,,A1210,,A1211,,A1212,,A1213,,A1214,,A1215,,A1216,,A1217,,A1218,,A1219,,A1220,,A1221,
調査年 コード,調査年,year,prefecture_num,地域 コード,地域,/項目,A1101_総人口【人】,注釈,A1201_0～4歳人口【人】,注釈,A1202_5～9歳人口【人】,注釈,A1203_10～14歳人口【人】,注釈,A1204_15～19歳人口【人】,注釈,A1205_20～24歳人口【人】,注釈,A1206_25～29歳人口【人】,注釈,A1207_30～34歳人口【人】,注釈,A1208_35～39歳人口【人】,注釈,A1209_40～44歳人口【人】,注釈,A1210_45～49歳人口【人】,注釈,A1211_50～54歳人口【人】,注釈,A1212_55～59歳人口【人】,注釈,A1213_60～64歳人口【人】,注釈,A1214_65～69歳人口【人】,注釈,A1215_70～74歳人口【人】,注釈,A1216_75～79歳人口【人】,注釈,A1217_80～84歳人口【人】,注釈,A1218_85～89歳人口【人】,注釈,A1219_90～94歳人口【人】,注釈,A1220_95～99歳人口【人】,注釈,A1221_100歳以上人口【人】,注釈
2018100000,2018年度,2018,28,28000,兵庫県,,"5,484,000",,"212,000",,"230,000",,"242,000",,"267,000",,"267,000",,"247,000",,"279,000",,"317,000",,"392,000",,"430,000",,"367,000",,"334,000",,"324,000",,"410,000",,"377,000",,"313,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,29,29000,奈良県,,"1,339,000",,"48,000",,"54,000",,"59,000",,"67,000",,"66,000",,"58,000",,"63,000",,"71,000",,"89,000",,"100,000",,"88,000",,"81,000",,"82,000",,"107,000",,"99,000",,"85,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,30,30000,和歌山県,,"935,000",,"33,000",,"37,000",,"39,000",,"45,000",,"36,000",,"37,000",,"44,000",,"48,000",,"61,000",,"67,000",,"60,000",,"60,000",,"61,000",,"77,000",,"69,000",,"59,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,31,31000,鳥取県,,"560,000",,"22,000",,"24,000",,"25,000",,"27,000",,"22,000",,"23,000",,"28,000",,"32,000",,"37,000",,"37,000",,"33,000",,"35,000",,"39,000",,"46,000",,"38,000",,"30,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,32,32000,島根県,,"680,000",,"26,000",,"28,000",,"29,000",,"32,000",,"25,000",,"27,000",,"32,000",,"37,000",,"43,000",,"43,000",,"38,000",,"42,000",,"46,000",,"58,000",,"48,000",,"39,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,33,33000,岡山県,,"1,898,000",,"75,000",,"81,000",,"84,000",,"93,000",,"97,000",,"90,000",,"99,000",,"107,000",,"130,000",,"136,000",,"112,000",,"108,000",,"114,000",,"142,000",,"133,000",,"106,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,34,34000,広島県,,"2,817,000",,"113,000",,"125,000",,"126,000",,"135,000",,"136,000",,"133,000",,"150,000",,"165,000",,"201,000",,"212,000",,"175,000",,"163,000",,"167,000",,"211,000",,"194,000",,"155,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,35,35000,山口県,,"1,370,000",,"49,000",,"55,000",,"58,000",,"63,000",,"57,000",,"55,000",,"64,000",,"72,000",,"89,000",,"94,000",,"80,000",,"80,000",,"90,000",,"119,000",,"104,000",,"88,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,36,36000,徳島県,,"736,000",,"26,000",,"28,000",,"29,000",,"33,000",,"29,000",,"30,000",,"36,000",,"41,000",,"48,000",,"50,000",,"45,000",,"46,000",,"52,000",,"64,000",,"53,000",,"43,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,37,37000,香川県,,"962,000",,"37,000",,"40,000",,"42,000",,"46,000",,"40,000",,"40,000",,"48,000",,"54,000",,"68,000",,"69,000",,"58,000",,"57,000",,"61,000",,"79,000",,"70,000",,"54,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,38,38000,愛媛県,,"1,352,000",,"49,000",,"55,000",,"58,000",,"63,000",,"52,000",,"54,000",,"65,000",,"74,000",,"91,000",,"93,000",,"83,000",,"84,000",,"90,000",,"115,000",,"98,000",,"79,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,39,39000,高知県,,"706,000",,"24,000",,"26,000",,"29,000",,"32,000",,"26,000",,"26,000",,"32,000",,"37,000",,"47,000",,"48,000",,"41,000",,"44,000",,"48,000",,"61,000",,"55,000",,"44,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,40,40000,福岡県,,"5,107,000",,"218,000",,"229,000",,"226,000",,"241,000",,"275,000",,"251,000",,"285,000",,"321,000",,"363,000",,"365,000",,"311,000",,"300,000",,"315,000",,"394,000",,"320,000",,"262,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,41,41000,佐賀県,,"819,000",,"34,000",,"38,000",,"39,000",,"42,000",,"35,000",,"35,000",,"42,000",,"47,000",,"53,000",,"52,000",,"48,000",,"52,000",,"57,000",,"67,000",,"51,000",,"43,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,42,42000,長崎県,,"1,341,000",,"53,000",,"57,000",,"60,000",,"63,000",,"51,000",,"54,000",,"64,000",,"72,000",,"83,000",,"87,000",,"82,000",,"89,000",,"98,000",,"117,000",,"90,000",,"77,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,43,43000,熊本県,,"1,757,000",,"74,000",,"80,000",,"81,000",,"83,000",,"75,000",,"77,000",,"91,000",,"100,000",,"112,000",,"109,000",,"104,000",,"111,000",,"122,000",,"142,000",,"111,000",,"94,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,44,44000,大分県,,"1,144,000",,"44,000",,"48,000",,"49,000",,"54,000",,"47,000",,"46,000",,"56,000",,"64,000",,"75,000",,"75,000",,"66,000",,"70,000",,"78,000",,"97,000",,"81,000",,"67,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,45,45000,宮崎県,,"1,081,000",,"45,000",,"50,000",,"50,000",,"51,000",,"41,000",,"42,000",,"52,000",,"61,000",,"70,000",,"67,000",,"62,000",,"69,000",,"78,000",,"92,000",,"72,000",,"60,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,46,46000,鹿児島県,,"1,614,000",,"68,000",,"74,000",,"74,000",,"74,000",,"62,000",,"65,000",,"80,000",,"91,000",,"100,000",,"97,000",,"96,000",,"106,000",,"123,000",,"135,000",,"101,000",,"88,000",,***,,***,,***,,***,,***,
2018100000,2018年度,2018,47,47000,沖縄県,,"1,448,000",,"82,000",,"84,000",,"81,000",,"81,000",,"72,000",,"76,000",,"88,000",,"93,000",,"104,000",,"102,000",,"89,000",,"90,000",,"93,000",,"97,000",,"60,000",,"56,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,0,0,全国,,"126,706,000",,"4,909,000",,"5,251,000",,"5,432,000",,"5,995,000",,"6,228,000",,"6,291,000",,"7,112,000",,"7,884,000",,"9,443,000",,"9,457,000",,"8,156,000",,"7,592,000",,"7,804,000",,"9,921,000",,"7,749,000",,"6,738,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,1,1000,北海道,,"5,320,000",,"179,000",,"198,000",,"211,000",,"234,000",,"234,000",,"237,000",,"275,000",,"313,000",,"380,000",,"374,000",,"342,000",,"341,000",,"371,000",,"469,000",,"348,000",,"306,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,2,2000,青森県,,"1,278,000",,"42,000",,"46,000",,"52,000",,"60,000",,"49,000",,"50,000",,"61,000",,"71,000",,"84,000",,"86,000",,"82,000",,"90,000",,"97,000",,"115,000",,"84,000",,"76,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,3,3000,岩手県,,"1,255,000",,"43,000",,"48,000",,"53,000",,"58,000",,"47,000",,"52,000",,"61,000",,"71,000",,"83,000",,"81,000",,"78,000",,"86,000",,"93,000",,"108,000",,"78,000",,"74,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,4,4000,宮城県,,"2,323,000",,"87,000",,"94,000",,"99,000",,"111,000",,"123,000",,"121,000",,"133,000",,"148,000",,"168,000",,"159,000",,"143,000",,"147,000",,"160,000",,"188,000",,"128,000",,"114,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,5,5000,秋田県,,"996,000",,"29,000",,"34,000",,"38,000",,"42,000",,"30,000",,"35,000",,"44,000",,"53,000",,"63,000",,"61,000",,"60,000",,"71,000",,"81,000",,"95,000",,"68,000",,"64,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,6,6000,山形県,,"1,102,000",,"39,000",,"43,000",,"48,000",,"52,000",,"40,000",,"45,000",,"55,000",,"63,000",,"70,000",,"68,000",,"66,000",,"75,000",,"82,000",,"96,000",,"67,000",,"63,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,7,7000,福島県,,"1,882,000",,"68,000",,"71,000",,"81,000",,"92,000",,"72,000",,"83,000",,"97,000",,"108,000",,"125,000",,"122,000",,"118,000",,"131,000",,"144,000",,"165,000",,"110,000",,"101,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,8,8000,茨城県,,"2,892,000",,"107,000",,"119,000",,"128,000",,"142,000",,"130,000",,"135,000",,"157,000",,"176,000",,"211,000",,"211,000",,"181,000",,"177,000",,"198,000",,"243,000",,"186,000",,"156,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,9,9000,栃木県,,"1,957,000",,"75,000",,"82,000",,"88,000",,"93,000",,"82,000",,"94,000",,"111,000",,"125,000",,"147,000",,"142,000",,"123,000",,"122,000",,"136,000",,"164,000",,"118,000",,"97,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,10,10000,群馬県,,"1,960,000",,"71,000",,"81,000",,"89,000",,"99,000",,"88,000",,"89,000",,"101,000",,"117,000",,"145,000",,"145,000",,"124,000",,"117,000",,"128,000",,"161,000",,"128,000",,"106,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,11,11000,埼玉県,,"7,310,000",,"282,000",,"303,000",,"314,000",,"346,000",,"398,000",,"376,000",,"415,000",,"469,000",,"578,000",,"592,000",,"489,000",,"420,000",,"428,000",,"558,000",,"469,000",,"391,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,12,12000,千葉県,,"6,246,000",,"235,000",,"254,000",,"266,000",,"290,000",,"317,000",,"311,000",,"352,000",,"396,000",,"486,000",,"501,000",,"411,000",,"360,000",,"373,000",,"490,000",,"411,000",,"340,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,13,13000,東京都,,"13,724,000",,"539,000",,"512,000",,"491,000",,"557,000",,"846,000",,"898,000",,"975,000",,"1,025,000",,"1,139,000",,"1,144,000",,"967,000",,"779,000",,"691,000",,"856,000",,"717,000",,"628,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,14,14000,神奈川県,,"9,159,000",,"357,000",,"378,000",,"387,000",,"427,000",,"509,000",,"487,000",,"542,000",,"607,000",,"737,000",,"776,000",,"652,000",,"532,000",,"493,000",,"641,000",,"534,000",,"459,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,15,15000,新潟県,,"2,267,000",,"80,000",,"90,000",,"95,000",,"106,000",,"91,000",,"97,000",,"115,000",,"131,000",,"156,000",,"151,000",,"140,000",,"143,000",,"161,000",,"197,000",,"141,000",,"128,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,16,16000,富山県,,"1,056,000",,"37,000",,"41,000",,"46,000",,"51,000",,"42,000",,"45,000",,"52,000",,"60,000",,"78,000",,"77,000",,"64,000",,"62,000",,"67,000",,"91,000",,"74,000",,"61,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,17,17000,石川県,,"1,147,000",,"45,000",,"49,000",,"52,000",,"58,000",,"56,000",,"53,000",,"59,000",,"67,000",,"86,000",,"82,000",,"70,000",,"68,000",,"71,000",,"94,000",,"74,000",,"60,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,18,18000,福井県,,"779,000",,"30,000",,"34,000",,"36,000",,"40,000",,"32,000",,"35,000",,"40,000",,"44,000",,"54,000",,"53,000",,"48,000",,"49,000",,"51,000",,"66,000",,"47,000",,"41,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,19,19000,山梨県,,"823,000",,"30,000",,"33,000",,"36,000",,"42,000",,"38,000",,"36,000",,"40,000",,"45,000",,"56,000",,"59,000",,"55,000",,"53,000",,"56,000",,"67,000",,"51,000",,"46,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,20,20000,長野県,,"2,076,000",,"77,000",,"87,000",,"95,000",,"103,000",,"75,000",,"87,000",,"100,000",,"118,000",,"147,000",,"148,000",,"130,000",,"127,000",,"133,000",,"169,000",,"135,000",,"119,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,21,21000,岐阜県,,"2,008,000",,"77,000",,"88,000",,"94,000",,"103,000",,"90,000",,"89,000",,"101,000",,"116,000",,"144,000",,"145,000",,"126,000",,"121,000",,"126,000",,"167,000",,"129,000",,"113,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,22,22000,静岡県,,"3,675,000",,"141,000",,"158,000",,"165,000",,"177,000",,"144,000",,"169,000",,"198,000",,"220,000",,"267,000",,"271,000",,"235,000",,"226,000",,"236,000",,"302,000",,"235,000",,"206,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,23,23000,愛知県,,"7,525,000",,"323,000",,"342,000",,"345,000",,"378,000",,"409,000",,"417,000",,"460,000",,"493,000",,"593,000",,"595,000",,"489,000",,"423,000",,"405,000",,"529,000",,"435,000",,"373,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,24,24000,三重県,,"1,800,000",,"68,000",,"77,000",,"81,000",,"89,000",,"79,000",,"83,000",,"94,000",,"105,000",,"131,000",,"132,000",,"116,000",,"110,000",,"112,000",,"144,000",,"114,000",,"99,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,25,25000,滋賀県,,"1,413,000",,"62,000",,"68,000",,"70,000",,"75,000",,"74,000",,"71,000",,"81,000",,"90,000",,"108,000",,"104,000",,"87,000",,"82,000",,"83,000",,"106,000",,"80,000",,"65,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,26,26000,京都府,,"2,599,000",,"96,000",,"104,000",,"109,000",,"124,000",,"162,000",,"134,000",,"140,000",,"154,000",,"191,000",,"191,000",,"162,000",,"145,000",,"146,000",,"207,000",,"168,000",,"144,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,27,27000,大阪府,,"8,823,000",,"337,000",,"358,000",,"374,000",,"425,000",,"478,000",,"462,000",,"500,000",,"543,000",,"679,000",,"712,000",,"586,000",,"493,000",,"479,000",,"667,000",,"563,000",,"502,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,28,28000,兵庫県,,"5,503,000",,"215,000",,"234,000",,"244,000",,"272,000",,"261,000",,"252,000",,"288,000",,"326,000",,"411,000",,"421,000",,"358,000",,"329,000",,"333,000",,"439,000",,"353,000",,"302,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,29,29000,奈良県,,"1,348,000",,"49,000",,"55,000",,"60,000",,"68,000",,"66,000",,"59,000",,"65,000",,"74,000",,"94,000",,"98,000",,"86,000",,"81,000",,"85,000",,"115,000",,"93,000",,"81,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,30,30000,和歌山県,,"945,000",,"34,000",,"38,000",,"40,000",,"46,000",,"36,000",,"39,000",,"45,000",,"50,000",,"64,000",,"66,000",,"60,000",,"60,000",,"63,000",,"82,000",,"65,000",,"58,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,31,31000,鳥取県,,"565,000",,"22,000",,"24,000",,"25,000",,"27,000",,"22,000",,"24,000",,"29,000",,"33,000",,"38,000",,"35,000",,"33,000",,"36,000",,"41,000",,"49,000",,"34,000",,"30,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,32,32000,島根県,,"685,000",,"27,000",,"28,000",,"30,000",,"33,000",,"24,000",,"27,000",,"33,000",,"38,000",,"45,000",,"42,000",,"38,000",,"43,000",,"48,000",,"61,000",,"45,000",,"38,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,33,33000,岡山県,,"1,907,000",,"76,000",,"82,000",,"85,000",,"95,000",,"96,000",,"91,000",,"102,000",,"110,000",,"136,000",,"131,000",,"110,000",,"110,000",,"117,000",,"153,000",,"124,000",,"103,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,34,34000,広島県,,"2,829,000",,"116,000",,"126,000",,"126,000",,"137,000",,"134,000",,"136,000",,"154,000",,"170,000",,"210,000",,"205,000",,"170,000",,"164,000",,"172,000",,"224,000",,"183,000",,"150,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,35,35000,山口県,,"1,383,000",,"50,000",,"56,000",,"58,000",,"65,000",,"56,000",,"57,000",,"67,000",,"74,000",,"94,000",,"91,000",,"78,000",,"82,000",,"93,000",,"126,000",,"98,000",,"85,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,36,36000,徳島県,,"743,000",,"26,000",,"28,000",,"30,000",,"34,000",,"29,000",,"31,000",,"37,000",,"42,000",,"50,000",,"49,000",,"45,000",,"47,000",,"54,000",,"69,000",,"48,000",,"42,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,37,37000,香川県,,"967,000",,"37,000",,"40,000",,"43,000",,"47,000",,"38,000",,"41,000",,"49,000",,"56,000",,"71,000",,"67,000",,"56,000",,"58,000",,"63,000",,"85,000",,"64,000",,"53,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,38,38000,愛媛県,,"1,364,000",,"50,000",,"56,000",,"59,000",,"64,000",,"51,000",,"57,000",,"67,000",,"77,000",,"94,000",,"91,000",,"82,000",,"86,000",,"93,000",,"122,000",,"90,000",,"79,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,39,39000,高知県,,"714,000",,"25,000",,"27,000",,"29,000",,"33,000",,"26,000",,"27,000",,"33,000",,"39,000",,"49,000",,"46,000",,"42,000",,"45,000",,"49,000",,"65,000",,"51,000",,"43,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,40,40000,福岡県,,"5,107,000",,"220,000",,"230,000",,"225,000",,"244,000",,"271,000",,"253,000",,"294,000",,"327,000",,"372,000",,"355,000",,"304,000",,"302,000",,"326,000",,"410,000",,"295,000",,"257,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,41,41000,佐賀県,,"824,000",,"35,000",,"38,000",,"40,000",,"43,000",,"35,000",,"36,000",,"43,000",,"48,000",,"54,000",,"51,000",,"48,000",,"53,000",,"59,000",,"69,000",,"47,000",,"43,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,42,42000,長崎県,,"1,354,000",,"54,000",,"58,000",,"60,000",,"65,000",,"52,000",,"56,000",,"66,000",,"74,000",,"86,000",,"86,000",,"82,000",,"91,000",,"101,000",,"120,000",,"82,000",,"77,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,43,43000,熊本県,,"1,765,000",,"75,000",,"81,000",,"81,000",,"84,000",,"74,000",,"79,000",,"93,000",,"102,000",,"114,000",,"107,000",,"105,000",,"113,000",,"126,000",,"146,000",,"103,000",,"94,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,44,44000,大分県,,"1,152,000",,"45,000",,"49,000",,"50,000",,"55,000",,"47,000",,"49,000",,"58,000",,"66,000",,"78,000",,"73,000",,"66,000",,"71,000",,"81,000",,"101,000",,"75,000",,"66,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,45,45000,宮崎県,,"1,089,000",,"46,000",,"50,000",,"50,000",,"53,000",,"40,000",,"44,000",,"55,000",,"62,000",,"71,000",,"66,000",,"63,000",,"71,000",,"81,000",,"96,000",,"65,000",,"61,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,46,46000,鹿児島県,,"1,626,000",,"68,000",,"74,000",,"74,000",,"75,000",,"62,000",,"67,000",,"83,000",,"92,000",,"101,000",,"96,000",,"97,000",,"109,000",,"125,000",,"139,000",,"92,000",,"89,000",,***,,***,,***,,***,,***,
2017100000,2017年度,2017,47,47000,沖縄県,,"1,443,000",,"82,000",,"84,000",,"81,000",,"82,000",,"71,000",,"77,000",,"90,000",,"94,000",,"107,000",,"99,000",,"88,000",,"91,000",,"95,000",,"96,000",,"54,000",,"57,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,0,0,全国,,"126,933,000",,"4,963,000",,"5,303,000",,"5,514,000",,"6,040,000",,"6,150,000",,"6,393,000",,"7,257,000",,"8,117,000",,"9,713,000",,"9,282,000",,"7,904,000",,"7,546,000",,"8,160,000",,"10,275,000",,"7,408,000",,"6,526,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,1,1000,北海道,,"5,352,000",,"183,000",,"201,000",,"216,000",,"237,000",,"234,000",,"242,000",,"282,000",,"325,000",,"390,000",,"369,000",,"337,000",,"342,000",,"392,000",,"472,000",,"337,000",,"300,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,2,2000,青森県,,"1,293,000",,"43,000",,"47,000",,"55,000",,"62,000",,"49,000",,"51,000",,"64,000",,"74,000",,"86,000",,"86,000",,"83,000",,"91,000",,"101,000",,"117,000",,"80,000",,"76,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,3,3000,岩手県,,"1,268,000",,"44,000",,"49,000",,"55,000",,"59,000",,"48,000",,"53,000",,"64,000",,"73,000",,"85,000",,"81,000",,"79,000",,"86,000",,"98,000",,"108,000",,"75,000",,"75,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,4,4000,宮城県,,"2,330,000",,"89,000",,"96,000",,"101,000",,"113,000",,"123,000",,"123,000",,"136,000",,"151,000",,"170,000",,"157,000",,"141,000",,"149,000",,"166,000",,"186,000",,"122,000",,"113,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,5,5000,秋田県,,"1,010,000",,"30,000",,"35,000",,"39,000",,"43,000",,"31,000",,"36,000",,"46,000",,"56,000",,"63,000",,"62,000",,"61,000",,"73,000",,"84,000",,"97,000",,"64,000",,"65,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,6,6000,山形県,,"1,113,000",,"39,000",,"44,000",,"49,000",,"52,000",,"41,000",,"47,000",,"57,000",,"65,000",,"71,000",,"68,000",,"67,000",,"76,000",,"86,000",,"96,000",,"64,000",,"63,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,7,7000,福島県,,"1,901,000",,"68,000",,"74,000",,"84,000",,"93,000",,"74,000",,"86,000",,"99,000",,"111,000",,"128,000",,"122,000",,"119,000",,"134,000",,"150,000",,"164,000",,"106,000",,"101,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,8,8000,茨城県,,"2,905,000",,"109,000",,"121,000",,"131,000",,"143,000",,"130,000",,"139,000",,"161,000",,"181,000",,"217,000",,"207,000",,"176,000",,"179,000",,"208,000",,"247,000",,"177,000",,"149,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,9,9000,栃木県,,"1,966,000",,"76,000",,"84,000",,"90,000",,"93,000",,"83,000",,"98,000",,"114,000",,"129,000",,"150,000",,"139,000",,"120,000",,"124,000",,"142,000",,"166,000",,"111,000",,"94,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,10,10000,群馬県,,"1,967,000",,"72,000",,"83,000",,"91,000",,"98,000",,"87,000",,"91,000",,"103,000",,"121,000",,"150,000",,"142,000",,"119,000",,"117,000",,"134,000",,"167,000",,"121,000",,"101,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,11,11000,埼玉県,,"7,289,000",,"284,000",,"306,000",,"317,000",,"350,000",,"389,000",,"376,000",,"423,000",,"482,000",,"601,000",,"577,000",,"465,000",,"415,000",,"450,000",,"585,000",,"449,000",,"368,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,12,12000,千葉県,,"6,236,000",,"236,000",,"257,000",,"269,000",,"291,000",,"312,000",,"315,000",,"360,000",,"407,000",,"503,000",,"489,000",,"393,000",,"356,000",,"392,000",,"515,000",,"392,000",,"323,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,13,13000,東京都,,"13,624,000",,"534,000",,"509,000",,"492,000",,"558,000",,"820,000",,"891,000",,"987,000",,"1,041,000",,"1,163,000",,"1,125,000",,"920,000",,"753,000",,"711,000",,"901,000",,"690,000",,"609,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,14,14000,神奈川県,,"9,145,000",,"362,000",,"381,000",,"391,000",,"430,000",,"500,000",,"489,000",,"554,000",,"627,000",,"763,000",,"766,000",,"619,000",,"515,000",,"515,000",,"671,000",,"515,000",,"437,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,15,15000,新潟県,,"2,286,000",,"82,000",,"91,000",,"98,000",,"108,000",,"93,000",,"100,000",,"118,000",,"136,000",,"158,000",,"151,000",,"137,000",,"146,000",,"168,000",,"201,000",,"133,000",,"127,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,16,16000,富山県,,"1,061,000",,"38,000",,"42,000",,"47,000",,"50,000",,"41,000",,"46,000",,"53,000",,"63,000",,"81,000",,"74,000",,"62,000",,"63,000",,"71,000",,"98,000",,"68,000",,"58,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,17,17000,石川県,,"1,151,000",,"45,000",,"49,000",,"52,000",,"58,000",,"56,000",,"54,000",,"60,000",,"70,000",,"88,000",,"80,000",,"68,000",,"68,000",,"74,000",,"101,000",,"68,000",,"56,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,18,18000,福井県,,"782,000",,"31,000",,"35,000",,"37,000",,"40,000",,"32,000",,"36,000",,"40,000",,"46,000",,"55,000",,"52,000",,"47,000",,"49,000",,"53,000",,"67,000",,"44,000",,"40,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,19,19000,山梨県,,"830,000",,"30,000",,"34,000",,"37,000",,"43,000",,"38,000",,"37,000",,"41,000",,"47,000",,"58,000",,"59,000",,"54,000",,"53,000",,"58,000",,"69,000",,"49,000",,"44,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,20,20000,長野県,,"2,088,000",,"79,000",,"89,000",,"97,000",,"102,000",,"76,000",,"89,000",,"103,000",,"123,000",,"151,000",,"146,000",,"127,000",,"127,000",,"138,000",,"175,000",,"130,000",,"115,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,21,21000,岐阜県,,"2,022,000",,"79,000",,"89,000",,"96,000",,"103,000",,"90,000",,"92,000",,"104,000",,"120,000",,"149,000",,"142,000",,"123,000",,"121,000",,"132,000",,"172,000",,"123,000",,"110,000",,***,,***,,***,,***,,***,
