表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公開日：,2021/3/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
***,調査又は集計していないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,データが得られないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,数値が秘匿されているもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A1101,,A1201,,A1202,,A1203,,A1204,,A1205,,A1206,,A1207,,A1208,,A1209,,A1210,,A1211,,A1212,,A1213,,A1214,,A1215,,A1216,,A1217,,A1218,,A1219,,A1220,,A1221,
調査年 コード,調査年,year,prefecture_num,地域 コード,地域,/項目,A1101_総人口【人】,注釈,A1201_0～4歳人口【人】,注釈,A1202_5～9歳人口【人】,注釈,A1203_10～14歳人口【人】,注釈,A1204_15～19歳人口【人】,注釈,A1205_20～24歳人口【人】,注釈,A1206_25～29歳人口【人】,注釈,A1207_30～34歳人口【人】,注釈,A1208_35～39歳人口【人】,注釈,A1209_40～44歳人口【人】,注釈,A1210_45～49歳人口【人】,注釈,A1211_50～54歳人口【人】,注釈,A1212_55～59歳人口【人】,注釈,A1213_60～64歳人口【人】,注釈,A1214_65～69歳人口【人】,注釈,A1215_70～74歳人口【人】,注釈,A1216_75～79歳人口【人】,注釈,A1217_80～84歳人口【人】,注釈,A1218_85～89歳人口【人】,注釈,A1219_90～94歳人口【人】,注釈,A1220_95～99歳人口【人】,注釈,A1221_100歳以上人口【人】,注釈
2016100000,2016年度,2016,22,22000,静岡県,,"3,688,000",,"145,000",,"159,000",,"168,000",,"175,000",,"144,000",,"175,000",,"202,000",,"227,000",,"276,000",,"267,000",,"228,000",,"226,000",,"246,000",,"310,000",,"227,000",,"199,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,23,23000,愛知県,,"7,507,000",,"327,000",,"344,000",,"348,000",,"379,000",,"401,000",,"422,000",,"465,000",,"506,000",,"612,000",,"579,000",,"469,000",,"413,000",,"421,000",,"553,000",,"420,000",,"356,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,24,24000,三重県,,"1,808,000",,"70,000",,"78,000",,"83,000",,"90,000",,"78,000",,"86,000",,"96,000",,"108,000",,"136,000",,"129,000",,"113,000",,"109,000",,"117,000",,"149,000",,"109,000",,"97,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,25,25000,滋賀県,,"1,413,000",,"63,000",,"68,000",,"70,000",,"75,000",,"74,000",,"73,000",,"82,000",,"93,000",,"110,000",,"101,000",,"85,000",,"81,000",,"87,000",,"109,000",,"76,000",,"63,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,26,26000,京都府,,"2,605,000",,"97,000",,"105,000",,"110,000",,"127,000",,"161,000",,"134,000",,"142,000",,"160,000",,"197,000",,"186,000",,"157,000",,"143,000",,"153,000",,"220,000",,"160,000",,"137,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,27,27000,大阪府,,"8,833,000",,"341,000",,"362,000",,"381,000",,"430,000",,"469,000",,"466,000",,"508,000",,"561,000",,"708,000",,"695,000",,"561,000",,"478,000",,"506,000",,"709,000",,"547,000",,"479,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,28,28000,兵庫県,,"5,520,000",,"217,000",,"236,000",,"248,000",,"274,000",,"257,000",,"259,000",,"296,000",,"338,000",,"427,000",,"412,000",,"348,000",,"324,000",,"349,000",,"461,000",,"338,000",,"289,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,29,29000,奈良県,,"1,356,000",,"50,000",,"56,000",,"61,000",,"70,000",,"66,000",,"61,000",,"67,000",,"77,000",,"98,000",,"96,000",,"84,000",,"80,000",,"91,000",,"121,000",,"89,000",,"77,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,30,30000,和歌山県,,"954,000",,"35,000",,"38,000",,"42,000",,"47,000",,"36,000",,"40,000",,"46,000",,"52,000",,"66,000",,"65,000",,"60,000",,"60,000",,"66,000",,"86,000",,"62,000",,"56,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,31,31000,鳥取県,,"570,000",,"23,000",,"24,000",,"26,000",,"27,000",,"22,000",,"25,000",,"30,000",,"34,000",,"39,000",,"35,000",,"33,000",,"37,000",,"42,000",,"49,000",,"32,000",,"30,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,32,32000,島根県,,"690,000",,"27,000",,"29,000",,"30,000",,"33,000",,"24,000",,"28,000",,"34,000",,"39,000",,"45,000",,"41,000",,"38,000",,"44,000",,"50,000",,"64,000",,"41,000",,"39,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,33,33000,岡山県,,"1,915,000",,"77,000",,"83,000",,"87,000",,"96,000",,"95,000",,"94,000",,"103,000",,"113,000",,"140,000",,"126,000",,"108,000",,"110,000",,"121,000",,"161,000",,"117,000",,"101,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,34,34000,広島県,,"2,837,000",,"118,000",,"126,000",,"128,000",,"137,000",,"133,000",,"140,000",,"156,000",,"175,000",,"217,000",,"200,000",,"165,000",,"164,000",,"179,000",,"237,000",,"173,000",,"144,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,35,35000,山口県,,"1,394,000",,"51,000",,"57,000",,"60,000",,"65,000",,"56,000",,"58,000",,"68,000",,"77,000",,"96,000",,"89,000",,"76,000",,"83,000",,"99,000",,"131,000",,"93,000",,"84,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,36,36000,徳島県,,"750,000",,"27,000",,"29,000",,"31,000",,"34,000",,"30,000",,"32,000",,"38,000",,"43,000",,"51,000",,"48,000",,"44,000",,"48,000",,"57,000",,"71,000",,"45,000",,"42,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,37,37000,香川県,,"972,000",,"38,000",,"41,000",,"43,000",,"47,000",,"37,000",,"43,000",,"50,000",,"59,000",,"72,000",,"65,000",,"55,000",,"59,000",,"66,000",,"90,000",,"59,000",,"52,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,38,38000,愛媛県,,"1,375,000",,"51,000",,"56,000",,"60,000",,"65,000",,"51,000",,"59,000",,"69,000",,"80,000",,"96,000",,"89,000",,"81,000",,"87,000",,"98,000",,"125,000",,"85,000",,"78,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,39,39000,高知県,,"721,000",,"25,000",,"27,000",,"30,000",,"33,000",,"26,000",,"28,000",,"34,000",,"40,000",,"50,000",,"45,000",,"42,000",,"46,000",,"52,000",,"68,000",,"47,000",,"42,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,40,40000,福岡県,,"5,104,000",,"221,000",,"231,000",,"226,000",,"248,000",,"265,000",,"258,000",,"301,000",,"334,000",,"377,000",,"346,000",,"297,000",,"304,000",,"342,000",,"419,000",,"279,000",,"251,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,41,41000,佐賀県,,"828,000",,"35,000",,"39,000",,"40,000",,"43,000",,"35,000",,"37,000",,"45,000",,"49,000",,"54,000",,"51,000",,"48,000",,"54,000",,"62,000",,"69,000",,"44,000",,"42,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,42,42000,長崎県,,"1,367,000",,"55,000",,"59,000",,"62,000",,"66,000",,"53,000",,"58,000",,"68,000",,"76,000",,"88,000",,"86,000",,"82,000",,"92,000",,"106,000",,"121,000",,"78,000",,"77,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,43,43000,熊本県,,"1,774,000",,"76,000",,"81,000",,"82,000",,"86,000",,"74,000",,"81,000",,"96,000",,"104,000",,"115,000",,"107,000",,"104,000",,"115,000",,"131,000",,"147,000",,"97,000",,"95,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,44,44000,大分県,,"1,160,000",,"45,000",,"49,000",,"50,000",,"55,000",,"46,000",,"51,000",,"60,000",,"69,000",,"78,000",,"72,000",,"65,000",,"72,000",,"84,000",,"104,000",,"70,000",,"66,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,45,45000,宮崎県,,"1,096,000",,"46,000",,"51,000",,"51,000",,"53,000",,"40,000",,"45,000",,"56,000",,"64,000",,"72,000",,"65,000",,"63,000",,"73,000",,"84,000",,"97,000",,"62,000",,"61,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,46,46000,鹿児島県,,"1,637,000",,"70,000",,"75,000",,"75,000",,"77,000",,"61,000",,"70,000",,"85,000",,"94,000",,"101,000",,"96,000",,"97,000",,"113,000",,"130,000",,"137,000",,"88,000",,"90,000",,***,,***,,***,,***,,***,
2016100000,2016年度,2016,47,47000,沖縄県,,"1,439,000",,"83,000",,"84,000",,"81,000",,"83,000",,"71,000",,"78,000",,"91,000",,"96,000",,"107,000",,"97,000",,"87,000",,"91,000",,"97,000",,"92,000",,"51,000",,"57,000",,***,,***,,***,,***,,***,
2015100000,2015年度,2015,0,0,全国,,"127,094,745",,"4,987,706",,"5,299,787",,"5,599,317",,"6,008,388",,"5,968,127",,"6,409,612",,"7,290,878",,"8,316,157",,"9,732,218",,"8,662,804",,"7,930,296",,"7,515,246",,"8,455,010",,"9,643,867",,"7,695,811",,"6,276,856",,"4,961,420",,"3,117,257",,"1,349,120",,"359,347",,"61,763",
2015100000,2015年度,2015,1,1000,北海道,,"5,381,733",,"186,010",,"202,269",,"220,017",,"239,098",,"234,274",,"247,587",,"287,674",,"337,369",,"391,243",,"350,794",,"345,836",,"343,884",,"413,045",,"448,646",,"341,850",,"293,306",,"238,663",,"149,960",,"65,902",,"17,225",,"2,835",
2015100000,2015年度,2015,2,2000,青森県,,"1,308,265",,"42,943",,"48,296",,"56,969",,"60,960",,"50,486",,"53,303",,"65,011",,"76,138",,"86,583",,"83,018",,"86,140",,"91,592",,"104,636",,"108,925",,"82,671",,"75,431",,"65,066",,"39,015",,"15,638",,"3,655",,539,
2015100000,2015年度,2015,3,3000,岩手県,,"1,279,594",,"44,460",,"50,138",,"56,394",,"58,332",,"49,304",,"54,657",,"64,890",,"75,923",,"83,625",,"77,997",,"81,816",,"88,069",,"100,273",,"100,241",,"78,913",,"75,157",,"66,196",,"42,827",,"17,864",,"4,652",,723,
2015100000,2015年度,2015,4,4000,宮城県,,"2,333,899",,"88,787",,"95,243",,"101,973",,"113,969",,"116,391",,"120,512",,"135,196",,"152,236",,"166,058",,"145,597",,"142,740",,"148,606",,"169,017",,"168,177",,"125,280",,"110,556",,"92,973",,"59,418",,"24,861",,"6,038",,937,
2015100000,2015年度,2015,5,5000,秋田県,,"1,023,119",,"30,148",,"35,693",,"40,200",,"41,948",,"32,642",,"37,798",,"47,415",,"57,799",,"62,676",,"58,721",,"65,049",,"74,334",,"86,855",,"89,176",,"66,977",,"66,525",,"60,142",,"40,024",,"16,108",,"3,792",,557,
2015100000,2015年度,2015,6,6000,山形県,,"1,123,891",,"40,221",,"45,194",,"50,345",,"50,953",,"42,706",,"48,721",,"57,869",,"66,734",,"70,586",,"65,223",,"69,986",,"77,806",,"88,752",,"88,099",,"66,887",,"64,562",,"59,243",,"42,267",,"18,314",,"4,336",,645,
2015100000,2015年度,2015,7,7000,福島県,,"1,914,039",,"67,458",,"74,873",,"86,556",,"89,826",,"76,683",,"87,453",,"99,679",,"113,625",,"125,972",,"115,670",,"123,194",,"135,335",,"152,752",,"147,232",,"111,153",,"100,264",,"89,460",,"60,890",,"26,161",,"6,254",,970,
2015100000,2015年度,2015,8,8000,茨城県,,"2,916,976",,"109,073",,"122,167",,"133,111",,"140,357",,"129,447",,"141,878",,"162,661",,"185,899",,"218,542",,"191,782",,"178,223",,"182,692",,"215,831",,"230,584",,"182,065",,"141,470",,"106,708",,"70,870",,"31,028",,"7,625",,"1,328",
2015100000,2015年度,2015,9,9000,栃木県,,"1,974,255",,"77,033",,"84,561",,"91,242",,"90,747",,"84,564",,"100,530",,"116,500",,"132,819",,"151,156",,"130,665",,"121,835",,"127,246",,"147,554",,"155,130",,"114,300",,"90,622",,"72,614",,"48,576",,"21,229",,"5,075",,846,
2015100000,2015年度,2015,10,10000,群馬県,,"1,973,115",,"74,051",,"84,040",,"92,793",,"95,840",,"86,285",,"91,635",,"104,919",,"125,678",,"149,996",,"132,418",,"120,845",,"118,512",,"139,652",,"157,725",,"123,185",,"97,154",,"78,378",,"53,103",,"23,261",,"6,164",,"1,056",
2015100000,2015年度,2015,11,11000,埼玉県,,"7,266,534",,"283,932",,"306,037",,"320,836",,"352,775",,"373,218",,"373,411",,"426,232",,"496,414",,"608,039",,"536,165",,"459,647",,"411,320",,"469,953",,"557,503",,"465,107",,"346,530",,"228,474",,"123,790",,"51,483",,"13,632",,"2,216",
2015100000,2015年度,2015,12,12000,千葉県,,"6,222,666",,"234,739",,"256,207",,"271,166",,"289,116",,"298,538",,"312,386",,"360,240",,"415,886",,"506,031",,"449,920",,"388,229",,"352,575",,"406,891",,"486,671",,"401,929",,"302,271",,"209,585",,"119,558",,"49,010",,"13,139",,"2,256",
2015100000,2015年度,2015,13,13000,東京都,,"13,515,271",,"524,939",,"499,632",,"493,559",,"566,729",,"753,698",,"863,678",,"969,877",,"1,038,390",,"1,154,214",,"1,048,170",,"891,332",,"722,755",,"725,312",,"854,575",,"713,342",,"583,971",,"449,314",,"261,441",,"108,999",,"28,732",,"5,142",
2015100000,2015年度,2015,14,14000,神奈川県,,"9,126,214",,"364,868",,"380,593",,"395,287",,"435,960",,"475,327",,"488,631",,"559,152",,"645,547",,"775,579",,"718,951",,"606,592",,"502,515",,"536,129",,"638,669",,"535,599",,"416,119",,"299,631",,"172,747",,"72,214",,"19,691",,"3,487",
2015100000,2015年度,2015,15,15000,新潟県,,"2,304,264",,"83,834",,"92,116",,"99,995",,"106,885",,"94,792",,"103,813",,"119,785",,"141,874",,"157,930",,"143,468",,"140,646",,"148,933",,"175,327",,"186,205",,"139,553",,"127,335",,"109,894",,"76,608",,"34,538",,"9,401",,"1,551",
2015100000,2015年度,2015,16,16000,富山県,,"1,066,328",,"37,998",,"42,815",,"48,035",,"48,020",,"41,579",,"46,886",,"53,780",,"65,902",,"81,658",,"68,320",,"63,104",,"62,574",,"73,722",,"93,135",,"70,923",,"56,776",,"49,130",,"33,015",,"14,943",,"4,243",,734,
2015100000,2015年度,2015,17,17000,石川県,,"1,154,008",,"45,642",,"49,670",,"53,060",,"57,473",,"54,552",,"54,125",,"60,143",,"72,581",,"87,967",,"73,829",,"68,362",,"67,644",,"75,839",,"95,296",,"70,655",,"54,466",,"46,346",,"31,368",,"14,310",,"4,036",,674,
2015100000,2015年度,2015,18,18000,福井県,,"786,740",,"31,183",,"34,772",,"37,031",,"38,113",,"32,689",,"36,288",,"40,738",,"47,627",,"55,078",,"48,011",,"48,745",,"49,215",,"54,905",,"61,484",,"47,068",,"39,340",,"35,292",,"24,686",,"11,054",,"2,977",,507,
2015100000,2015年度,2015,19,19000,山梨県,,"834,930",,"30,196",,"34,091",,"37,983",,"42,895",,"37,785",,"37,226",,"41,489",,"48,350",,"58,353",,"56,461",,"54,295",,"52,897",,"59,094",,"63,778",,"51,441",,"42,682",,"35,849",,"25,098",,"11,789",,"3,315",,592,
2015100000,2015年度,2015,20,20000,長野県,,"2,098,804",,"80,123",,"90,234",,"99,395",,"97,491",,"77,986",,"90,486",,"104,266",,"128,581",,"151,928",,"137,073",,"129,068",,"127,175",,"142,811",,"163,385",,"135,393",,"112,479",,"98,119",,"72,584",,"33,578",,"9,093",,"1,454",
2015100000,2015年度,2015,21,21000,岐阜県,,"2,031,903",,"80,139",,"89,353",,"97,506",,"101,629",,"89,684",,"94,759",,"106,169",,"125,051",,"150,626",,"132,202",,"125,737",,"121,455",,"138,119",,"162,641",,"129,387",,"106,404",,"84,375",,"54,481",,"23,277",,"6,008",,998,
2015100000,2015年度,2015,22,22000,静岡県,,"3,700,305",,"147,123",,"160,657",,"170,304",,"167,947",,"147,307",,"179,016",,"204,494",,"233,980",,"278,421",,"249,105",,"231,670",,"226,809",,"256,255",,"290,853",,"236,690",,"191,702",,"150,380",,"96,438",,"42,106",,"11,259",,"1,855",
2015100000,2015年度,2015,23,23000,愛知県,,"7,483,128",,"328,910",,"341,550",,"352,072",,"377,041",,"383,655",,"419,995",,"464,583",,"516,027",,"615,858",,"533,935",,"466,894",,"404,834",,"435,835",,"527,710",,"435,133",,"337,617",,"243,981",,"141,122",,"57,867",,"14,896",,"2,437",
2015100000,2015年度,2015,24,24000,三重県,,"1,815,865",,"70,966",,"78,388",,"84,171",,"87,245",,"78,170",,"86,562",,"96,738",,"112,180",,"136,315",,"119,997",,"115,031",,"108,390",,"120,949",,"140,129",,"114,506",,"93,828",,"76,242",,"49,511",,"20,620",,"5,320",,890,
2015100000,2015年度,2015,25,25000,滋賀県,,"1,412,916",,"64,090",,"68,179",,"71,181",,"74,153",,"71,473",,"74,245",,"82,397",,"95,821",,"110,373",,"93,054",,"85,639",,"81,004",,"89,561",,"101,609",,"77,928",,"59,906",,"48,389",,"31,823",,"13,864",,"3,768",,590,
2015100000,2015年度,2015,26,26000,京都府,,"2,610,353",,"97,280",,"105,169",,"111,417",,"131,235",,"147,511",,"131,935",,"140,899",,"163,859",,"196,711",,"172,296",,"154,842",,"140,488",,"159,764",,"207,567",,"166,300",,"128,812",,"101,223",,"62,605",,"27,553",,"7,896",,"1,463",
2015100000,2015年度,2015,27,27000,大阪府,,"8,839,469",,"342,645",,"361,836",,"388,630",,"432,442",,"446,399",,"463,425",,"508,261",,"578,529",,"718,598",,"643,324",,"551,324",,"467,690",,"531,662",,"672,033",,"575,811",,"449,207",,"314,931",,"174,179",,"70,183",,"18,703",,"3,277",
2015100000,2015年度,2015,28,28000,兵庫県,,"5,534,800",,"218,203",,"236,216",,"252,452",,"270,905",,"250,659",,"262,439",,"299,718",,"349,868",,"430,624",,"383,156",,"347,775",,"322,093",,"362,975",,"434,111",,"352,666",,"274,773",,"215,838",,"131,445",,"55,485",,"14,727",,"2,601",
2015100000,2015年度,2015,29,29000,奈良県,,"1,364,316",,"50,390",,"56,593",,"61,987",,"70,004",,"65,484",,"61,935",,"68,091",,"79,979",,"99,571",,"90,666",,"84,853",,"80,986",,"94,983",,"113,923",,"94,142",,"72,335",,"54,294",,"34,256",,"14,964",,"3,985",,715,
2015100000,2015年度,2015,30,30000,和歌山県,,"963,579",,"35,018",,"38,506",,"42,888",,"45,295",,"37,816",,"42,095",,"46,856",,"54,178",,"67,600",,"61,294",,"61,287",,"61,026",,"68,832",,"80,784",,"66,362",,"54,721",,"46,214",,"30,656",,"13,369",,"3,553",,580,
2015100000,2015年度,2015,31,31000,鳥取県,,"573,441",,"22,989",,"24,473",,"26,223",,"26,385",,"22,602",,"25,632",,"30,529",,"35,151",,"38,266",,"32,796",,"34,046",,"37,706",,"43,188",,"45,580",,"33,713",,"29,848",,"27,465",,"19,969",,"9,441",,"2,595",,481,
2015100000,2015年度,2015,32,32000,島根県,,"694,352",,"26,929",,"28,598",,"30,529",,"31,126",,"24,854",,"28,673",,"33,915",,"39,702",,"44,224",,"38,299",,"39,816",,"44,427",,"51,841",,"58,378",,"42,872",,"39,199",,"38,046",,"26,963",,"12,867",,"3,701",,622,
2015100000,2015年度,2015,33,33000,岡山県,,"1,921,525",,"77,254",,"82,492",,"88,144",,"95,478",,"90,711",,"93,212",,"102,843",,"116,575",,"139,261",,"115,516",,"108,079",,"111,640",,"124,825",,"150,704",,"120,955",,"95,875",,"83,927",,"56,033",,"25,175",,"6,989",,"1,218",
2015100000,2015年度,2015,34,34000,広島県,,"2,843,990",,"120,165",,"125,907",,"129,818",,"135,576",,"129,284",,"140,338",,"156,820",,"180,347",,"217,511",,"183,918",,"166,620",,"164,669",,"187,439",,"224,342",,"178,236",,"137,259",,"112,617",,"75,103",,"35,061",,"9,992",,"1,830",
2015100000,2015年度,2015,35,35000,山口県,,"1,404,729",,"52,092",,"56,723",,"61,207",,"63,772",,"56,419",,"59,734",,"69,356",,"80,970",,"96,600",,"82,865",,"78,911",,"85,893",,"103,910",,"124,489",,"97,453",,"81,201",,"70,469",,"46,289",,"21,157",,"5,774",,"1,030",
2015100000,2015年度,2015,36,36000,徳島県,,"755,733",,"26,654",,"28,615",,"31,761",,"33,699",,"30,057",,"32,963",,"38,542",,"44,249",,"51,133",,"44,613",,"45,084",,"49,262",,"58,457",,"64,808",,"46,877",,"41,319",,"37,701",,"25,769",,"11,140",,"2,811",,489,
2015100000,2015年度,2015,37,37000,香川県,,"976,263",,"37,374",,"40,740",,"44,210",,"44,768",,"36,777",,"42,999",,"50,111",,"60,264",,"70,911",,"58,791",,"55,660",,"59,359",,"68,204",,"83,042",,"60,065",,"49,910",,"44,399",,"30,713",,"13,650",,"3,783",,734,
2015100000,2015年度,2015,38,38000,愛媛県,,"1,385,262",,"51,632",,"56,441",,"61,037",,"62,603",,"51,846",,"59,274",,"69,717",,"81,749",,"95,392",,"82,646",,"83,188",,"87,694",,"102,002",,"116,490",,"87,797",,"75,316",,"65,694",,"45,537",,"19,989",,"5,420",,943,
2015100000,2015年度,2015,39,39000,高知県,,"728,276",,"25,144",,"27,922",,"30,818",,"32,785",,"26,702",,"28,521",,"35,291",,"42,328",,"49,601",,"41,711",,"43,494",,"46,146",,"54,026",,"64,157",,"48,963",,"41,011",,"38,401",,"27,536",,"12,829",,"3,490",,625,
2015100000,2015年度,2015,40,40000,福岡県,,"5,101,556",,"220,594",,"227,380",,"228,071",,"251,462",,"252,385",,"259,473",,"302,406",,"337,412",,"373,331",,"322,189",,"299,320",,"305,195",,"354,682",,"387,794",,"289,265",,"239,132",,"192,713",,"122,519",,"55,673",,"14,910",,"2,758",
2015100000,2015年度,2015,41,41000,佐賀県,,"832,832",,"35,910",,"38,688",,"41,524",,"42,542",,"35,630",,"38,615",,"45,108",,"50,328",,"53,459",,"48,707",,"50,073",,"54,852",,"63,705",,"62,831",,"46,263",,"41,780",,"37,055",,"25,780",,"11,906",,"3,153",,567,
2015100000,2015年度,2015,42,42000,長崎県,,"1,377,187",,"55,434",,"59,068",,"63,060",,"64,833",,"54,663",,"58,845",,"69,135",,"77,525",,"88,361",,"82,389",,"85,399",,"94,118",,"109,594",,"110,560",,"81,539",,"75,576",,"65,948",,"44,462",,"20,314",,"5,366",,921,
2015100000,2015年度,2015,43,43000,熊本県,,"1,786,170",,"77,321",,"80,840",,"83,006",,"85,116",,"75,010",,"84,253",,"96,841",,"106,567",,"113,420",,"103,398",,"108,069",,"117,745",,"133,981",,"135,949",,"101,596",,"94,559",,"84,873",,"58,384",,"27,191",,"7,595",,"1,337",
2015100000,2015年度,2015,44,44000,大分県,,"1,166,338",,"45,798",,"49,560",,"51,055",,"53,587",,"46,785",,"52,372",,"60,742",,"70,697",,"77,300",,"67,032",,"67,039",,"74,461",,"87,154",,"96,368",,"73,480",,"63,814",,"56,765",,"38,701",,"17,329",,"4,539",,749,
2015100000,2015年度,2015,45,45000,宮崎県,,"1,104,069",,"47,196",,"50,583",,"51,829",,"52,298",,"41,007",,"47,064",,"57,378",,"65,550",,"70,268",,"61,711",,"66,243",,"74,784",,"86,241",,"88,745",,"64,932",,"59,608",,"53,430",,"35,508",,"15,554",,"4,411",,787,
2015100000,2015年度,2015,46,46000,鹿児島県,,"1,648,177",,"70,404",,"73,961",,"76,386",,"76,184",,"61,058",,"71,124",,"86,603",,"95,159",,"99,487",,"92,903",,"100,377",,"115,808",,"131,055",,"124,560",,"92,769",,"89,017",,"81,774",,"56,786",,"26,188",,"7,350",,"1,290",
2015100000,2015年度,2015,47,47000,沖縄県,,"1,433,566",,"82,414",,"82,708",,"82,084",,"80,791",,"71,233",,"79,110",,"89,819",,"96,740",,"105,782",,"92,038",,"88,142",,"91,033",,"97,421",,"79,074",,"55,820",,"56,111",,"43,199",,"26,844",,"12,084",,"4,278",,927,
2014100000,2014年度,2014,0,0,全国,,"127,237,000",,"5,213,000",,"5,307,000",,"5,713,000",,"6,005,000",,"6,203,000",,"6,678,000",,"7,466,000",,"8,670,000",,"9,793,000",,"8,608,000",,"7,791,000",,"7,654,000",,"8,980,000",,"9,154,000",,"7,928,000",,"6,269,000",,***,,***,,***,,***,,***,
2014100000,2014年度,2014,1,1000,北海道,,"5,410,000",,"194,000",,"203,000",,"224,000",,"238,000",,"249,000",,"262,000",,"292,000",,"351,000",,"388,000",,"350,000",,"343,000",,"350,000",,"437,000",,"416,000",,"348,000",,"293,000",,***,,***,,***,,***,,***,
2014100000,2014年度,2014,2,2000,青森県,,"1,323,000",,"46,000",,"49,000",,"59,000",,"64,000",,"53,000",,"56,000",,"67,000",,"80,000",,"88,000",,"84,000",,"88,000",,"94,000",,"110,000",,"100,000",,"85,000",,"78,000",,***,,***,,***,,***,,***,
2014100000,2014年度,2014,3,3000,岩手県,,"1,290,000",,"47,000",,"51,000",,"58,000",,"61,000",,"53,000",,"55,000",,"66,000",,"78,000",,"82,000",,"78,000",,"82,000",,"90,000",,"104,000",,"92,000",,"83,000",,"77,000",,***,,***,,***,,***,,***,
2014100000,2014年度,2014,4,4000,宮城県,,"2,335,000",,"94,000",,"97,000",,"106,000",,"111,000",,"124,000",,"132,000",,"144,000",,"161,000",,"169,000",,"147,000",,"144,000",,"152,000",,"175,000",,"154,000",,"129,000",,"110,000",,***,,***,,***,,***,,***,
2014100000,2014年度,2014,5,5000,秋田県,,"1,037,000",,"33,000",,"37,000",,"42,000",,"46,000",,"35,000",,"38,000",,"50,000",,"60,000",,"63,000",,"60,000",,"67,000",,"77,000",,"91,000",,"81,000",,"70,000",,"69,000",,***,,***,,***,,***,,***,
2014100000,2014年度,2014,6,6000,山形県,,"1,134,000",,"42,000",,"46,000",,"51,000",,"54,000",,"44,000",,"48,000",,"59,000",,"68,000",,"70,000",,"66,000",,"71,000",,"80,000",,"93,000",,"81,000",,"69,000",,"66,000",,***,,***,,***,,***,,***,
2014100000,2014年度,2014,7,7000,福島県,,"1,927,000",,"71,000",,"78,000",,"91,000",,"99,000",,"84,000",,"87,000",,"103,000",,"118,000",,"126,000",,"117,000",,"126,000",,"139,000",,"159,000",,"134,000",,"116,000",,"102,000",,***,,***,,***,,***,,***,
2014100000,2014年度,2014,8,8000,茨城県,,"2,927,000",,"116,000",,"123,000",,"137,000",,"142,000",,"137,000",,"144,000",,"168,000",,"195,000",,"220,000",,"191,000",,"177,000",,"189,000",,"227,000",,"217,000",,"186,000",,"138,000",,***,,***,,***,,***,,***,
2014100000,2014年度,2014,9,9000,栃木県,,"1,980,000",,"80,000",,"85,000",,"92,000",,"94,000",,"90,000",,"99,000",,"117,000",,"136,000",,"150,000",,"130,000",,"122,000",,"132,000",,"156,000",,"145,000",,"117,000",,"90,000",,***,,***,,***,,***,,***,
2014100000,2014年度,2014,10,10000,群馬県,,"1,979,000",,"78,000",,"85,000",,"95,000",,"99,000",,"90,000",,"89,000",,"107,000",,"132,000",,"151,000",,"132,000",,"119,000",,"123,000",,"147,000",,"149,000",,"126,000",,"95,000",,***,,***,,***,,***,,***,
2014100000,2014年度,2014,11,11000,埼玉県,,"7,247,000",,"297,000",,"306,000",,"326,000",,"347,000",,"380,000",,"398,000",,"435,000",,"518,000",,"610,000",,"527,000",,"440,000",,"418,000",,"500,000",,"531,000",,"475,000",,"333,000",,***,,***,,***,,***,,***,
