date, pm25, pm10, o3, no2, so2
2019/7/29, 35, 14, 12, 4, 
2019/7/30, 34, 21, 13, 5, 5
2019/7/31, 43, 26, 22, 5, 6
2019/8/1, 60, 33, 42, 7, 3
2019/8/2, 75, 25, 29, 6, 3
2019/8/3, 66, 30, 38, 7, 3
2019/8/4, 67, 34, 46, 7, 3
2019/8/5, 78, 17, 25, 4, 1
2019/8/6, 35, 22, 18, 5, 
2019/8/7, 51, 18, 24, 5, 2
2019/8/8, 48, 15, 18, 5, 2
2019/8/9, 42, 14, 18, 4, 3
2019/8/10, 46, 13, 14, 3, 2
2019/8/11, 33, 14, 21, 3, 1
2019/8/12, 32, 16, 28, 3, 5
2019/8/13, 39, 17, 26, 4, 
2019/8/14, 39, 26, 37, 2, 1
2019/8/15, 45, 25, 54, 2, 1
2019/8/16, 55, 33, 59, 4, 1
2019/8/17, 76, 29, 42, 5, 1
2019/8/18, 70, 32, 27, 8, 
2019/8/19, 75, 20, 24, 5, 2
2019/8/20, 35, 19, 10, 2, 2
2019/8/21, 40, 17, 11, 2, 2
2019/8/22, 39, 29, 56, 4, 1
2019/8/23, 54, 28, 46, 7, 
2019/8/24, 66, 13, 38, 4, 1
2019/8/25, 41, 13, 33, 8, 
2019/8/26, 41, 17, 19, 4, 1
2019/8/27, 36, 19, 18, 2, 1
2019/8/28, 32, 16, 17, 6, 1
2019/8/29, 36, 16, 42, 9, 1
2019/8/30, 43, 18, 34, 9, 
2019/8/31, 49, 15, 28, 6, 
2019/9/1, 43, 17, 11, 7, 1
2019/9/2, 49, 16, 13, 5, 
2019/9/3, 41, 15, 15, 4, 7
2019/9/4, 45, 15, 19, 5, 1
2019/9/5, 46, 9, 14, 3, 1
2019/9/6, 30, 17, 18, 2, 1
2019/9/7, 34, 14, 17, 4, 3
2019/9/8, 36, 20, 26, 3, 3
2019/9/9, 44, 21, 21, 6, 6
2019/9/10, 52, 20, 12, 6, 5
2019/9/11, 51, 22, 35, 6, 
2019/9/12, 53, 20, 44, 6, 1
2019/9/13, 53, 27, 41, 6, 7
2019/9/14, 68, 30, 45, 4, 3
2019/9/15, 68, 14, 32, 3, 
2019/9/16, 48, 13, 33, 5, 1
2019/9/17, 36, 12, 33, 6, 1
2019/9/18, 44, 12, 40, 6, 
2019/9/19, 39, 11, 35, 7, 2
2019/9/20, 38, 12, 33, 4, 4
2019/9/21, 35, 24, 33, 1, 1
2019/9/22, 41, 12, 34, 5, 1
2019/9/23, 33, 10, 34, 6, 
2019/9/24, 33, 15, 39, 7, 3
2019/9/25, 52, 32, 30, 10, 8
2019/9/26, 83, 25, 29, 9, 2
2019/9/27, 63, 18, 27, 7, 2
2019/9/28, 49, 18, 12, 6, 1
2019/9/29, 55, 20, 18, 8, 1
2019/9/30, 53, 20, 14, 9, 2
2019/4/1, 43, 20, 55, 10, 2
2019/4/2, 56, 15, 52, 11, 3
2019/4/3, 48, 14, 54, 9, 2
2019/4/4, 47, 16, 67, 8, 1
2019/4/5, 48, 38, 69, 9, 2
2019/4/6, 92, 34, 60, 6, 1
2019/4/7, 83, 20, 62, 9, 2
2019/4/8, 60, 24, 56, 7, 2
2019/4/9, 67, 16, 47, 5, 
2019/4/10, 38, 7, 39, 8, 
2019/4/11, 29, 11, 48, 9, 1
2019/4/12, 37, 19, 47, 7, 9
2019/4/13, 63, 19, 44, 8, 2
2019/4/14, 59, 18, 51, 9, 1
2019/4/15, 56, 20, 48, 11, 11
2019/4/16, 63, 22, 51, 12, 7
2019/4/17, 70, 24, 47, 10, 5
2019/4/18, 68, 22, 49, 10, 1
2019/4/19, 65, 26, 56, 10, 2
2019/4/20, 69, 26, 51, 7, 2
2019/4/21, 73, 33, 67, 13, 3
2019/4/22, 86, 28, 38, 9, 2
2019/4/23, 78, 13, 40, 5, 1
2019/4/24, 40, 19, 37, 8, 2
2019/4/25, 53, 21, 42, 7, 1
2019/4/26, 51, 8, 39, 5, 
2019/4/27, 34, 16, 40, 5, 4
2019/4/28, 52, 12, 38, 3, 
2019/4/29, 44, 7, 37, 8, 
2019/4/30, 22, 15, 41, 5, 1
2019/5/1, 40, 43, 66, 7, 2
2019/5/2, 84, 26, 63, 8, 3
2019/5/3, 67, 21, 73, 8, 2
2019/5/4, 64, 24, 70, 8, 4
2019/5/5, 71, 30, 60, 8, 3
2019/5/6, 78, 15, 47, 6, 1
2019/5/7, 44, 15, 54, 9, 5
2019/5/8, 48, 19, 44, 7, 5
2019/5/9, 64, 20, 54, 13, 3
2019/5/10, 61, 25, 67, 11, 4
2019/5/11, 72, 33, 62, 7, 3
2019/5/12, 86, 31, 49, 13, 3
2019/5/13, 85, 21, 44, 8, 7
2019/5/14, 63, 17, 46, 9, 7
2019/5/15, 57, 20, 51, 11, 5
2019/5/16, 61, 15, 45, 5, 3
2019/5/17, 52, 8, 35, 4, 
2019/5/18, 23, 6, 31, 3, 1
2019/5/19, 23, 10, 33, 9, 3
2019/5/20, 31, 14, 46, 9, 1
2019/5/21, 36, 23, 76, 12, 2
2019/5/22, 59, 30, 82, 7, 1
2019/5/23, 71, 30, 66, 7, 
2019/5/24, 73, 25, 60, 8, 2
2019/5/25, 71, 27, 62, 5, 6
2019/5/26, 72, 24, 56, 3, 2
2019/5/27, 59, 17, 46, 8, 2
2019/5/28, 41, 13, 54, 9, 2
2019/5/29, 40, 63, 78, 12, 3
2019/5/30, 66, 24, 57, 8, 1
2019/5/31, 67, 22, 49, 6, 3
2019/6/1, 67, 29, 36, 8, 3
2019/6/2, 84, 19, 42, 7, 4
2019/6/3, 61, 23, 42, 8, 4
2019/6/4, 61, 26, 43, 7, 1
2019/6/5, 70, 33, 44, 6, 7
2019/6/6, 79, 28, 51, 3, 5
2019/6/7, 58, 16, 52, 8, 1
2019/6/8, 51, 18, 45, 5, 2
2019/6/9, 56, 15, 42, 5, 
2019/6/10, 57, 12, 40, 4, 1
2019/6/11, 41, 12, 36, 5, 1
2019/6/12, 43, 18, 46, 6, 4
2019/6/13, 59, 22, 35, 8, 5
