date, pm25, pm10, o3, no2, so2
2019/4/3, 50, , 48, 3, 2
2019/4/4, 44, , 47, 3, 1
2019/4/5, 44, , 51, 3, 1
2019/4/6, 77, , 62, 3, 2
2019/4/7, 83, , 54, 2, 
2019/4/8, 48, 7, 50, 4, 2
2019/4/9, 58, 3, 44, 2, 1
2019/4/10, 17, 2, 38, 2, 
2019/4/11, 11, 3, 43, 2, 
2019/4/12, 30, 4, 44, 2, 9
2019/4/13, 52, 3, 40, 2, 2
2019/4/14, 54, , 49, 2, 
2019/4/15, 49, 1, 51, 3, 2
2019/4/16, 42, 1, 47, 4, 4
2019/4/17, 61, , 46, 3, 3
2019/4/18, 58, , 49, 2, 1
2019/4/19, 55, , 63, 2, 1
2019/4/20, 67, , 56, 2, 1
2019/4/21, 65, , 59, 3, 2
2019/4/22, 67, , 27, 2, 5
2019/4/23, 71, 13, 30, 3, 1
2019/4/24, 26, 23, 30, 2, 1
2019/4/25, 26, 21, 36, 1, 1
2019/4/26, 32, 9, 36, 1, 
2019/4/27, 25, 14, 30, 1, 5
2019/4/28, 48, 10, 34, 1, 4
2019/4/29, 34, 5, 30, 3, 
2019/4/30, 9, , 38, 1, 1
2019/5/1, 29, , 49, 1, 1
2019/5/2, 73, , 65, 2, 2
2019/5/3, 56, , 62, 1, 
2019/5/4, 50, , 63, 2, 5
2019/5/5, 63, , 48, 1, 4
2019/5/6, 75, , 43, 2, 
2019/5/7, 36, , 49, 2, 3
2019/5/8, 38, , 42, 2, 2
2019/5/9, 53, , 62, 2, 2
2019/5/10, 56, , 55, 2, 6
2019/5/11, 78, , 64, 3, 3
2019/5/12, 78, , 50, 3, 5
2019/5/13, 81, , 47, 2, 9
2019/5/14, 67, , 54, 2, 2
2019/5/15, 50, , 57, 3, 5
2019/5/16, 59, , 39, 1, 9
2019/5/17, 41, , 27, 1, 2
2019/5/18, 16, , 28, 1, 3
2019/5/19, 10, , 29, 1, 2
2019/5/20, 20, , 41, 1, 
2019/5/21, 26, , 62, 1, 1
2019/5/22, 48, , 92, 2, 2
2019/5/23, 69, , 96, 2, 2
2019/5/24, 72, , 32, 2, 1
2019/5/25, 69, , , 2, 6
2019/5/26, 71, , 42, 1, 4
2019/5/27, 59, , 40, 2, 
2019/5/28, 28, , 52, 2, 2
2019/5/29, 33, , 53, 3, 2
2019/5/30, 57, , 38, 2, 
2019/5/31, 58, , 52, 2, 2
2019/6/1, 71, , 33, 2, 11
2019/6/2, 87, , 40, 1, 6
2019/6/3, 73, , 32, 3, 2
2019/6/4, 51, , 37, 1, 1
2019/6/5, 52, , 38, 2, 3
2019/6/6, 77, , 39, 1, 1
2019/6/7, 37, , 43, 1, 
2019/6/8, 32, , 39, 2, 1
2019/6/9, 47, , 36, 1, 1
2019/6/10, 40, 9, 36, 1, 1
2019/6/11, 30, 9, 32, 1, 1
2019/6/12, 33, 15, 50, 2, 9
2019/6/13, 48, 12, 31, 2, 2
2019/6/14, 52, 5, 45, 2, 
2019/6/15, 19, 12, 46, 1, 
2019/6/16, 48, 10, 50, 1, 1
2019/6/17, 38, 12, 31, 2, 1
2019/6/18, 49, 19, 68, 4, 5
2019/6/19, 72, 23, 51, 2, 1
2019/6/20, 87, 30, 52, 2, 5
2019/6/21, 94, 25, 48, 1, 3
2019/6/22, 83, 5, 40, 1, 1
2019/6/23, 27, 7, 41, 1, 1
2019/6/24, 26, 9, 60, 3, 1
2019/6/25, 55, 6, 19, 2, 1
2019/6/26, 50, 6, 15, 1, 1
2019/6/27, 14, 8, 22, 2, 1
2019/6/28, 24, 10, 26, 1, 1
2019/6/29, 31, 6, 34, 1, 
2019/6/30, 19, 9, 36, 1, 
2019/1/1, 39, 6, 31, 2, 2
2019/1/2, 37, 4, 32, 2, 2
2019/1/3, 20, 3, 22, 2, 
2019/1/4, 21, 18, 40, 3, 2
2019/1/5, 57, 13, 34, 2, 1
2019/1/6, 56, 6, 28, 3, 1
2019/1/7, 38, 14, 32, 5, 2
2019/1/8, 46, 5, 30, 4, 2
2019/1/9, 36, 4, 18, 3, 1
2019/1/10, 24, 8, 26, 4, 2
2019/1/11, 34, 5, 30, 2, 1
2019/1/12, 40, , 31, 2, 
2019/1/13, 24, , 28, 2, 
2019/1/14, 38, , 38, 3, 
2019/1/15, 85, , 34, 3, 1
2019/1/16, 45, 9, 32, 3, 2
2019/1/17, 27, 11, 30, 4, 1
2019/1/18, 68, 11, 29, 5, 2
2019/1/19, 50, 11, 39, 3, 1
2019/1/20, 54, 4, 32, 2, 2
2019/1/21, 32, 8, 33, 3, 2
2019/1/22, 45, 18, 38, 3, 2
2019/1/23, 70, 16, 39, 4, 
2019/1/24, 69, 11, 40, 5, 3
2019/1/25, 59, 9, 32, 4, 2
2019/1/26, 50, 7, 29, 4, 2
2019/1/27, 40, 12, 29, 3, 
2019/1/28, 50, 9, 32, 5, 1
2019/1/29, 55, 9, 27, 4, 2
2019/1/30, 51, 8, 33, 4, 1
2019/1/31, 33, 2, 31, 2, 1
2019/2/1, 33, 7, 30, 3, 1
2019/2/2, 47, 10, 32, 2, 1
2019/2/3, 46, 10, 38, 2, 1
2019/2/4, 57, 10, 26, 2, 2
2019/2/5, 56, 9, 29, 2, 
2019/2/6, 53, 7, 32, 4, 
2019/2/7, 52, 13, 32, 3, 
2019/2/8, 54, 5, 31, 3, 2
2019/2/9, 32, 2, 30, 2, 1
2019/2/10, 26, 4, 34, 3, 
2019/2/11, 37, 2, 40, 3, 2
2019/2/12, 58, 2, 44, 4, 2
2019/2/13, 83, 3, 35, 5, 2
2019/2/14, 63, 3, 14, 6, 3
2019/2/15, 52, 1, 34, 2, 
2019/2/16, 72, , 39, 2, 2
2019/2/17, 67, 4, 30, 3, 8
2019/2/18, 50, 4, 32, 3, 
2019/2/19, 38, 4, 33, 2, 1
2019/2/20, 42, 8, 40, 3, 1
2019/2/21, 74, 11, 25, 6, 3
2019/2/22, 71, 7, 38, 3, 1
2019/2/23, 60, 5, 35, 3, 5
2019/2/24, 61, 6, 47, 3, 2
2019/2/25, 63, 14, 52, 5, 1
2019/2/26, 81, 13, 32, 4, 6
2019/2/27, 81, 3, 42, 3, 2
2019/2/28, 48, 10, 39, 4, 1
2019/3/1, 72, 10, 33, 4, 1
2019/3/2, 87, 3, 27, 2, 3
2019/3/3, 42, , 39, 2, 
2019/3/4, 27, 14, 38, 3, 1
2019/3/5, 59, 9, 29, 9, 4
2019/3/6, 48, 11, 46, 3, 
2019/3/7, 63, 3, 38, 3, 
2019/3/8, 59, 3, 39, 2, 6
2019/3/9, 54, 1, 33, 2, 2
2019/3/10, 17, 9, 45, 2, 1
2019/3/11, 36, 18, 42, 3, 
2019/3/12, 62, 12, 41, 2, 2
2019/3/13, 42, 12, 38, 2, 2
2019/3/14, 35, 11, 37, 2, 2
2019/3/15, 34, 10, 40, 2, 
2019/3/16, 35, 12, 44, 2, 2
2019/3/17, 49, 1, 40, 2, 2
2019/3/18, 42, 1, 42, 2, 2
2019/3/19, 39, 5, 43, 3, 6
2019/3/20, 55, 5, 42, 2, 2
2019/3/21, 42, 15, 40, 3, 1
2019/3/22, 95, 17, 42, 3, 2
2019/3/23, 72, 2, 39, 2, 1
2019/3/24, 39, 2, 32, 3, 1
2019/3/25, 30, 21, 63, 3, 2
2019/3/26, 61, 15, 57, 4, 2
2019/3/27, 75, 14, 47, 3, 
2019/3/28, 67, 13, 47, 3, 2
2019/3/29, 58, 8, 50, 2, 
2019/3/30, 63, 6, 40, 2, 
2019/3/31, 54, 1, 43, 2, 2
2018/10/1, 41, 7, 30, 2, 1
2018/10/2, 34, 9, 46, 4, 2
2018/10/3, 42, 14, 28, 2, 1
2018/10/4, 55, 2, 12, 1, 3
2018/10/5, 15, 1, 30, 1, 2
2018/10/6, 24, 2, 28, 1, 1
2018/10/7, 28, 10, 41, 1, 1
2018/10/8, 41, 17, 36, 3, 5
2018/10/9, 54, 21, 38, 2, 
2018/10/10, 67, 8, 27, 2, 1
2018/10/11, 36, 7, 35, 2, 1
2018/10/12, 32, 5, 33, 3, 1
2018/10/13, 28, 5, 36, 2, 1
2018/10/14, 23, 8, 44, 2, 1
2018/10/15, 36, 14, 45, 2, 1
2018/10/16, 54, 11, 43, 1, 1
2018/10/17, 54, 16, 49, 2, 2
2018/10/18, 62, 7, 34, 1, 1
2018/10/19, 30, 4, 33, 1, 
2018/10/20, 21, 5, 34, 2, 1
2018/10/21, 27, 12, 31, 1, 2
2018/10/22, 52, 10, 22, 1, 
2018/10/23, 37, 14, 44, 3, 1
2018/10/24, 54, 12, 36, 2, 
2018/10/25, 56, 11, 30, 4, 1
2018/10/26, 55, 6, 33, 1, 1
2018/10/27, 42, 3, 33, 1, 1
2018/10/28, 25, 4, 35, 1, 2
2018/10/29, 42, 3, 33, 1, 
2018/10/30, 32, 3, 30, 2, 1
2018/10/31, 37, 3, 36, 2, 2
2018/11/1, 43, 1, 31, 3, 
2018/11/2, 29, 2, 34, 4, 1
2018/11/3, 30, 7, 36, 2, 2
2018/11/4, 57, 4, 38, 4, 2
2018/11/5, 52, 2, 34, 2, 1
2018/11/6, 29, 4, 30, 3, 2
2018/11/7, 35, 14, 34, 3, 5
2018/11/8, 69, 4, 32, 2, 1
2018/11/9, 34, 11, 42, 3, 2
2018/11/10, 61, 7, 33, 1, 2
2018/11/11, 58, 7, 23, 2, 1
2018/11/12, 53, 4, 34, 3, 2
2018/11/13, 31, 1, 31, 2, 1
2018/11/14, 24, 1, 32, 3, 
2018/11/15, 22, 5, 20, 3, 3
2018/11/16, 34, 9, 36, 3, 2
2018/11/17, 45, 4, 27, 1, 1
2018/11/18, 44, 4, 31, 3, 2
2018/11/19, 34, 9, 39, 2, 2
2018/11/20, 52, 4, 23, 3, 3
2018/11/21, 42, 3, 33, 2, 2
2018/11/22, 37, 3, 34, 2, 1
2018/11/23, 38, 2, 25, 2, 2
2018/11/24, 29, 7, 31, 2, 1
2018/11/25, 57, 1, 21, 2, 1
2018/11/26, 64, , 20, 1, 6
2018/11/27, 34, 34, 37, 4, 1
2018/11/28, 68, 7, 32, 2, 1
2018/11/29, 37, 10, 29, 3, 2
2018/11/30, 50, 21, 36, 3, 2
2018/12/1, 75, 15, 21, 1, 2
2018/12/2, 67, 7, 27, 3, 2
2018/12/3, 41, 3, 28, 2, 
2018/12/4, 23, 16, 30, 3, 1
2018/12/5, 58, 8, 25, 2, 
2018/12/6, 42, 8, 28, 3, 2
2018/12/7, 41, 4, 27, 2, 
2018/12/8, 24, 4, 27, 2, 1
2018/12/9, 26, 3, 24, 3, 2
2018/12/10, 27, 3, 15, 5, 2
2018/12/11, 19, 8, 32, 4, 2
2018/12/12, 38, 7, 20, 3, 1
2018/12/13, 45, 7, 32, 2, 2
2018/12/14, 42, 3, 26, 3, 1
2018/12/15, 24, 8, 23, 3, 2
2018/12/16, 35, 21, 34, 2, 1
2018/12/17, 56, 9, 30, 2, 
2018/12/18, 44, 8, 22, 4, 1
2018/12/19, 36, 10, 22, 3, 1
2018/12/20, 47, 5, 12, 2, 
2018/12/21, 28, 7, 35, 3, 1
2018/12/22, 39, 9, 33, 2, 
2018/12/23, 42, 4, 33, 2, 1
2018/12/24, 35, 3, 23, 3, 1
2018/12/25, 25, 11, 33, 5, 2
2018/12/26, 42, 7, 33, 3, 1
2018/12/27, 28, 2, 31, 2, 
2018/12/28, 22, 1, 31, 2, 1
2018/12/29, 20, 1, 29, 2, 
2018/12/30, 23, , , , 
2018/7/1, 22, 9, 13, 1, 2
2018/7/2, 23, 6, 16, 1, 1
2018/7/3, 11, 15, 23, 2, 2
2018/7/4, 38, 10, 19, 2, 
2018/7/5, 29, 6, 19, 2, 
2018/7/6, 11, 4, 20, , 
2018/7/7, 14, 7, 18, , 
2018/7/8, 15, 12, 10, , 2
2018/7/9, 30, , , , 
2018/7/20, 38, 8, 14, 1, 5
2018/7/21, 21, 12, 14, 1, 2
2018/7/22, 26, 19, 25, 2, 2
2018/7/23, 46, 22, 21, 1, 1
2018/7/24, 53, 16, 21, 1, 1
2018/7/25, 44, 19, 30, 1, 1
2018/7/26, 54, 22, 35, 1, 1
2018/7/27, 63, 13, 32, 1, 
2018/7/28, 47, 12, 25, 1, 
2018/7/29, 35, 7, 30, 1, 1
2018/7/30, 24, 9, 27, 1, 1
2018/7/31, 31, 10, 25, 1, 1
2018/8/1, 35, 14, 31, 1, 4
2018/8/2, 43, 21, 36, 1, 3
2018/8/3, 60, 26, 23, 2, 2
2018/8/4, 67, 14, 27, 1, 
2018/8/5, 48, 14, 34, 1, 
2018/8/6, 49, 18, 40, 2, 1
2018/8/7, 48, 6, 31, 1, 
2018/8/8, 21, 9, 29, 1, 
2018/8/9, 25, 10, 34, 1, 
2018/8/10, 35, 27, 32, 2, 4
2018/8/11, 72, 9, 19, 2, 4
2018/8/12, 30, 11, 26, 2, 4
2018/8/13, 33, 7, 20, 1, 4
2018/8/14, 21, 7, 12, 3, 1
2018/8/15, 23, 6, 18, 2, 2
2018/8/16, 26, 8, 30, 3, 
2018/8/17, 29, 10, 42, 3, 2
2018/8/18, 37, 18, 34, 2, 2
2018/8/19, 60, 20, 43, 2, 3
2018/8/20, 64, 9, 14, 1, 5
2018/8/21, 29, 6, 11, 1, 5
2018/8/22, 18, 7, 17, 1, 2
2018/8/23, 24, 7, 22, 2, 
2018/8/24, 29, 13, 16, 2, 3
2018/8/25, 43, 8, 12, 1, 3
2018/8/26, 32, 11, 16, 2, 3
2018/8/27, 37, 9, 21, 1, 
2018/8/28, 33, 12, 17, 2, 3
2018/8/29, 43, 6, 12, 1, 1
2018/8/30, 19, 4, 11, 1, 1
2018/8/31, 15, 6, 12, 1, 1
2018/9/1, 13, 5, 24, 1, 1
2018/9/2, 12, 11, 21, 1, 1
2018/9/3, 44, 7, 32, 1, 1
2018/9/4, 30, 9, 42, 1, 1
2018/9/5, 38, 17, 28, 3, 
2018/9/6, 58, 10, 37, 2, 
2018/9/7, 42, 8, 31, 2, 
2018/9/8, 38, 2, 41, 2, 1
2018/9/9, 12, 2, 40, 2, 1
2018/9/10, 15, 4, 34, 2, 
2018/9/11, 29, 6, 22, 1, 3
2018/9/12, 45, 7, 22, 2, 2
2018/9/13, 36, 9, 11, 2, 1
2018/9/14, 45, 10, 14, 1, 1
2018/9/15, 29, 10, 28, 1, 1
2018/9/16, 31, 12, 30, 1, 1
2018/9/17, 40, 15, 44, 1, 
2018/9/18, 47, 11, 38, 1, 
2018/9/19, 41, 9, 15, 3, 1
2018/9/20, 24, 7, 27, 2, 1
2018/9/21, 23, 7, 38, 1, 
2018/9/22, 31, 16, 23, 1, 1
2018/9/23, 63, 16, 37, 4, 1
2018/9/24, 62, 8, 37, 3, 1
2018/9/25, 41, 9, 30, 4, 1
2018/9/26, 40, 5, 35, 2, 
2018/9/27, 22, 7, 36, 2, 3
2018/9/28, 36, 1, 25, 4, 
2018/9/29, 21, , 38, 1, 
2018/9/30, 14, 8, 35, 1, 1
2018/4/1, 86, 12, 38, 2, 2
2018/4/2, 62, 10, 36, 2, 2
2018/4/3, 56, 10, 32, 2, 2
2018/4/4, 51, 9, 27, 2, 2
2018/4/5, 43, 12, 37, 2, 1
2018/4/6, 44, 14, 39, 2, 
2018/4/7, 76, 5, 46, 2, 2
2018/4/8, 48, 14, 57, 3, 2
2018/4/9, 71, 15, 48, 2, 2
2018/4/10, 65, 9, 34, 2, 2
2018/4/11, 53, 4, 43, 2, 1
2018/4/12, 44, 3, 46, 3, 2
2018/4/13, 41, 10, 39, 3, 3
2018/4/14, 39, 22, 42, 2, 
2018/4/15, 59, 27, 41, 3, 2
2018/4/16, 103, 24, 28, 2, 2
2018/4/17, 88, 17, 44, 1, 2
2018/4/18, 67, 10, 45, 2, 2
2018/4/19, 62, 13, 58, 3, 2
2018/4/20, 57, 20, 52, 2, 8
2018/4/21, 82, 21, 47, 2, 3
2018/4/22, 79, 21, 33, 3, 8
2018/4/23, 76, 8, 42, 2, 4
2018/4/24, 24, 10, 45, 1, 
2018/4/25, 42, 7, 42, 3, 1
2018/4/26, 44, 13, 66, 2, 2
2018/4/27, 61, 16, 77, 2, 2
2018/4/28, 66, 28, 78, 3, 2
2018/4/29, 91, 33, 76, 3, 2
2018/4/30, 100, 25, 47, 2, 12
2018/5/1, 83, 10, 32, 3, 9
2018/5/2, 33, 11, 46, 2, 
2018/5/3, 50, 12, 52, 2, 
2018/5/4, 59, 9, 47, 2, 
2018/5/5, 52, 11, 41, 2, 2
2018/5/6, 42, 3, 34, 1, 
2018/5/7, 20, , 41, 3, 
2018/5/8, 27, 10, 39, 1, 
2018/5/9, 39, 7, 43, 2, 
2018/5/10, 36, 13, 49, 2, 8
2018/5/11, 53, 14, 44, 1, 6
2018/5/12, 60, 8, 30, 1, 1
2018/5/13, 37, 10, 54, 1, 
2018/5/14, 57, 17, 55, 2, 1
2018/5/15, 73, , 37, 2, 2
2018/5/16, 67, 29, 21, 2, 2
2018/5/17, 70, 4, 20, 1, 1
2018/5/18, 42, , 35, 2, 
2018/5/19, 27, 6, 38, 2, 
2018/5/20, 34, 7, 42, 1, 2
2018/5/21, 32, 5, 42, 1, 3
2018/5/22, 28, 2, 33, 2, 2
2018/5/23, 22, 2, 51, 1, 
2018/5/24, 47, 11, 54, 3, 5
2018/5/25, 65, 4, 43, 2, 2
2018/5/26, 59, 1, 45, 1, 2
2018/5/27, 39, 1, 28, 1, 1
2018/5/28, 50, 2, 33, 1, 3
2018/5/29, 36, 18, 30, 1, 2
2018/5/30, 65, 28, 46, 2, 2
2018/5/31, 78, 13, 49, 1, 1
2018/6/1, 53, 20, 72, 2, 1
2018/6/2, 67, 23, 54, 2, 4
2018/6/3, 75, 23, 53, 2, 3
2018/6/4, 79, 25, 30, 4, 1
2018/6/5, 60, 6, 30, 1, 1
2018/6/6, 19, 9, 34, 2, 1
2018/6/7, 37, 11, 24, 2, 
2018/6/8, 41, 17, 44, 1, 
2018/6/9, 57, 20, 37, 2, 3
2018/6/10, 63, 5, 29, 4, 
2018/6/11, 16, 6, 35, 1, 
2018/6/12, 28, 7, 36, 1, 2
2018/6/13, 29, 11, 30, 2, 1
2018/6/14, 44, 1, 33, 2, 2
2018/6/15, 52, 4, 40, 2, 1
2018/6/16, 45, 8, 40, 1, 1
2018/6/17, 41, 9, 27, 2, 3
2018/6/18, 36, 13, 29, 2, 1
2018/6/19, 43, 2, 38, 1, 1
2018/6/20, 21, 7, 46, 2, 1
2018/6/21, 55, 6, 50, 2, 1
2018/6/22, 61, 6, 38, 1, 1
2018/6/23, 65, 8, 46, 1, 1
2018/6/24, 62, 11, 57, 2, 8
2018/6/25, 74, 2, 14, 2, 
2018/6/26, 33, 2, 11, 1, 1
2018/6/27, 21, 7, 10, 1, 1
2018/6/28, 23, 7, 27, 1, 1
2018/6/29, 21, 10, 12, 1, 1
2018/6/30, 23, 8, 11, 1, 1
2018/1/1, 48, 6, 32, 3, 2
2018/1/2, 50, 9, 32, 3, 2
2018/1/3, 53, 3, 26, 5, 2
2018/1/4, 39, 3, 22, 3, 
2018/1/5, 35, 4, 32, 4, 
2018/1/6, 43, 9, 18, 3, 5
2018/1/7, 45, 3, 26, 3, 
2018/1/8, 28, 10, 31, 2, 
2018/1/9, 67, 4, 29, 2, 
2018/1/10, 27, 1, 26, 2, 
2018/1/11, 29, 1, 27, 3, 
2018/1/12, 27, 9, 27, 3, 2
2018/1/13, 45, 7, 16, 4, 
2018/1/14, 61, 4, 13, 5, 
2018/1/15, 54, 5, 20, 4, 
2018/1/16, 42, 1, 32, 3, 
2018/1/17, 14, 18, 30, 2, 
2018/1/18, 53, 20, 32, 3, 2
2018/1/19, 89, 17, 30, 4, 1
2018/1/20, 77, 14, 38, 4, 3
2018/1/21, 72, 5, 30, 5, 
2018/1/22, 46, 10, 33, 3, 
2018/1/23, 61, 2, 32, 2, 2
2018/1/24, 40, 2, 31, 2, 1
2018/1/25, 30, 1, 32, 2, 2
2018/1/26, 23, 3, 31, 5, 1
2018/1/27, 41, 4, 25, 3, 1
2018/1/28, 42, 10, 33, 3, 2
2018/1/29, 67, 4, 33, 2, 
2018/1/30, 44, 4, 29, 5, 2
2018/1/31, 35, 4, 32, 5, 2
2018/2/1, 43, 3, 29, 5, 
2018/2/2, 32, 8, 34, 5, 3
2018/2/3, 59, 2, 30, 2, 
2018/2/4, 43, 2, 32, 2, 2
2018/2/5, 38, 3, 33, 2, 1
2018/2/6, 45, 2, 34, 2, 
2018/2/7, 29, 14, 36, 5, 2
2018/2/8, 50, 6, 32, 4, 3
2018/2/9, 63, 3, 32, 2, 
2018/2/10, 40, 7, 34, 2, 2
2018/2/11, 59, 4, 34, 2, 2
2018/2/12, 48, 4, 35, 2, 
2018/2/13, 47, 8, 29, 4, 
2018/2/14, 39, 10, 33, 2, 
2018/2/15, 63, 8, 14, 4, 
2018/2/16, 54, 8, 42, 2, 2
2018/2/17, 55, 5, 36, 3, 2
2018/2/18, 32, 13, 31, 7, 3
2018/2/19, 54, 11, 39, 5, 2
2018/2/20, 68, 9, 37, 4, 2
2018/2/21, 64, 5, 33, 4, 2
2018/2/22, 48, 16, 41, 3, 2
2018/2/23, 80, 22, 43, 5, 2
2018/2/24, 92, 13, 32, 3, 
2018/2/25, 65, 12, 40, 4, 
2018/2/26, 66, 11, 36, 4, 3
2018/2/27, 56, 10, 34, 5, 2
2018/2/28, 54, 15, 39, 3, 
2018/3/1, 61, 7, 35, 4, 2
2018/3/2, 51, 6, 19, 4, 
2018/3/3, 54, 11, 31, 2, 7
2018/3/4, 38, 6, 35, 2, 3
2018/3/5, 21, 3, 34, 2, 
2018/3/6, 33, 5, 29, 3, 8
2018/3/7, 43, 1, 33, 2, 1
2018/3/8, 12, 3, 36, 2, 2
2018/3/9, 38, 5, 38, 2, 
2018/3/10, 44, 7, 43, 2, 2
2018/3/11, 57, 7, 36, 3, 3
2018/3/12, 51, 13, 43, 3, 2
2018/3/13, 67, 10, 38, 3, 2
2018/3/14, 62, 10, 33, 3, 6
2018/3/15, 58, 4, 36, 2, 
2018/3/16, 26, 1, 35, 3, 
2018/3/17, 30, 5, 31, 2, 4
2018/3/18, 41, 3, 32, 3, 
2018/3/19, 26, 1, 39, 3, 
2018/3/20, 15, 1, 31, 5, 
2018/3/21, 9, 1, 35, 2, 
2018/3/22, 20, 5, 39, 2, 1
2018/3/23, 33, 7, 44, 2, 2
2018/3/24, 57, 44, 60, 3, 2
2018/3/25, 131, 27, 55, 4, 2
2018/3/26, 94, 16, 56, 3, 2
2018/3/27, 76, 14, 45, 4, 2
2018/3/28, 69, 7, 46, 2, 1
2018/3/29, 49, 17, 47, 4, 2
2018/3/30, 75, 14, 51, 3, 4
2018/3/31, 71, 23, 43, 2, 6
2017/10/1, 44, 10, 32, 2, 
2017/10/2, 30, 8, 36, 1, 
2017/10/3, 30, 10, 35, 3, 
2017/10/4, 39, 12, 32, 2, 4
2017/10/5, 45, 8, 18, 2, 
2017/10/6, 22, 8, 36, 1, 
2017/10/7, 28, 17, 33, 1, 5
2017/10/8, 55, 21, 26, 1, 
2017/10/9, 65, 17, 30, 1, 
2017/10/10, 56, 16, 30, 1, 
2017/10/11, 56, 18, 27, 1, 
2017/10/12, 56, 4, 32, 1, 
2017/10/13, 15, 9, 36, 3, 
2017/10/14, 29, 4, 32, 2, 
2017/10/15, 12, 3, 25, 6, 
2017/10/16, 11, 7, 31, 3, 
2017/10/17, 23, 7, 26, 2, 
2017/10/18, 33, 2, 24, 4, 
2017/10/19, 16, 4, 31, 4, 
2017/10/20, 22, 4, 26, 5, 2
2017/10/21, 29, 4, 36, 3, 
2017/10/22, 30, 11, 36, 2, 
2017/10/23, 54, 11, 38, 2, 1
2017/10/24, 57, 6, 41, 2, 
2017/10/25, 46, 9, 34, 2, 3
2017/10/26, 50, 17, 37, 3, 5
2017/10/27, 68, 6, 30, 1, 
2017/10/28, 32, 9, 42, 1, 
2017/10/29, 35, 6, 33, 2, 
2017/10/30, 46, 7, 33, 2, 
2017/10/31, 44, 10, 29, 2, 1
2017/11/1, 54, 8, 27, 1, 
2017/11/2, 52, 10, 33, 1, 
2017/11/3, 55, 11, 33, 2, 
2017/11/4, 55, 9, 34, 2, 
2017/11/5, 58, 17, 31, 2, 2
2017/11/6, 74, 14, 22, 2, 
2017/11/7, 63, 13, 22, 2, 
2017/11/8, 54, 19, 40, 3, 1
2017/11/9, 72, 14, 35, 3, 2
2017/11/10, 61, 10, 35, 2, 
2017/11/11, 49, 6, 30, 2, 
2017/11/12, 42, 11, 23, 2, 2
2017/11/13, 60, 11, 39, 2, 1
2017/11/14, 54, 7, 33, 2, 
2017/11/15, 49, 5, 33, 2, 
2017/11/16, 44, 3, 11, 2, 
2017/11/17, 34, 8, 32, 5, 
2017/11/18, 49, 3, 32, 2, 
2017/11/19, 31, 4, 32, 3, 2
2017/11/20, 42, 6, 27, 3, 2
2017/11/21, 51, 6, 21, 3, 
2017/11/22, 48, 9, 32, 2, 
2017/11/23, 52, 6, 30, 2, 
2017/11/24, 44, 5, 24, 3, 
2017/11/25, 43, 9, 15, 2, 
2017/11/26, 56, 10, 26, 3, 
2017/11/27, 59, 10, 21, 3, 2
2017/11/28, 60, 13, 33, 3, 
2017/11/29, 59, 13, 25, 5, 2
2017/11/30, 53, 3, 32, 3, 2
2017/12/1, 31, 6, 23, 4, 2
2017/12/2, 31, 3, 30, 3, 2
2017/12/3, 40, 11, 42, 3, 2
2017/12/4, 56, 2, 29, 2, 
2017/12/5, 30, 4, 27, 2, 1
2017/12/6, 33, 3, 22, 3, 2
2017/12/7, 41, 9, 28, 3, 
2017/12/8, 47, 3, 25, 3, 
2017/12/9, 33, 6, 19, 3, 
2017/12/10, 41, 8, 30, 2, 
2017/12/11, 41, 1, 27, 2, 
2017/12/12, 24, 1, 31, 3, 
2017/12/13, 23, 1, 25, 4, 
2017/12/14, 30, 2, 20, 2, 1
2017/12/15, 30, 10, 30, 3, 
2017/12/16, 57, 2, 32, 2, 
2017/12/17, 37, 6, 19, 5, 
2017/12/18, 48, 8, 29, 3, 2
2017/12/19, 57, 3, 23, 4, 
2017/12/20, 45, 6, 28, 3, 
2017/12/21, 42, 9, 28, 3, 
2017/12/22, 49, 10, 23, 4, 1
2017/12/23, 61, 10, 37, 3, 3
2017/12/24, 60, 6, 35, 2, 1
2017/12/25, 52, 4, 33, 2, 2
2017/12/26, 43, 1, 32, 2, 1
2017/12/27, 21, 15, 31, 5, 4
2017/12/28, 61, 22, 40, 4, 2
2017/12/29, 89, 25, 32, 3, 
2017/12/30, 95, 15, 32, 2, 1
2017/12/31, 72, 4, 30, 2, 1
2017/7/1, 35, 8, 11, , 1
2017/7/2, 23, 9, 11, 1, 2
2017/7/3, 23, 10, 11, 1, 3
2017/7/4, 26, 20, 21, 1, 2
2017/7/5, 47, 5, 33, 2, 1
2017/7/6, 15, 7, 13, 1, 
2017/7/7, 17, 9, 16, 1, 
2017/7/8, 24, 7, 18, 1, 
2017/7/9, 18, 9, 11, 1, 2
2017/7/10, 22, 10, 12, 1, 
2017/7/11, 23, 15, 23, 1, 
2017/7/12, 39, 21, 18, 1, 
2017/7/13, 55, 20, 31, 1, 
2017/7/14, 52, 14, 22, 1, 
2017/7/15, 37, 10, 16, 1, 
2017/7/16, 27, 13, 16, 1, 1
2017/7/17, 27, 9, 11, 1, 
2017/7/18, 20, 19, 30, 2, 
2017/7/19, 41, 31, 39, 2, 
2017/7/20, 63, 40, 40, 2, 
2017/7/21, 72, 29, 30, 2, 
2017/7/22, 58, 22, 21, 2, 
2017/7/23, 48, 29, 26, 2, 
2017/7/24, 56, 34, 30, 2, 
2017/7/25, 62, 22, 32, 1, 
2017/7/26, 50, 28, 37, 2, 
